,lat,lons
0,30.154533,122.020667
1,30.154533,122.020667
2,30.154533,122.020667
3,30.154517,122.020667
4,30.154517,122.020667
5,30.154517,122.020667
6,30.154517,122.020667
7,30.154517,122.020667
8,30.1545,122.020667
9,30.154517,122.020667
10,30.154517,122.020667
11,30.154517,122.020667
12,30.154517,122.020667
13,30.1545085,122.020667
14,30.154525,122.020667
15,30.154517,122.020667
16,30.154533,122.020667
17,30.154517,122.020667
18,30.154517,122.020667
19,30.1545,122.020667
20,30.154517,122.020667
21,30.154517,122.020667
22,30.154517,122.020667
23,30.154517,122.020667
24,30.154517,122.020667
25,30.154517,122.020667
26,30.154517,122.020667
27,30.1545,122.020667
28,30.154517,122.020667
29,30.1545,122.020667
30,30.154517,122.020667
31,30.154517,122.020667
32,30.154517,122.020667
33,30.154533,122.020667
34,30.154517,122.020667
35,30.154517,122.020667
36,30.154517,122.020667
37,30.154517,122.020667
38,30.154517,122.020667
39,30.154517,122.020667
40,30.154517,122.020667
41,30.154517,122.020667
42,30.154517,122.020667
43,30.154533,122.020667
44,30.154533,122.020667
45,30.154517,122.020667
46,30.154533,122.020667
47,30.15455,122.020667
48,30.154517,122.020667
49,30.154517,122.020667
50,30.154533,122.020667
51,30.154533,122.020667
52,30.154525,122.020667
53,30.154533,122.020667
54,30.154517,122.020667
55,30.154533,122.020667
56,30.154517,122.020667
57,30.154517,122.020667
58,30.154533,122.020667
59,30.154533,122.020667
60,30.154517,122.020667
61,30.154533,122.020667
62,30.154517,122.020667
63,30.1545,122.020667
64,30.154517,122.020667
65,30.154517,122.020667
66,30.1545,122.020667
67,30.154517,122.020667
68,30.1545,122.020667
69,30.154517,122.020667
70,30.154517,122.020667
71,30.154517,122.020667
72,30.154517,122.020667
73,30.154517,122.020667
74,30.154517,122.020667
75,30.154525,122.020667
76,30.154517,122.020667
77,30.154517,122.020667
78,30.154533,122.020667
79,30.154517,122.020667
80,30.154517,122.020667
81,30.154533,122.020667
82,30.154517,122.020667
83,30.154517,122.020667
84,30.1545,122.020667
85,30.154517,122.020667
86,30.154517,122.020667
87,30.154533,122.020667
88,30.154533,122.020667
89,30.154517,122.020667
90,30.154517,122.020667
91,30.154517,122.020667
92,30.154517,122.020667
93,30.154517,122.020667
94,30.154517,122.020667
95,30.154517,122.020667
96,30.154517,122.020667
97,30.154517,122.020667
98,30.1545,122.020667
99,30.154483,122.020667
100,30.154517,122.020667
101,30.1545085,122.020667
102,30.1545,122.020667
103,30.1545,122.020667
104,30.1545,122.020667
105,30.154517,122.020667
106,30.1545,122.020667
107,30.1545,122.020667
108,30.154533,122.020667
109,30.15455,122.020667
110,30.154517,122.020667
111,30.154517,122.020667
112,30.154533,122.020667
113,30.154533,122.020667
114,30.154517,122.020667
115,30.154517,122.020667
116,30.15455,122.020667
117,30.154533,122.020667
118,30.154517,122.020667
119,30.154517,122.020667
120,30.154517,122.020667
121,30.154517,122.020667
122,30.154517,122.020667
123,30.154517,122.020667
124,30.154517,122.020667
125,30.154517,122.020667
126,30.154517,122.020667
127,30.154517,122.020667
128,30.154517,122.020667
129,30.154517,122.020667
130,30.154517,122.020667
131,30.154517,122.020667
132,30.154517,122.020667
133,30.154517,122.020667
134,30.154517,122.020667
135,30.154517,122.020667
136,30.154517,122.020667
137,30.154483,122.020667
138,30.154517,122.020667
139,30.154517,122.020667
140,30.154533,122.020667
141,30.154533,122.020667
142,30.154533,122.020667
143,30.154517,122.020667
144,30.154517,122.020667
145,30.154533,122.020667
146,30.154533,122.020667
147,30.154533,122.020667
148,30.154533,122.020667
149,30.154533,122.020667
150,30.154517,122.020667
151,30.154517,122.020667
152,30.154517,122.020667
153,30.154517,122.020667
154,30.15455,122.020667
155,30.154533,122.020667
156,30.154525,122.020667
157,30.154525,122.020667
158,30.154533,122.020667
159,30.15455,122.020667
160,30.154517,122.020667
161,30.154517,122.020667
162,30.154517,122.020667
163,30.154517,122.020667
164,30.154517,122.020667
165,30.154517,122.020667
166,30.154517,122.020667
167,30.154517,122.020667
168,30.154517,122.020667
169,30.154517,122.020667
170,30.154517,122.0205
171,30.154517,122.0205
172,30.154517,122.020667
173,30.1545085,122.020667
174,30.1545,122.020667
175,30.154517,122.020667
176,30.154517,122.020667
177,30.154517,122.020667
178,30.154517,122.020667
179,30.154533,122.020667
180,30.154517,122.020667
181,30.154517,122.020667
182,30.154517,122.020667
183,30.154517,122.020667
184,30.154517,122.020667
185,30.1545,122.020667
186,30.154517,122.020667
187,30.154517,122.020667
188,30.1545,122.020667
189,30.1545,122.020667
190,30.154517,122.020667
191,30.1545,122.020667
192,30.1545,122.020667
193,30.154517,122.020667
194,30.154483,122.020667
195,30.1545,122.020667
196,30.154517,122.020667
197,30.154517,122.020667
198,30.154517,122.020667
199,30.154517,122.020667
200,30.154517,122.020667
201,30.154533,122.020667
202,30.154533,122.020667
203,30.1545,122.020667
204,30.154517,122.020667
205,30.154517,122.020667
206,30.154517,122.020667
207,30.154517,122.020667
208,30.154517,122.020667
209,30.154517,122.020667
210,30.154517,122.020667
211,30.154517,122.020667
212,30.154517,122.020667
213,30.154517,122.020667
214,30.154525,122.020667
215,30.15455,122.020667
216,30.154533,122.020667
217,30.154517,122.020667
218,30.154517,122.020667
219,30.154517,122.020667
220,30.154517,122.020667
221,30.154517,122.020667
222,30.154517,122.020667
223,30.154517,122.020667
224,30.154517,122.020667
225,30.154517,122.020667
226,30.1545085,122.020667
227,30.154517,122.020667
228,30.154517,122.020667
229,30.154517,122.020667
230,30.154517,122.020667
231,30.154517,122.020667
232,30.154517,122.020667
233,30.154525,122.020667
234,30.154517,122.020667
235,30.154533,122.020667
236,30.154525,122.020667
237,30.154533,122.020667
238,30.154533,122.020667
239,30.154533,122.020667
240,30.154517,122.020667
241,30.154533,122.020667
242,30.154533,122.020667
243,30.154533,122.020667
244,30.154517,122.020667
245,30.154517,122.020667
246,30.154517,122.020667
247,30.154517,122.020667
248,30.154517,122.020667
249,30.154517,122.020667
250,30.154517,122.020667
251,30.154533,122.020667
252,30.154533,122.020667
253,30.154533,122.020667
254,30.1545,122.020667
255,30.1545,122.020667
256,30.154517,122.020667
257,30.154517,122.020667
258,30.154517,122.020667
259,30.154533,122.020667
260,30.154533,122.020667
261,30.154517,122.020667
262,30.154517,122.020667
263,30.154517,122.020667
264,30.1545,122.020667
265,30.154517,122.020667
266,30.154517,122.020667
267,30.154533,122.020667
268,30.154517,122.020667
269,30.154517,122.020667
270,30.1545,122.020667
271,30.154517,122.020667
272,30.154517,122.020667
273,30.1545,122.020667
274,30.154517,122.020667
275,30.154517,122.020667
276,30.154525,122.020667
277,30.154517,122.020667
278,30.154567,122.020667
279,30.154567,122.0205
280,30.154517,122.020667
281,30.154517,122.020667
282,30.154517,122.020667
283,30.154517,122.020667
284,30.154517,122.020667
285,30.154517,122.020667
286,30.154517,122.020667
287,30.154517,122.020667
288,30.154517,122.020667
289,30.154517,122.020667
290,30.154533,122.020667
291,30.1545,122.020667
292,30.154517,122.020667
293,30.154517,122.020667
294,30.154533,122.020667
295,30.154533,122.020667
296,30.15455,122.020667
297,30.15455,122.020667
298,30.15455,122.020667
299,30.154517,122.020667
300,30.154533,122.020667
301,30.1545335,122.020667
302,30.154517,122.020667
303,30.1545,122.020667
304,30.154483,122.020667
305,30.1545,122.020667
306,30.1545,122.020667
307,30.154517,122.020667
308,30.154517,122.020667
309,30.154517,122.020667
310,30.154533,122.020667
311,30.154517,122.020667
312,30.154533,122.020667
313,30.15455,122.020667
314,30.154517,122.020667
315,30.154533,122.020667
316,30.154517,122.020667
317,30.154517,122.020667
318,30.154517,122.020667
319,30.1545,122.020667
320,30.154517,122.020667
321,30.154517,122.020667
322,30.154517,122.020667
323,30.154517,122.020667
324,30.154533,122.020667
325,30.154533,122.020667
326,30.154517,122.020667
327,30.154517,122.020667
328,30.154517,122.020667
329,30.154517,122.020667
330,30.154517,122.020667
331,30.154533,122.020667
332,30.15455,122.020667
333,30.15455,122.020667
334,30.154567,122.020667
335,30.154533,122.020667
336,30.15455,122.020667
337,30.15455,122.020667
338,30.154517,122.020667
339,30.154517,122.020667
340,30.1545,122.020667
341,30.1545,122.020667
342,30.154517,122.020667
343,30.154517,122.020667
344,30.154517,122.020667
345,30.15455,122.020667
346,30.1545335,122.020667
347,30.15455,122.020667
348,30.154517,122.020667
349,30.154517,122.020667
350,30.154517,122.020667
351,30.1545335,122.020667
352,30.15455,122.020667
353,30.154542,122.0205
354,30.154567,122.020667
355,30.1545335,122.020667
356,30.1545335,122.020667
357,30.1545335,122.020667
358,30.154517,122.020667
359,30.154517,122.020667
360,30.154533,122.020667
361,30.15455,122.020667
362,30.154567,122.020667
363,30.154517,122.020667
364,30.154533,122.020667
365,30.154533,122.020667
366,30.1545,122.020667
367,30.154517,122.020667
368,30.154517,122.020667
369,30.154533,122.020667
370,30.154517,122.020667
371,30.154517,122.020667
372,30.154517,122.020667
373,30.154517,122.020667
374,30.154517,122.020667
375,30.154525,122.020667
376,30.154517,122.020667
377,30.154483,122.020667
378,30.1545165,122.020667
379,30.1545335,122.020667
380,30.1545,122.020667
381,30.1545,122.020667
382,30.154517,122.020667
383,30.154517,122.020667
384,30.154517,122.020667
385,30.154517,122.020667
386,30.154517,122.020667
387,30.154533,122.020667
388,30.154533,122.020667
389,30.154517,122.020667
390,30.154517,122.020667
391,30.15455,122.020667
392,30.154517,122.020667
393,30.154517,122.020667
394,30.154533,122.020667
395,30.154517,122.020667
396,30.154517,122.020667
397,30.1545,122.020667
398,30.1545,122.020667
399,30.154517,122.020667
400,30.154517,122.020667
401,30.154533,122.020667
402,30.15455,122.020667
403,30.15455,122.020667
404,30.154533,122.020667
405,30.15455,122.020667
406,30.15455,122.020667
407,30.15455,122.020667
408,30.15455,122.020667
409,30.154533,122.020667
410,30.154517,122.020667
411,30.154533,122.020667
412,30.154533,122.020667
413,30.154517,122.020667
414,30.15455,122.020667
415,30.15455,122.020667
416,30.15455,122.020667
417,30.15455,122.020667
418,30.15455,122.020667
419,30.154533,122.020667
420,30.1545,122.0205
421,30.1545,122.020667
422,30.154517,122.020667
423,30.154517,122.020667
424,30.154567,122.020667
425,30.154583,122.020667
426,30.154533,122.020667
427,30.154533,122.020667
428,30.154517,122.020667
429,30.154533,122.020667
430,30.154533,122.020667
431,30.154567,122.020667
432,30.15455,122.020667
433,30.154533,122.020667
434,30.154533,122.020667
435,30.154533,122.020667
436,30.15455,122.020667
437,30.154517,122.020667
438,30.154517,122.020667
439,30.154517,122.020667
440,30.154517,122.020667
441,30.154517,122.020667
442,30.154517,122.020667
443,30.154533,122.020667
444,30.15455,122.020667
445,30.154517,122.020667
446,30.15455,122.020667
447,30.1545,122.020667
448,30.1545,122.020667
449,30.154567,122.020667
450,30.154517,122.020667
451,30.154517,122.020667
452,30.154517,122.020667
453,30.154483,122.020667
454,30.154483,122.020583
455,30.154517,122.020667
456,30.154517,122.020667
457,30.154525,122.020667
458,30.154517,122.020667
459,30.154483,122.020667
460,30.154517,122.020667
461,30.154517,122.020667
462,30.154583,122.020667
463,30.154517,122.020667
464,30.154533,122.020667
465,30.15455,122.020667
466,30.154517,122.020667
467,30.154517,122.020667
468,30.15455,122.020667
469,30.154525,122.020667
470,30.154517,122.020667
471,30.154517,122.020667
472,30.154517,122.020667
473,30.154517,122.020667
474,30.154533,122.020667
475,30.154533,122.020667
476,30.154517,122.020667
477,30.154517,122.020667
478,30.1545,122.020667
479,30.1545,122.020667
480,30.154517,122.020667
481,30.154517,122.020667
482,30.154517,122.020667
483,30.154533,122.020667
484,30.154533,122.020667
485,30.154533,122.020667
486,30.154533,122.020667
487,30.154533,122.020667
488,30.154517,122.020667
489,30.154517,122.020667
490,30.1545,122.020667
491,30.154517,122.020667
492,30.154517,122.020667
493,30.154533,122.020667
494,30.154533,122.020667
495,30.1545,122.020667
496,30.1545,122.020667
497,30.154517,122.020667
498,30.154517,122.020667
499,30.154533,122.020667
500,30.154533,122.020667
501,30.154533,122.020667
502,30.154533,122.020667
503,30.154533,122.020667
504,30.1545,122.020667
505,30.154483,122.020667
506,30.154433,122.020667
507,30.154517,122.020667
508,30.154517,122.020667
509,30.154483,122.020667
510,30.154483,122.020667
511,30.1545,122.020667
512,30.1545335,122.020667
513,30.1545335,122.020667
514,30.154517,122.020667
515,30.154517,122.020667
516,30.154517,122.020667
517,30.154517,122.020667
518,30.154517,122.020667
519,30.1545,122.020667
520,30.154517,122.020667
521,30.15455,122.020667
522,30.154517,122.020667
523,30.154517,122.020667
