,FOC_pred,FOC_act,stw,draft
0,50.1,0,14.5,14.53
1,50.1,0,14.5,14.53
2,50.1,0,14.5,14.53
3,49.41,0,14.5,14.53
4,49.64,0,14.5,14.53
5,49.64,0,14.5,14.53
6,49.35,0,14.5,14.53
7,49.35,0,14.5,14.53
8,49.41,0,14.5,14.53
9,49.35,0,14.5,14.53
10,49.35,0,14.5,14.53
11,49.84,0,14.5,14.53
12,49.84,0,14.5,14.53
13,49.84,0,14.5,14.53
14,49.84,0,14.5,14.53
15,49.84,0,14.5,14.53
16,50.1,0,14.5,14.53
17,49.35,0,14.5,14.53
18,49.35,0,14.5,14.53
19,49.35,0,14.5,14.53
20,49.35,0,14.5,14.53
21,50.1,0,14.5,14.53
22,50.1,0,14.5,14.53
23,50.1,0,14.5,14.53
24,50.1,0,14.5,14.53
25,49.84,0,14.5,14.53
26,47.68716701092836,0,14.6,14.53
27,50.27456092396734,0,14.6,14.53
28,49.89250027178554,0,14.6,14.53
29,49.89250027178554,0,14.6,14.53
30,49.89331842395441,0,14.6,14.53
31,49.89250027178554,0,14.6,14.53
32,49.89250027178554,0,14.6,14.53
33,49.89250027178554,0,14.6,14.53
34,47.92318206525959,0,14.6,14.53
35,47.92318206525959,0,14.6,14.53
36,47.92318206525959,0,14.6,14.53
37,46.916263832909785,0,14.4,14.53
38,38.43366785394405,0,12.7,14.53
39,38.74,0,13.2,14.53
40,46.76317891192801,0,14.3,14.53
41,46.76317891192801,0,14.3,14.53
42,49.079056745280226,0,14.3,14.53
43,49.079056745280226,0,14.3,14.53
44,49.079056745280226,0,14.3,14.53
45,49.079056745280226,0,14.3,14.53
46,49.079056745280226,0,14.3,14.53
47,48.9754373924257,0,14.3,14.53
48,48.9754373924257,0,14.3,14.53
49,48.9754373924257,0,14.3,14.53
50,48.9754373924257,0,14.3,14.53
51,49.45983797083153,0,14.3,14.53
52,44.985469090085076,0,13.7,14.53
53,43.35223355218041,0,13.7,14.53
54,45.48576247637106,0,13.7,14.53
55,45.48576247637106,0,13.7,14.53
56,47.798989725516854,0,13.7,14.53
57,47.798989725516854,0,13.7,14.53
58,46.19502072189723,0,13.7,14.53
59,46.55502072189722,0,13.7,14.53
60,45.48576247637106,0,13.7,14.53
61,45.48576247637106,0,13.7,14.53
62,45.86031825256265,0,13.7,14.53
63,45.86031825256265,0,13.7,14.53
64,46.19502072189723,0,13.7,14.53
65,47.53863912764317,0,14.3,14.53
66,49.731090823742704,0,14.3,14.53
67,49.731090823742704,0,14.3,14.53
68,49.731090823742704,0,14.3,14.53
69,49.731090823742704,0,14.3,14.53
70,49.731090823742704,0,14.3,14.53
71,50.08479537275342,0,14.3,14.53
72,50.08479537275342,0,14.3,14.53
73,50.08479537275342,0,14.3,14.53
74,49.95521299039049,0,14.3,14.53
75,49.95521299039049,0,14.3,14.53
76,49.95521299039049,0,14.3,14.53
77,51.31999999999999,0,14.5,14.53
78,51.31999999999999,0,14.5,14.53
79,51.31999999999999,0,14.5,14.53
80,51.31999999999999,0,14.5,14.53
81,51.31999999999999,0,14.5,14.53
82,51.31999999999999,0,14.5,14.53
83,51.31999999999999,0,14.5,14.53
84,51.31999999999999,0,14.5,14.53
85,51.31999999999999,0,14.5,14.53
86,51.31999999999999,0,14.5,14.53
87,51.31999999999999,0,14.5,14.53
88,51.31999999999999,0,14.5,14.53
89,45.43,0,13.5,14.53
90,45.43,0,13.5,14.53
91,45.43,0,13.5,14.53
92,45.43,0,13.5,14.53
93,45.43,0,13.5,14.53
94,45.43,0,13.5,14.53
95,45.43,0,13.5,14.53
96,45.43,0,13.5,14.53
97,45.43,0,13.5,14.53
98,45.53,0,13.5,14.53
99,45.43,0,13.5,14.53
100,45.43,0,13.5,14.53
101,45.43,0,13.5,14.53
102,51.31999999999999,0,14.5,14.53
103,51.31999999999999,0,14.5,14.53
104,50.88,0,14.5,14.53
105,50.88,0,14.5,14.53
106,50.66,0,14.5,14.53
107,50.66,0,14.5,14.53
108,50.66,0,14.5,14.53
109,50.66,0,14.5,14.53
110,50.66,0,14.5,14.53
111,50.66,0,14.5,14.53
112,50.66,0,14.5,14.53
113,50.66,0,14.5,14.53
114,50.66,0,14.5,14.53
115,50.66,0,14.5,14.53
116,50.66,0,14.5,14.53
117,50.66,0,14.5,14.53
118,50.66,0,14.5,14.53
119,50.66,0,14.5,14.53
120,51.13,0,14.5,14.53
121,51.13,0,14.5,14.53
122,51.13,0,14.5,14.53
123,51.13,0,14.5,14.53
124,51.13,0,14.5,14.53
125,51.13,0,14.5,14.53
126,51.13,0,14.5,14.53
127,51.13,0,14.5,14.53
128,51.13,0,14.5,14.53
129,48.7,0,14.5,14.53
130,51.13,0,14.5,14.53
131,51.13,0,14.5,14.53
132,51.13,0,14.5,14.53
133,51.13,0,14.5,14.53
134,51.13,0,14.5,14.53
135,51.13,0,14.5,14.53
136,51.13,0,14.5,14.53
137,51.13,0,14.5,14.53
138,45.00558367153553,0,13.4,14.53
139,45.00558367153553,0,13.4,14.53
140,45.00558367153553,0,13.4,14.53
141,45.00558367153553,0,13.4,14.53
142,45.00558367153553,0,13.4,14.53
143,45.00558367153553,0,13.4,14.53
144,45.33588365844384,0,13.4,14.53
145,45.00558367153553,0,13.4,14.53
146,45.00558367153553,0,13.4,14.53
147,45.00558367153553,0,13.4,14.53
148,45.00558367153553,0,13.4,14.53
149,45.00558367153553,0,13.4,14.53
150,45.00558367153553,0,13.4,14.53
151,51.15000000000001,0,14.5,14.53
152,51.15000000000001,0,14.5,14.53
153,51.15000000000001,0,14.5,14.53
154,50.66,0,14.5,14.53
155,51.15000000000001,0,14.5,14.53
156,50.18,0,14.5,14.53
157,49.95,0,14.5,14.53
158,49.95,0,14.5,14.53
159,50.18,0,14.5,14.53
160,49.95,0,14.5,14.53
161,49.95,0,14.5,14.53
162,49.95,0,14.5,14.53
163,48.9754373924257,0,14.3,14.53
164,48.9754373924257,0,14.3,14.53
165,48.9754373924257,0,14.3,14.53
166,48.9754373924257,0,14.3,14.53
167,48.9754373924257,0,14.3,14.53
168,48.9754373924257,0,14.3,14.53
169,48.9754373924257,0,14.3,14.53
170,48.9754373924257,0,14.3,14.53
171,48.9754373924257,0,14.3,14.53
172,48.121454431656936,0,14.3,14.53
173,48.121454431656936,0,14.3,14.53
174,48.121454431656936,0,14.3,14.53
175,41.69134510456358,0,13.7,14.53
176,41.69134510456358,0,13.7,14.53
177,44.83134510456358,0,13.7,14.53
178,44.32987817313368,0,13.7,14.53
179,44.32987817313368,0,13.7,14.53
