,FOC_pred,FOC_act,stw,draft
0,37.85416484318017,0,13.3,11.15
1,37.85416484318017,0,13.3,11.15
2,37.54401522377452,0,13.3,11.15
3,37.61,0,13.2,11.15
4,37.61,0,13.2,11.15
5,37.61,0,13.2,11.15
6,37.61,0,13.2,11.15
7,37.61,0,13.2,11.15
8,37.44,0,13.2,11.15
9,37.44,0,13.2,11.15
10,37.24386560436889,0,13.3,11.15
11,37.85416484318017,0,13.3,11.15
12,37.85416484318017,0,13.3,11.15
13,37.85416484318017,0,13.3,11.15
14,37.85416484318017,0,13.3,11.15
15,33.407888994869296,0,13.3,11.15
16,33.407888994869296,0,13.3,11.15
17,37.623865604368895,0,13.3,11.15
18,37.623865604368895,0,13.3,11.15
19,34.03369304399135,0,12.3,11.15
20,37.00203078447228,0,12.3,11.15
21,37.00203078447228,0,12.3,11.15
22,37.00203078447228,0,12.3,11.15
23,37.00203078447228,0,12.3,11.15
24,37.00203078447228,0,12.3,11.15
25,37.00203078447228,0,12.3,11.15
26,34.03369304399135,0,12.3,11.15
27,37.00203078447228,0,12.3,11.15
28,34.03369304399135,0,12.3,11.15
29,49.8487829789642,0,15.4,11.15
30,49.8487829789642,0,15.4,11.15
31,50.34852211800988,0,15.4,11.15
32,50.34852211800988,0,15.4,11.15
33,37.8,0,13.2,11.15
34,37.47,0,13.2,11.15
35,39.93,0,13.2,11.15
36,39.93,0,13.2,11.15
37,35.58,0,13.2,11.15
38,39.15,0,13.2,11.15
39,39.37,0,13.2,11.15
40,39.37,0,13.2,11.15
41,39.15,0,13.2,11.15
42,39.15,0,13.2,11.15
43,39.15,0,13.2,11.15
44,39.15,0,13.2,11.15
45,36.84,0,13.2,11.15
46,36.84,0,13.2,11.15
47,39.15,0,13.2,11.15
48,39.15,0,13.2,11.15
49,39.05,0,13.2,11.15
50,39.69,0,13.2,11.15
51,39.69,0,13.2,11.15
52,39.69,0,13.2,11.15
53,39.74,0,13.2,11.15
54,39.74,0,13.2,11.15
55,39.69,0,13.2,11.15
56,39.69,0,13.2,11.15
57,39.69,0,13.2,11.15
58,39.74,0,13.2,11.15
59,39.74,0,13.2,11.15
60,39.74,0,13.2,11.15
61,39.74,0,13.2,11.15
62,39.74,0,13.2,11.15
63,41.227284805333426,0,13.6,11.15
64,41.227284805333426,0,13.6,11.15
65,41.227284805333426,0,13.6,11.15
66,41.227284805333426,0,13.6,11.15
67,41.227284805333426,0,13.6,11.15
68,41.18071569556998,0,13.6,11.15
69,41.18071569556998,0,13.6,11.15
70,41.227284805333426,0,13.6,11.15
71,41.227284805333426,0,13.6,11.15
72,41.227284805333426,0,13.6,11.15
73,39.83,0,13.2,11.15
74,39.74,0,13.2,11.15
75,39.74,0,13.2,11.15
76,37.7,0,13.2,11.15
77,37.7,0,13.2,11.15
78,37.7,0,13.2,11.15
79,33.22,0,13.2,11.15
80,33.22,0,13.2,11.15
81,37.7,0,13.2,11.15
82,37.7,0,13.2,11.15
83,37.7,0,13.2,11.15
84,37.7,0,13.2,11.15
85,38.067747542189565,0,13.3,11.15
86,38.067747542189565,0,13.3,11.15
87,38.067747542189565,0,13.3,11.15
88,38.067747542189565,0,13.3,11.15
89,38.067747542189565,0,13.3,11.15
90,38.067747542189565,0,13.3,11.15
91,38.294464081991435,0,13.3,11.15
92,38.294464081991435,0,13.3,11.15
93,38.294464081991435,0,13.3,11.15
94,38.294464081991435,0,13.3,11.15
95,38.067747542189565,0,13.3,11.15
96,38.067747542189565,0,13.3,11.15
97,38.294464081991435,0,13.3,11.15
98,38.294464081991435,0,13.3,11.15
99,38.294464081991435,0,13.3,11.15
100,38.294464081991435,0,13.3,11.15
101,38.294464081991435,0,13.3,11.15
102,38.294464081991435,0,13.3,11.15
103,38.294464081991435,0,13.3,11.15
104,38.294464081991435,0,13.3,11.15
105,38.294464081991435,0,13.3,11.15
106,38.294464081991435,0,13.3,11.15
107,38.294464081991435,0,13.3,11.15
108,38.294464081991435,0,13.3,11.15
109,38.66445024219641,0,13.4,11.15
110,38.66445024219641,0,13.4,11.15
111,38.66445024219641,0,13.4,11.15
112,37.043100301109064,0,13.4,11.15
113,37.043100301109064,0,13.4,11.15
114,37.043100301109064,0,13.4,11.15
115,35.810550412388494,0,13.4,11.15
116,36.95633363880629,0,13.4,11.15
117,36.95633363880629,0,13.4,11.15
118,37.21325029456321,0,13.4,11.15
119,37.21325029456321,0,13.4,11.15
120,37.21325029456321,0,13.4,11.15
121,37.21325029456321,0,13.4,11.15
122,37.21325029456321,0,13.4,11.15
123,37.21325029456321,0,13.4,11.15
124,37.21,0,13.5,11.15
125,37.67,0,13.5,11.15
126,37.67,0,13.5,11.15
127,37.21,0,13.5,11.15
128,37.21,0,13.5,11.15
129,37.21,0,13.5,11.15
130,37.21,0,13.5,11.15
131,37.21,0,13.5,11.15
132,38.0,0,13.5,11.15
133,38.76,0,13.5,11.15
134,38.0,0,13.5,11.15
135,38.0,0,13.5,11.15
136,38.38106691104503,0,13.4,11.15
137,38.38106691104503,0,13.4,11.15
138,38.38106691104503,0,13.4,11.15
139,38.67415025528811,0,13.4,11.15
140,38.67415025528811,0,13.4,11.15
141,38.38106691104503,0,13.4,11.15
142,38.217533586439494,0,13.4,11.15
143,38.217533586439494,0,13.4,11.15
144,38.67415025528811,0,13.4,11.15
145,37.543250294563215,0,13.4,11.15
146,37.543250294563215,0,13.4,11.15
147,37.543250294563215,0,13.4,11.15
148,35.328817009232765,0,13.4,11.15
149,36.95633363880629,0,13.4,11.15
150,36.95633363880629,0,13.4,11.15
151,36.23911699614107,0,13.4,11.15
152,36.23911699614107,0,13.4,11.15
153,36.23911699614107,0,13.4,11.15
154,36.23911699614107,0,13.4,11.15
155,36.23911699614107,0,13.4,11.15
156,36.23911699614107,0,13.4,11.15
157,38.44106691104504,0,13.4,11.15
158,38.44106691104504,0,13.4,11.15
159,38.067747542189565,0,13.3,11.15
160,38.067747542189565,0,13.3,11.15
161,38.067747542189565,0,13.3,11.15
162,38.067747542189565,0,13.3,11.15
163,38.32774754218956,0,13.3,11.15
164,35.73580248991628,0,13.3,11.15
165,35.73580248991628,0,13.3,11.15
166,35.73580248991628,0,13.3,11.15
167,35.73580248991628,0,13.3,11.15
168,35.73580248991628,0,13.3,11.15
169,35.73580248991628,0,13.3,11.15
170,35.73580248991628,0,13.3,11.15
171,35.73580248991628,0,13.3,11.15
172,35.73580248991628,0,13.3,11.15
173,36.90311750734071,0,13.3,11.15
174,36.90311750734071,0,13.3,11.15
175,34.805503251105,0,13.3,11.15
176,34.63,0,12.8,11.15
177,34.63,0,12.8,11.15
178,36.22,0,12.8,11.15
179,36.22,0,12.8,11.15
180,33.81,0,12.8,11.15
181,33.81,0,12.8,11.15
182,33.81,0,12.8,11.15
183,33.81,0,12.8,11.15
184,36.24,0,12.8,11.15
185,36.24,0,12.8,11.15
186,36.24,0,12.8,11.15
187,37.26236646336726,0,13.1,11.15
188,37.26236646336726,0,13.1,11.15
189,37.26236646336726,0,13.1,11.15
190,37.26236646336726,0,13.1,11.15
191,37.26236646336726,0,13.1,11.15
192,37.287175627379376,0,13.1,11.15
193,36.757022958589076,0,13.1,11.15
194,36.757022958589076,0,13.1,11.15
195,36.757022958589076,0,13.1,11.15
196,36.757022958589076,0,13.1,11.15
197,36.757022958589076,0,13.1,11.15
198,36.757022958589076,0,13.1,11.15
199,38.07,0,13.5,11.15
200,38.35,0,13.5,11.15
201,38.35,0,13.5,11.15
202,38.07,0,13.5,11.15
203,38.07,0,13.5,11.15
204,38.07,0,13.5,11.15
205,38.07,0,13.5,11.15
206,38.61,0,13.5,11.15
207,38.61,0,13.5,11.15
208,38.61,0,13.5,11.15
209,38.61,0,13.5,11.15
210,38.61,0,13.5,11.15
211,35.82543367808138,0,13.4,11.15
212,35.82543367808138,0,13.4,11.15
213,37.1629503076549,0,13.4,11.15
214,35.82543367808138,0,13.4,11.15
215,35.82543367808138,0,13.4,11.15
216,36.44911699614107,0,13.4,11.15
217,35.82543367808138,0,13.4,11.15
218,35.82543367808138,0,13.4,11.15
219,35.82543367808138,0,13.4,11.15
220,36.44911699614107,0,13.4,11.15
221,36.44911699614107,0,13.4,11.15
222,36.54603365189799,0,13.4,11.15
223,37.98103100238768,0,13.3,11.15
224,37.98103100238768,0,13.3,11.15
225,37.98103100238768,0,13.3,11.15
226,37.98103100238768,0,13.3,11.15
227,37.98103100238768,0,13.3,11.15
228,37.98103100238768,0,13.3,11.15
229,37.98103100238768,0,13.3,11.15
230,37.98103100238768,0,13.3,11.15
231,37.98103100238768,0,13.3,11.15
232,37.98103100238768,0,13.3,11.15
233,37.98103100238768,0,13.3,11.15
234,37.98103100238768,0,13.3,11.15
235,37.98103100238768,0,13.3,11.15
236,37.98103100238768,0,13.3,11.15
237,37.98103100238768,0,13.3,11.15
238,37.98103100238768,0,13.3,11.15
239,37.98103100238768,0,13.3,11.15
240,37.98103100238768,0,13.3,11.15
241,37.98103100238768,0,13.3,11.15
242,37.98103100238768,0,13.3,11.15
243,37.98103100238768,0,13.3,11.15
