0,N,L,0,0,0,0,0,0.0,0,270,3,0.0,0,0,34.6,34.6,0.0,0.0
0,N,L,0,0,0,0,0,10.395,0,225,5,13.2,0,0,31.1904,31.1904,-0.05,13.2
0,N,L,0,0,0,0,0,0.0,0,270,3,0.0,0,0,30.623999999999995,30.623999999999995,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,225,6,0.0,0,0,28.899999999999995,28.899999999999995,0.0,0.0
0,N,L,0,0,0,0,0,0.0,0,315,5,0.0,0,0,31.104,31.104,0.0,0.0
0,A,L,0,0,0,0,0,0.0,0,315,3,0.0,0,0,109.61142857142856,109.61142857142856,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,0,5,0.0,0,0,12.76595744680851,12.76595744680851,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,45,3,0.0,0,0,23.060869565217395,23.060869565217395,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,90,5,0.0,0,0,23.94,23.94,0.0,0.0
0,N,L,0,0,0,0,0,0.0,0,225,3,0.0,0,0,26.181818181818183,26.181818181818183,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,0,3,0.0,0,0,27.130434782608692,27.130434782608692,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,90,4,0.0,0,0,27.7,27.7,0.0,0.0
0,A,B,0,0,0,0,0,0.0,0,0,0,0.0,0,0,32.44444444444444,32.44444444444444,0.0,0.0
0,A,B,0,0,0,0,0,0.0,0,0,0,0.0,0,0,22.857142857142854,22.857142857142854,0.0,0.0
0,A,B,0,0,0,0,0,5.0,0,315,2,nan,0,0,0.0,0.0,-10.0,nan
0,N,nan,0,0,0,0,0,0.0,0,315,2,0.0,0,0,0.0,0.0,0.0,0.0
0,N,L,0,0,0,0,0,0.0,0,45,2,0.0,0,0,32.27586206896552,32.27586206896552,0.0,0.0
0,N,L,0,0,0,0,0,0.0,0,270,4,0.0,0,0,28.399999999999995,28.399999999999995,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,90,5,0.0,0,0,32.355555555555554,32.355555555555554,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,0,0,0.0,0,0,24.84,24.84,0.0,0.0
0,A,L,0,0,0,0,0,0.0,0,0,0,0.0,0,0,40.18604651162792,40.18604651162792,0.0,0.0
0,A,B,0,0,0,0,0,0.0,0,0,0,0.0,0,0,54.46153846153846,54.46153846153846,0.0,0.0
0,N,L,0,0,0,0,0,0.0,0,315,5,0.0,0,0,30.991304347826084,30.991304347826084,0.0,0.0
0,A,L,0,0,0,0,0,0.0,0,0,0,0.0,0,0,28.015564202334627,28.015564202334627,0.0,0.0
0,N,B,0,0,0,0,0,0.0,0,135,3,0.0,0,0,27.72000000000001,27.72000000000001,0.0,0.0
