FOC
10.88
9.75
9.79
9.78
9.88
11.88
10.75
10.79
10.78
10.88
12.781
11.781
12.781
11.781
11.781
13.959100000000001
12.959100000000001
13.959100000000001
12.959100000000001
12.959100000000001
16.17
16.0
17.03
16.03
16.12
18.586404424914413
17.523
18.544999999999998
17.544999999999998
17.586404424914413
19.69258166169223
18.6
18.900199999999998
18.69258166169223
18.69258166169223
13.959100000000001
12.959100000000001
13.959100000000001
12.959100000000001
12.959100000000001
20.87
20.68
20.74
20.57
20.69
20.97
22.627
21.776531881804043
20.776531881804043
20.776531881804043
22.75
23.925
22.75
21.75
21.75
24.925
26.317500000000003
24.925
23.925
23.925
37.96450182576943
36.53
37.48
36.96450182576943
36.96450182576943
41.2950716889429
36.67
40.897999999999996
40.2950716889429
40.2950716889429
43.63237982708933
37.664
43.63237982708933
42.63237982708933
42.63237982708933
47.623056617500005
38.53145175
47.623056617500005
46.623056617500005
46.623056617500005
24.96
27.35
25.36
24.36
24.1
25.2527
28.297060000000002
27.653
26.653
24.17
29.95
28.87
27.95
26.95
26.851515683263873
31.973866666666673
31.14
31.973866666666673
30.973866666666673
30.973866666666673
26.47
29.39
27.38
26.38
25.9
28.259
31.774600000000003
27.58
29.238
25.94
32.464299999999994
31.922
29.865
28.02
27.819884066302578
31.973866666666673
31.14
31.973866666666673
30.973866666666673
30.973866666666673
29.93
30.3
30.02
29.02
28.93
34.16342577097777
34.4971
32.724000000000004
31.724
33.16342577097777
37.035325687458084
33.011
33.75938698859826
32.75938698859826
36.035325687458084
39.7617511248594
35.178
36.237955568054
35.237955568054
38.7617511248594
36.52
35.02
36.73987315010571
35.73987315010571
35.73987315010571
39.505829999999996
36.663
39.625620000000005
38.625620000000005
38.505829999999996
41.481
38.675999999999995
40.14577735896873
39.14577735896873
39.14577735896873
44.523281000000004
39.943310000000004
42.210003
39.63885825620389
39.63885825620389
