stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.98,11.95,32.0,8.86,300.4,2.15,220.6,2019-11-21 09:30:00,27.9178,122.024667
15.02,11.95,34.0,8.4,288.3,2.15,223.7,2019-11-21 09:31:00,27.914733000000002,122.022
15.02,11.95,36.0,6.45,231.4,2.15,223.6,2019-11-21 09:32:00,27.911766999999998,122.01899999999999
14.9,11.95,36.66,7.12,294.0,2.15,216.0,2019-11-21 09:33:00,27.90885,122.016333
14.85,11.95,36.52,1.59,286.1,2.15,212.9,2019-11-21 09:34:00,27.905683000000003,122.013833
14.83,11.95,36.52,2.3,309.8,2.15,212.2,2019-11-21 09:35:00,27.902366999999998,122.01166699999999
14.83,11.95,36.67,5.53,325.7,2.15,212.3,2019-11-21 09:36:00,27.899016999999997,122.00933300000001
14.92,11.95,32.0,6.55,293.7,2.15,213.3,2019-11-21 09:37:00,27.89565,122.007167
15.04,11.95,32.0,4.4,307.3,2.15,213.7,2019-11-21 09:38:00,27.892217,122.004667
15.16,11.95,35.0,7.27,297.2,2.15,213.8,2019-11-21 09:39:00,27.888933,122.00233300000001
15.31,11.95,43.0,3.94,280.4,2.15,213.6,2019-11-21 09:40:00,27.8853,121.99983300000001
15.71,11.95,43.0,3.48,284.6,2.15,213.4,2019-11-21 09:41:00,27.88195,121.9975
16.02,11.95,49.68,6.61,303.6,2.15,213.4,2019-11-21 09:42:00,27.878433,121.99466699999999
16.02,11.95,49.68,6.61,303.6,2.15,213.4,2019-11-21 09:42:02,27.878433,121.99466699999999
16.32,11.95,50.13,7.01,302.7,2.15,213.3,2019-11-21 09:43:00,27.874783,121.9925
16.49,11.95,50.33,4.4,309.0,2.15,213.0,2019-11-21 09:44:00,27.87045,121.989667
16.85,11.95,49.26,8.4,292.1,2.15,212.9,2019-11-21 09:45:00,27.867533,121.986167
16.96,11.95,49.69,9.78,271.1,2.15,212.9,2019-11-21 09:46:00,27.862817,121.9845
17.12,11.95,47.9,5.58,299.5,2.15,213.5,2019-11-21 09:47:00,27.8592,121.98200000000001
17.24,11.95,47.38,9.22,292.6,2.15,213.4,2019-11-21 09:48:00,27.85525,121.97916699999999
17.42,11.95,56.0,11.37,293.6,2.15,213.4,2019-11-21 09:49:00,27.8512,121.9765
17.55,11.95,56.0,3.79,313.3,2.15,213.7,2019-11-21 09:50:00,27.84800000000001,121.97383300000001
17.5,11.95,56.0,4.35,307.5,2.15,213.5,2019-11-21 09:51:00,27.844116999999997,121.971167
17.62,11.95,56.0,4.97,312.4,2.15,212.6,2019-11-21 09:52:00,27.8402,121.9685
17.48,11.95,56.0,4.61,282.2,2.15,212.8,2019-11-21 09:53:00,27.836267,121.965833
