stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.13,10.65,27.0,10.65,261.0,0.77,144.0,2019-11-17 00:12:00,34.637583,122.040333
14.09,10.65,28.0,10.7,262.9,0.77,144.1,2019-11-17 00:13:00,34.634383,122.043167
14.15,10.65,27.0,10.75,260.9,0.77,144.1,2019-11-17 00:14:00,34.631183,122.045833
14.18,10.65,28.0,9.98,261.9,0.77,144.1,2019-11-17 00:15:00,34.62795,122.048667
14.14,10.65,27.0,10.55,258.0,0.77,144.0,2019-11-17 00:16:00,34.624733,122.05133300000001
14.14,10.65,28.0,10.19,259.9,0.77,144.1,2019-11-17 00:17:00,34.621517,122.05416699999999
14.15,10.65,28.0,10.96,264.0,0.77,144.0,2019-11-17 00:18:00,34.6183,122.05683300000001
14.15,10.65,28.0,10.96,264.0,0.77,144.0,2019-11-17 00:18:33,34.6183,122.05683300000001
14.16,10.65,27.0,11.93,266.0,0.77,144.0,2019-11-17 00:19:00,34.6151,122.0595
14.13,10.65,27.0,11.01,261.0,0.77,144.0,2019-11-17 00:20:00,34.611883,122.06233300000001
14.03,10.65,27.0,11.93,263.9,0.77,144.1,2019-11-17 00:21:00,34.608667,122.065
14.08,10.65,27.0,11.42,261.9,0.77,144.1,2019-11-17 00:22:00,34.60545,122.06766699999999
14.03,10.65,28.0,10.91,265.2,0.77,140.8,2019-11-17 00:23:00,34.60225,122.0705
13.94,10.65,30.82,11.26,265.2,0.77,140.8,2019-11-17 00:24:00,34.599167,122.073333
14.35,10.65,30.63,10.85,264.4,0.77,140.6,2019-11-17 00:25:00,34.5963,122.0765
13.97,10.65,28.0,12.08,261.2,0.77,140.8,2019-11-17 00:26:00,34.59325,122.0795
13.93,10.65,29.0,11.57,263.1,0.77,140.9,2019-11-17 00:27:00,34.590183,122.082333
14.02,10.65,29.0,11.52,261.0,0.77,141.0,2019-11-17 00:28:00,34.587083,122.085167
14.07,10.65,28.0,10.91,259.0,0.77,141.0,2019-11-17 00:29:00,34.583983,122.088
14.12,10.65,27.0,10.6,262.1,0.77,140.9,2019-11-17 00:30:00,34.5809,122.09100000000001
14.02,10.65,29.0,10.8,260.0,0.77,141.0,2019-11-17 00:31:00,34.5778,122.093833
14.11,10.65,27.0,11.11,262.1,0.77,140.9,2019-11-17 00:32:00,34.574683,122.096667
