Latitude,Longitude
35.802233,14.29545
35.805183,14.289717
35.808117,14.283983
35.81104687235964,14.278256853992712
35.81404587627134,14.272588766887075
35.81707760239713,14.266938585021162
35.82009623276406,14.2613144090605
35.82304360796987,14.255605006225741
35.82593191667069,14.249838031011018
35.828833672716826,14.24404090003931
35.83181412069344,14.23830407167265
35.83487287913204,14.232629525561423
35.83794735803595,14.226996355904726
35.840929828383246,14.221296977084073
35.843789105667675,14.21552292870573
35.84664572393438,14.209754686034547
35.8496230150433,14.204066846922391
35.85265670318458,14.198411652533956
35.85567108141083,14.19272844762712
35.85861299509894,14.187008219444825
35.86154283755394,14.181238123430541
35.86444651111694,14.175476004977062
35.86739194057061,14.169733628379372
35.87035052314806,14.16402960353731
35.873342974073985,14.158335816897655
35.87634478640908,14.152641114425034
35.87929697802752,14.14694360760167
35.88218719679039,14.141210178583739
35.885061909715475,14.135380682098557
35.88794375571868,14.129600350601098
35.89090156326584,14.123857806721961
35.89390312383856,14.118133163550407
35.89689132388098,14.112426197322998
35.89980030126975,14.106661547961702
35.90265116238888,14.1008490050003
35.90548801626483,14.09501794167508
35.908383568685196,14.089226410744935
35.911346451551154,14.08352283289975
35.91434550663225,14.077847681106707
35.91732747336595,14.072142459446214
35.920237495983784,14.066389210192282
35.92309911972266,14.060611186430968
35.92309911972265,14.060611186430968
35.92309911972264,14.060611186430965
35.92600846109814,14.054840898533278
35.92894321420952,14.049073739805552
35.931888651136866,14.043330776664831
35.93483689014382,14.037573600638384
35.937771301987055,14.031821687125502
35.94070331808943,14.026071752433262
35.94070331808943,14.026071752433262
35.94070331808943,14.026071752433255
35.94365916299072,14.020348187503949
35.946625418808,14.014587968911904
35.94956761090781,14.008877637164126
35.95253766478548,14.003136166070085
35.95552478922527,13.99745265455512
35.95855142385709,13.991771981123506
35.96158616094687,13.986101731498405
35.96461109835933,13.980452008266509
35.96766219253979,13.974786413235671
35.97071833786124,13.9691658466205
35.97376430087076,13.963553158226127
35.97680490682181,13.957927639655031
35.979854064445995,13.952271917373015
35.982887978840715,13.946636397790249
35.98595561731933,13.940962475343468
35.98901613103945,13.935331860418891
35.99207512336721,13.929703895310192
35.995156041826604,13.924081462412408
35.99823586183786,13.918470289621123
36.00131504223155,13.912879034092667
36.00438608642268,13.907260148141905
36.007459221015566,13.901634524038608
36.01052305610074,13.896025742019997
36.01358343715632,13.89040564290017
36.01662646824224,13.884734106504466
36.01662646824223,13.884734106504466
36.01662646824223,13.88473410650447
36.01967503747296,13.87899717501065
36.02274531641547,13.873257081763612
36.025830969226256,13.867484126994855
36.02890207278806,13.861719669771862
36.03198829068574,13.855946726175619
36.035065651471214,13.850182783737077
36.03813202939535,13.844417939423865
36.04122190304966,13.838643188908742
36.044301425415924,13.832896735657462
36.047386514931375,13.827134064415587
36.05045812567308,13.82137665013213
36.0535436274459,13.815609764589846
36.05662969593195,13.8098431151264
36.05971920406616,13.804074931161253
36.05971920406617,13.804074931161253
36.05971920406617,13.80407493116125
36.06280933112392,13.79832345159773
36.065905790509625,13.792560475561258
36.06897837987031,13.786831234593121
36.07206762665062,13.781086585783587
36.07516346488826,13.775347099821097
36.07826520882486,13.769595767045326
36.081348733814444,13.763858109574858
36.084441618422744,13.758099093357215
36.087542285497776,13.752346207650874
36.09065342170844,13.746576977869934
36.09376950465764,13.740803342114628
36.096879967345686,13.735041339764829
36.09999492639534,13.729266330578648
36.103102205399395,13.723484816393377
36.103102205399395,13.723484816393377
36.10310220539939,13.723484816393373
36.106197850588785,13.717718252085982
36.10930487094996,13.711936074943175
36.112398058467285,13.706175277286919
36.11549465688781,13.70039648520055
36.11857563358591,13.694633517970413
36.121676123661054,13.688849225912277
36.12478127181973,13.683064393131009
36.127870054684486,13.677307102426159
36.13097241004152,13.671535988645248
36.13407834880358,13.665767578525314
36.137185689603,13.660000089967488
36.14032046696032,13.654172503538613
36.14345430577204,13.648339805281955
36.146561926663885,13.642571863814364
36.149676137214946,13.636817346040422
36.15279038327581,13.631075005783725
36.15589553718986,13.625349701173754
36.15901601365767,13.619612054966671
36.1621399590177,13.613885320567704
36.16527730660323,13.608128134330695
36.16843011094988,13.602333931609055
36.171560846327125,13.596570816193456
36.17469309284066,13.590788080050451
36.1778249959667,13.585000706567845
36.18096036175043,13.579187087743946
36.184066432365476,13.573415144144711
36.18719039760015,13.567604084588638
36.190299721091066,13.561801415041568
36.19338720893944,13.556030078377466
36.196515246841166,13.550188735348335
36.199614484462394,13.54439772784273
36.202711282343515,13.538600396010553
36.20578688600024,13.532834932192731
36.2088678529396,13.527053054747268
36.21195796028279,13.521229086805008
36.21503259975374,13.515412920955828
36.21503259975375,13.515412920955828
36.21503259975375,13.515412920955828
36.218118389243486,13.509576814010376
36.22120097638321,13.503733805559682
36.22427649449433,13.497884898397546
36.22734951041284,13.492041945127283
36.230442537438606,13.486198459353412
36.23044253743861,13.486198459353412
36.230442537438606,13.486198459353412
36.233557846981505,13.48036457872025
36.236686011337724,13.474524485083235
36.23982287847316,13.46869539873566
36.24294710645175,13.462896943219242
36.246076029825836,13.457085616863692
36.24919704849887,13.45128406887562
36.2523050069053,13.445483964729766
36.255405060972365,13.43968953221625
36.258533656041486,13.433860530861535
36.26165619953798,13.428075821663166
36.26477985012481,13.422291794907482
36.26790729937216,13.416523066815714
36.27104570052528,13.410754908032082
36.274179543554446,13.405003433107545
36.27732202049654,13.399234060033061
36.280457879023686,13.393475520784694
36.283584413281424,13.387729710008012
36.28671588552159,13.381975351351354
36.28984034115178,13.376239779828754
36.29296955733214,13.370474816610624
36.296096983120165,13.36462972032655
36.29921630869521,13.35878190563061
36.30233033423035,13.35295424093651
36.30543297472847,13.347129423349664
36.30853451095662,13.341295253407807
36.31162841058246,13.335483442152464
36.31470817140358,13.329696937242677
36.31781191204528,13.323839204430662
36.32089343612856,13.318004361541378
36.323981457633295,13.312145800288773
36.32706774760769,13.306281514883892
36.33014451600931,13.30043805272476
36.33322574499758,13.294589746352079
36.33629289934277,13.288775014217594
36.33934642794831,13.282994224763781
36.34240434452857,13.277212647207373
36.34547186691035,13.271389325349844
36.34852700657584,13.26557223027886
36.35159784993309,13.259738818225523
36.354680138401285,13.25389387413794
36.35776114248177,13.248059983316857
36.36085040298027,13.242232541122837
36.36395092572732,13.236426379318628
36.367124846764135,13.230697601958184
36.37038456556137,13.22507231873673
36.37375046967366,13.219547545353038
36.37723940885869,13.214114126830474
36.38082327271055,13.208762376660257
36.384488491199626,13.203468120420542
36.38819186785303,13.198246381092849
36.39187672213589,13.19306838545072
36.3955835518568,13.187872827938705
36.39933953149933,13.182638936816877
36.4030855535932,13.177426072114807
36.406816884621854,13.172187684917544
36.41053236248271,13.166936405628809
36.41425232935536,13.161657742811334
36.41795313489047,13.156385574453934
36.42165017626351,13.151095459539366
36.42533504288347,13.145805732207856
36.42898722260568,13.140490194159273
36.432602372721064,13.135113379700266
36.43615728936678,13.129723955189393
36.439687480715705,13.124300608809678
36.44319980593455,13.118841665464293
36.44668859347999,13.113355024158041
36.450169129798894,13.107816432161806
36.4536100731358,13.102304950083612
36.45701744680854,13.096752711071414
36.460320744250815,13.091172836217806
36.46358186114992,13.085478675388485
36.46677609411142,13.079759929215129
