stw,draft,foc,ws,wd,swh
12.34,12.4825,29.54,5,0.0,0.0
12.42,12.49,28.31,5,0.0,0.0
12.42,12.45,30.07,3,0.0,0.0
12.42,12.69,30.07,3,0.0,0.0
12.67,11.3675,30.55,3,0.0,0.0
12.57,12.335,30.55,3,0.0,0.0
12.34,12.3,30.07,4,0.0,0.0
12.41,12.31,30.07,3,0.0,0.0
12.41,8.05,32.72,4,0.0,0.0
12.41,12.315,30.07,3,0.0,0.0
12.252,11.395,30.07,3,0.0,0.0
12.6,11.455,30.55,3,0.0,0.0
13.398,11.455,45.31,3,0.0,0.0
13.800999999999998,11.405,48.85,3,0.0,0.0
14.197,11.364999999999998,47.59,4,0.0,0.0
14.512,11.335,50.19,3,0.0,0.0
14.724,11.27,50.19,3,0.0,0.0
14.819,11.24,47.83,3,0.0,0.0
14.880999999999998,11.245,53.0,4,0.0,0.0
14.979,10.895,56.0,4,0.0,0.0
15.133,11.25,57.0,4,0.0,0.0
15.544,11.22,57.57,4,0.0,0.0
15.877,11.185,63.03,4,0.0,0.0
16.277,11.16,66.38,4,0.0,0.0
16.575,11.225,69.86,4,0.0,0.0
16.776,11.155,74.25,4,1.79,1.79
16.977,11.185,82.0,4,1.79,1.79
17.155,11.105,83.0,4,1.79,1.79
17.299,11.105,80.0,5,1.79,1.79
17.419,11.21,80.0,5,1.79,1.79
17.417,11.17,79.0,4,1.79,1.79
17.519000000000002,10.485,77.0,4,1.79,1.79
17.499000000000002,11.125,78.0,4,1.79,1.79
17.619,11.125,82.0,4,1.79,1.79
17.619,11.095,80.0,4,1.79,1.79
17.718,11.105,82.0,4,1.79,1.79
17.819000000000006,10.955,81.0,4,1.79,1.79
17.817999999999994,11.08,81.0,4,0.0,0.0
17.887999999999995,10.1075,79.34,3,0.9,0.9
17.768,10.775,83.0,4,0.0,0.0
17.795,11.06,83.18,4,0.0,0.0
17.711,11.035,80.0,5,1.79,1.79
17.726,11.055,79.0,4,1.79,1.79
17.779,11.06,82.0,4,1.79,1.79
17.817999999999994,11.1,83.18,4,1.79,1.79
17.817999999999994,11.09,83.0,4,1.79,1.79
17.817,11.055,82.0,4,1.79,1.79
17.829,11.135000000000002,82.0,4,1.79,1.79
17.829,11.145,83.0,4,1.79,1.79
17.846,11.085,83.0,4,0.0,0.0
17.816,11.14,83.18,4,0.0,0.0
17.985,11.1,83.18,4,1.79,1.79
17.893,11.04,83.18,4,1.79,1.79
17.839000000000006,9.353333333333332,83.18,4,1.79,1.79
17.891,11.12,83.18,5,1.79,1.79
