stw,draft,foc,ws,wd,swh
16.383,7.39,69.35,3,1.04,1.04
16.387,7.39,69.35,3,1.04,1.04
16.292,7.38,69.35,3,1.04,1.04
16.354,7.369999999999999,69.35,3,1.04,1.04
16.359,7.385,69.35,3,1.04,1.04
16.265,7.375,69.35,3,1.04,1.04
16.409000000000002,7.4049999999999985,71.6,6,1.04,1.04
16.384,6.365,69.35,3,1.04,1.04
16.48,6.4375,69.35,3,1.04,1.04
16.406,6.4375,69.35,3,1.04,1.04
16.37,7.380000000000001,69.35,3,1.04,1.04
16.296,7.4049999999999985,69.35,3,1.04,1.04
16.3,7.385,69.35,3,1.1,1.1
16.305999999999994,7.369999999999999,69.35,3,1.1,1.1
16.311,7.354999999999999,69.35,3,1.1,1.1
16.317,7.369999999999999,69.35,2,1.1,1.1
16.362000000000002,7.375,69.35,3,1.1,1.1
16.397000000000002,7.355,69.35,2,1.1,1.1
16.332,7.355,69.35,2,1.1,1.1
16.399,7.379999999999999,69.35,2,1.1,1.1
16.404,7.3599999999999985,69.35,2,0.05,0.05
16.389,7.37,73.89,4,0.05,0.05
16.373,7.37,68.31,2,1.1,1.1
16.250999999999998,7.35,68.31,2,1.1,1.1
16.305999999999994,7.354999999999999,68.31,2,1.1,1.1
16.261,7.375,68.31,2,1.1,1.1
16.266,7.3450000000000015,68.31,2,1.1,1.1
16.3,5.775,68.31,2,1.1,1.1
16.285,7.355,68.31,2,1.1,1.1
16.279,7.355,69.35,2,1.1,1.1
16.282,7.369999999999999,68.31,2,1.1,1.1
16.256,7.3599999999999985,68.31,2,1.1,1.1
16.393,7.34,69.35,3,1.1,1.1
16.257,7.369999999999999,69.35,3,1.1,1.1
16.27,7.34,69.35,3,1.1,1.1
16.284000000000002,7.37,68.31,2,1.1,1.1
16.281,7.34,69.35,3,1.1,1.1
16.285,7.354999999999999,69.35,3,1.1,1.1
16.250999999999998,7.334999999999999,69.35,4,1.1,1.1
16.254,7.345,69.35,3,1.1,1.1
16.258,7.36,69.35,3,0.05,0.05
16.268,7.34,69.35,3,1.1,1.1
16.28,7.3599999999999985,69.35,3,1.1,1.1
15.707,7.38,50.0,2,1.1,1.1
15.06,7.385,51.0,2,1.1,1.1
16.250999999999998,7.33,73.89,5,0.88,0.88
16.315,7.33,71.6,5,0.88,0.88
16.284000000000002,7.32,73.89,4,0.88,0.88
16.329,7.324999999999997,73.89,4,0.88,0.88
16.336,7.345,73.89,5,0.88,0.88
16.334,7.32,73.89,5,0.88,0.88
16.331,7.324999999999997,71.6,5,0.88,0.88
14.890999999999998,7.295,40.0,5,0.88,0.88
13.095999999999998,7.435,31.8,3,0.88,0.88
12.454,7.35,32.06,6,0.88,0.88
12.816,7.354999999999999,33.62,6,0.03,0.03
12.876,7.34,33.62,7,0.88,0.88
13.095,7.33,33.13,7,0.88,0.88
12.359000000000002,7.48,32.72,3,0.88,0.88
12.661,7.44,29.57,2,0.88,0.88
12.808,7.44,33.99,3,0.88,0.88
12.887,7.445,33.99,3,0.88,0.88
12.867,7.445,33.99,3,0.88,0.88
13.072,7.435,31.8,3,0.88,0.88
12.966,7.425,33.99,3,0.88,0.88
13.083,7.435,31.8,3,0.88,0.88
13.067,7.435,31.8,2,0.88,0.88
13.119000000000002,7.435,31.8,3,0.88,0.88
13.138,7.459999999999999,31.8,3,0.88,0.88
13.182,7.459999999999999,31.8,3,0.88,0.88
13.050999999999998,7.459999999999999,31.8,3,0.98,0.98
13.148,7.425000000000002,31.8,3,0.88,0.88
13.211,7.41,31.8,3,0.88,0.88
13.072,7.425,31.8,3,0.03,0.03
13.14,7.42,31.8,3,0.88,0.88
13.165,7.435,31.8,2,0.88,0.88
13.074000000000002,7.445,31.8,3,0.88,0.88
12.918,6.8000000000000025,33.99,3,0.88,0.88
12.839,7.455,33.99,3,0.88,0.88
12.954,7.460000000000001,33.99,3,0.88,0.88
12.95,7.45,33.99,3,0.88,0.88
12.945,7.465,33.99,3,0.88,0.88
13.024,7.465,31.8,3,0.88,0.88
13.068,7.455,31.8,3,0.88,0.88
13.071,7.445,31.8,3,0.88,0.88
13.052,7.439999999999999,32.4,4,0.88,0.88
13.057,7.44,31.8,3,0.88,0.88
13.155,7.445,31.8,4,0.88,0.88
13.154000000000002,7.445,31.8,4,0.88,0.88
13.054,7.445,32.4,4,0.88,0.88
13.149,7.45,31.8,4,0.88,0.88
13.148,7.475,32.4,4,0.98,0.98
13.15,7.455,32.4,4,0.88,0.88
13.11,7.46,32.4,5,0.03,0.03
13.118,7.46,31.8,4,0.88,0.88
13.075,7.455,31.8,4,0.98,0.98
13.073,7.44,31.8,4,0.88,0.88
13.109000000000002,7.44,32.4,4,0.88,0.88
13.007,7.45,32.4,4,0.55,0.55
13.106,7.445,31.8,4,0.03,0.03
13.099,7.435,32.4,4,0.88,0.88
13.056,7.44,32.4,4,0.88,0.88
12.76,7.42,32.54,4,0.88,0.88
12.767,7.43,32.54,5,0.88,0.88
12.697,7.42,29.59,4,0.88,0.88
12.653,7.455,29.59,5,0.88,0.88
12.657,7.455,29.59,5,0.88,0.88
12.754,7.455,32.54,5,0.88,0.88
12.691,7.439999999999999,29.59,5,0.88,0.88
12.791,7.439999999999999,32.54,5,0.88,0.88
12.839,7.445,32.54,5,0.88,0.88
12.888,7.455,32.54,5,0.88,0.88
12.887,7.445,32.54,5,0.88,0.88
12.86,7.465,32.54,4,0.88,0.88
13.044,7.14,32.4,4,0.88,0.88
13.052,7.1225000000000005,32.4,5,0.88,0.88
13.033,7.425,32.4,4,0.88,0.88
13.002,7.47,32.4,4,0.88,0.88
13.03,7.05,32.4,5,0.88,0.88
12.957,7.05,32.54,5,0.88,0.88
12.857,7.435,32.54,5,0.88,0.88
12.856,7.415,32.54,5,0.88,0.88
12.893,7.43,32.54,4,0.88,0.88
12.954,7.44,32.54,5,0.88,0.88
12.753,7.445,32.54,4,0.88,0.88
12.75,7.415,29.59,5,0.88,0.88
12.878,7.46,32.54,5,0.88,0.88
12.847,7.445,32.54,5,0.88,0.88
12.849,7.449999999999997,32.54,4,0.88,0.88
12.877,7.460000000000001,32.54,4,0.88,0.88
12.844,7.445,32.54,4,0.88,0.88
12.844,7.445,33.99,4,0.88,0.88
12.864,7.460000000000001,32.54,4,0.88,0.88
12.835,7.4700000000000015,32.54,4,0.88,0.88
12.691,7.445,29.59,4,0.88,0.88
12.683,7.125000000000001,31.66,6,0.88,0.88
12.775,7.460000000000001,32.54,5,0.88,0.88
12.772,6.63,32.54,4,0.88,0.88
12.857,7.460000000000001,32.54,4,0.88,0.88
12.874,7.46,32.54,4,0.88,0.88
12.82,7.4849999999999985,32.54,4,0.88,0.88
12.64,7.465,29.57,1,0.0,0.0
12.67,8.6975,30.16,0,0.0,0.0
