001;V1.19;2/6/2020 12:04:04 AM
UTC;'Richtungswinkel' [°];'Speed over gnd.' [kn];'SpeedThrWater' [kn];'Latitude' [°];'Latitude dir' [];'Latitude' [°];'Longitude dir' [];'MainEngine FlowRateHr' [kg/h];'MainEngine kg total HFO' [kg];'MainEngine kg total DFO' [kg];'MainEngine running Time' [min];'AuxEngine FlowRateHr' [kg/h];'AuxEngine kg total HFO' [kg];'AuxEngine kg total DFO' [kg];'AuxEngine running Time' [min];'Boiler FlowRateHr' [kg/h];'Boiler kg total HFO' [kg];'Boiler kg total DFO' [kg];'Boiler running Time' [min];'SHP-Speed' [rpm];'SHP-Torque' [kNm];'SP-Power' [kW];'Engine load' [%];'SP-Speed' [%];'SFOC' [g/kWh];'Propeller slip' [%];'Efficiency' [kg/nm]
2/6/2020 12:04:04 AM;0.0970000000000005;0.0485000000000002;0.148466666666667;1841.57056866668;N;7221.83193677779;W;0;28457133.8597634;1877828.91217553;1324309.07283543;82.1937453746796;5744917.52288982;255968.705170285;1463514.44996471;38.0623884757188;492936.662245133;134105.115403319;806170.186113729;0;-3.5815;0;;36.3393939393939;;;
2/6/2020 12:09:04 AM;0.019;0.00949999999999999;0.2525;1841.571666;N;7221.83217466674;W;0;28457133.8597634;1877828.91217553;1324309.07283543;79.4035398960114;5744924.28818174;255968.705170285;1463519.20273138;30.9698524574816;492939.384948673;134105.115403319;806175.189047063;0;-3.49353333333333;0;;36.3393939393939;;;
2/6/2020 12:14:04 AM;0.018;0.00899999999999999;0.269633333333333;1841.57184577777;N;7221.83251077776;W;0;28457133.8597634;1877828.91217553;1324309.07283543;74.4974434375763;5744930.75674068;255968.705170285;1463523.95541471;31.1441883592155;492941.975775453;134105.115403319;806180.19186373;0;-3.52374680851064;0;;36.3393939393939;;;
2/6/2020 12:19:04 AM;0.0193333333333333;0.00966666666666666;0.169266666666667;1841.57237022222;N;7221.83230688891;W;0;28457133.8597634;1877828.91217553;1324309.07283543;69.7068357467651;5744936.70997532;255968.705170285;1463528.62473138;47.8378938671137;492944.982554843;134105.115403319;806185.19476373;0;-3.59956458333333;0;;36.3393939393939;;;
2/6/2020 12:24:04 AM;0.000333333333333333;0.000166666666666667;0.120033333333333;1841.57156677778;N;7221.83117888896;W;0;28457133.8597634;1877828.91217553;1324309.07283543;80.7755398750305;5744942.94377765;255968.705170285;1463533.12726471;71.4998652296916;492950.269641392;134105.115403319;806190.197597064;0;-3.50452916666667;0;;36.3393939393939;;;
2/6/2020 12:29:04 AM;0.0536666666666665;0.0268333333333333;0.178533333333333;1841.57324133333;N;7221.83170033332;W;0;28457133.8597634;1877828.91217553;1324309.07283543;70.2429592609406;5744949.17400534;255968.705170285;1463537.21288137;71.7921177780641;492956.243702819;134105.115403319;806195.200480397;0;-3.327025;0;;36.3393939393939;;;
2/6/2020 12:34:04 AM;0;0;0.145666666666667;1841.572447;N;7221.83197666669;W;0;28457133.8597634;1877828.91217553;1324309.07283543;84.5066919165143;5744955.44512554;255968.705170285;1463541.71543137;71.6922741828249;492962.185329907;134105.115403319;806200.119980398;0;-3.41185;0;;36.3393939393939;;;
2/6/2020 12:39:04 AM;0;0;0.147133333333333;1841.57054555556;N;7221.83301455558;W;0;28457133.8597634;1877828.91217553;1324309.07283543;85.3021538257599;5744962.78752136;255968.705170285;1463546.55144803;40.1594634804153;492966.966444037;134105.115403319;806205.122780398;0;-3.32781041666667;0;;36.3393939393939;;;
2/6/2020 12:44:04 AM;0.00233333333333333;0.00116666666666667;0.170666666666667;1841.57161422222;N;7221.83252977781;W;0;28457133.8597634;1877828.91217553;1324309.07283543;89.8421323299408;5744970.10471068;255968.705170285;1463551.47098137;30.900160945273;492969.723667122;134105.115403319;806210.125697065;0;-3.33330833333333;0;;36.3393939393939;;;
2/6/2020 12:49:04 AM;0.003;0.0015;0.179166666666666;1841.57171188891;N;7221.83267322221;W;0;28457133.8597634;1877828.91217553;1324309.07283543;91.9031596183777;5744977.41834531;255968.705170285;1463556.47388136;31.0330252055813;492972.307757761;134105.115403319;806215.128613731;0;-3.35451458333333;0;;36.3393939393939;;;
