001;V1.19;6/17/2020 12:03:33 AM
UTC;'Richtungswinkel' [°];'Speed over gnd.' [kn];'SpeedThrWater' [kn];'Latitude' [°];'Latitude dir' [];'Latitude' [°];'Longitude dir' [];'MainEngine FlowRateHr' [kg/h];'MainEngine kg total HFO' [kg];'MainEngine kg total DFO' [kg];'MainEngine running Time' [min];'AuxEngine FlowRateHr' [kg/h];'AuxEngine kg total HFO' [kg];'AuxEngine kg total DFO' [kg];'AuxEngine running Time' [min];'Boiler FlowRateHr' [kg/h];'Boiler kg total HFO' [kg];'Boiler kg total DFO' [kg];'Boiler running Time' [min];'SHP-Speed' [rpm];'SHP-Torque' [kNm];'SP-Power' [kW];'Engine load' [%];'SP-Speed' [%];'SFOC' [g/kWh];'Propeller slip' [%];'Efficiency' [kg/nm]
6/17/2020 12:03:33 AM;0.0770000000000002;0.0385000000000001;0.1762;2303.48612133334;S;7024.97102533336;W;25.8302579775129;29492632.9931721;1879029.53127628;1440441.68846034;58.9063632488251;5989254.61909312;257338.645849041;1652032.20237515;39.2447082820864;570542.084214487;138487.173670974;922860.091502705;0;-22.5069;0;;33.7676767676768;;;
6/17/2020 12:08:33 AM;0.0476666666666666;0.0238333333333333;0.245633333333333;2303.48869766666;S;7024.97014133337;W;22.5442617436965;29492634.9606901;1879029.53127628;1440446.69136034;61.063032746315;5989259.6096989;257338.645849041;1652037.20527514;42.7365883656989;570545.538540738;138487.173670974;922865.094402705;0;-22.5532395833333;0;;33.7676767676768;;;
6/17/2020 12:13:33 AM;0.0459999999999999;0.0229999999999999;0.3414;2303.49047966666;S;7024.97188766666;W;21.3485619584225;29492636.820299;1879029.53127628;1440451.69412701;62.572540640831;5989264.78760354;257338.645849041;1652042.20804181;44.6141019973065;570549.179905712;138487.173670974;922870.097169372;0;-22.5312479166666;0;;33.7676767676768;;;
6/17/2020 12:18:33 AM;0.0800000000000002;0.0400000000000001;0.238933333333334;2303.49246233333;S;7024.97271299998;W;22.7687655370296;29492638.6382155;1879029.53127628;1440456.61359367;62.7889164423538;5989269.99731336;257338.645849041;1652047.12752514;47.4646091336252;570552.979243345;138487.173670974;922875.016652705;0;-22.5241791666667;0;;33.7676767676768;;;
6/17/2020 12:23:33 AM;0.0589999999999999;0.0295;0.155033333333333;2303.494265;S;7024.97313066666;W;24.9074378190626;29492640.5689634;1879029.53127628;1440461.616527;66.1294054985046;5989275.36871768;257338.645849041;1652052.13045847;50.3787384339663;570557.032679249;138487.173670974;922880.019586039;0;-22.51396875;0;;33.7676767676768;;;
6/17/2020 12:28:33 AM;0.101666666666667;0.0508333333333334;0.162366666666667;2303.49228766667;S;7024.97175333324;W;23.7415051394489;29492642.6750535;1879029.53127628;1440466.619377;61.6568595170975;5989280.61379334;257338.645849041;1652057.13330847;51.9659802121444;570561.311272036;138487.173670974;922885.02243604;0;-22.5029729166667;0;;33.7676767676768;;;
6/17/2020 12:33:33 AM;0.107000000000001;0.0535000000000003;0.342266666666667;2303.482076;S;7024.97001233333;W;22.9077714284949;29492644.6016973;1879029.53127628;1440471.62226033;63.5820400714874;5989285.82919392;257338.645849041;1652062.13617513;52.2741489502136;570565.663244288;138487.173670974;922890.025302707;0;-22.5202520833333;0;;33.7676767676768;;;
6/17/2020 12:38:33 AM;0.0636666666666666;0.0318333333333333;0.434733333333334;2303.47770433335;S;7024.96998066667;W;23.2763606577362;29492646.515758;1879029.53127628;1440476.62506033;60.4605835676193;5989291.03184636;257338.645849041;1652067.13897513;51.6845684968647;570569.998934974;138487.173670974;922895.028102707;0;-22.5147541666667;0;;33.7676767676768;;;
6/17/2020 12:43:33 AM;0.0786666666666667;0.0393333333333334;0.3897;2303.47829733334;S;7024.97311066664;W;23.6858599315714;29492648.4349696;1879029.53127628;1440481.62789366;60.5122053623199;5989296.08289396;257338.645849041;1652072.14180846;50.841548152931;570574.282539522;138487.173670974;922900.03093604;0;-22.48098125;0;;33.7676767676768;;;
6/17/2020 12:48:33 AM;0.0566666666666666;0.0283333333333333;0.263166666666667;2303.47739033333;S;7024.97686133332;W;21.4404600297435;29492650.3857445;1879029.53127628;1440486.63072699;59.6174937486649;5989301.06830717;257338.645849041;1652077.14465846;48.5959751699605;570578.434890755;138487.173670974;922905.033786041;0;-22.4707708333333;0;;33.7676767676768;;;
