,FOC_pred,FOC_act,stw,draft
0,101.32372678874545,0,16.1,12.38
1,95.54180134766732,0,16.1,12.38
2,95.54180134766732,0,16.1,12.38
3,95.54180134766732,0,16.1,12.38
4,95.54180134766732,0,16.1,12.38
5,96.767702021501,0,16.1,12.38
6,97.90298145671522,0,16.1,12.38
7,96.767702021501,0,16.1,12.38
8,96.767702021501,0,16.1,12.38
9,96.767702021501,0,16.1,12.38
10,96.767702021501,0,16.1,12.38
11,94.13819884522405,0,16.1,12.38
12,98.4571429581812,0,16.1,12.38
13,96.42422367676559,0,16.1,12.38
14,94.13819884522405,0,16.1,12.38
15,97.90298145671522,0,16.1,12.38
16,94.13819884522405,0,16.1,12.38
17,98.80086968262951,0,16.1,12.38
18,98.80086968262951,0,16.1,12.38
19,98.72981379558668,0,16.1,12.38
20,98.72981379558668,0,16.1,12.38
21,98.72981379558668,0,16.1,12.38
22,98.81515540610052,0,16.1,12.38
23,98.81515540610052,0,16.1,12.38
24,98.81515540610052,0,16.1,12.38
25,98.81515540610052,0,16.1,12.38
26,98.81515540610052,0,16.1,12.38
27,98.81515540610052,0,16.1,12.38
28,98.81515540610052,0,16.1,12.38
29,98.72981379558668,0,16.1,12.38
30,98.72981379558668,0,16.1,12.38
31,98.81515540610052,0,16.1,12.38
32,98.81515540610052,0,16.1,12.38
33,98.81515540610052,0,16.1,12.38
34,98.81515540610052,0,16.1,12.38
35,98.81515540610052,0,16.1,12.38
36,98.81515540610052,0,16.1,12.38
37,98.81515540610052,0,16.1,12.38
38,98.80086968262951,0,16.1,12.38
39,98.80086968262951,0,16.1,12.38
40,98.80086968262951,0,16.1,12.38
41,98.80086968262951,0,16.1,12.38
42,98.80086968262951,0,16.1,12.38
43,99.96111812663963,0,16.1,12.38
44,98.80086968262951,0,16.1,12.38
45,98.80086968262951,0,16.1,12.38
46,98.80086968262951,0,16.1,12.38
47,98.80086968262951,0,16.1,12.38
48,98.80086968262951,0,16.1,12.38
49,98.80086968262951,0,16.1,12.38
50,98.80086968262951,0,16.1,12.38
51,98.80086968262951,0,16.1,12.38
52,98.80086968262951,0,16.1,12.38
53,98.80086968262951,0,16.1,12.38
54,98.80086968262951,0,16.1,12.38
55,98.80086968262951,0,16.1,12.38
56,98.81515540610052,0,16.1,12.38
57,97.24,0,16.0,12.38
58,98.55962746257912,0,16.1,12.38
59,102.05018646160177,0,16.1,12.38
60,102.05018646160177,0,16.1,12.38
61,98.55962746257912,0,16.1,12.38
62,102.05018646160177,0,16.1,12.38
63,101.96987590658921,0,16.1,12.38
64,101.96987590658921,0,16.1,12.38
65,79.93993303705483,0,14.9,12.38
66,79.93993303705483,0,14.9,12.38
67,79.93993303705483,0,14.9,12.38
68,82.52463102816648,0,14.9,12.38
69,82.52463102816648,0,14.9,12.38
70,82.52463102816648,0,14.9,12.38
71,101.96987590658921,0,16.1,12.38
72,101.96987590658921,0,16.1,12.38
73,101.7878261792089,0,16.1,12.38
