TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H
2017-12-18 12:00:00;N;B;120;23;19;34;22;0;75.0;45;9;3.75;24;0;12.5
2017-12-19 12:00:00;N;B;120;46;20;57;90;0;75.0;67;9;3.75;24;0;11.9
2017-12-20 12:00:00;N;B;120;45;21;32;45;0;75.0;45;9;3.29;24;0;9.5
2017-12-21 12:00:00;N;B;122;47;23;16;22;0;75.0;22;7;6.83;24;0;12.9
2017-12-22 12:00:00;N;B;124;37;28;55;22;0;85.0;22;5;13.46;24;0;17.8
2017-12-23 12:00:00;N;B;128;1;33;10;45;0;86.0;22;4;13.7;23;0;16.3
2017-12-24 12:00:00;N;B;131;48;37;21;22;0;86.0;45;4;13.75;24;0;16.5
2017-12-25 12:00:00;N;B;132;32;40;30;22;0;80.0;22;10;7.52;23;0;15.9
2017-12-26 05:00:08;A;B;132;39;42;33;90;0;80.0;0;9;6.82;17;0;10.6
2018-01-08 01:40:19;D;L;132;42;42;55;0;10.205;0.0;0;0;;0;0;1.5
2018-01-08 12:00:00;N;L;132;36;40;18;202;0;86.0;225;5;12.89;10;19;7
2018-01-09 12:00:00;N;L;130;3;36;27;202;0;84.0;270;9;11.48;25;0;17.9
2018-01-10 12:00:00;N;L;127;54;32;58;225;0;78.0;270;9;9.67;24;0;15.6
2018-01-11 12:00:00;N;L;126;24;30;11;202;0;78.0;292;9;7.16;25;0;15.8
2018-01-12 12:00:00;N;L;122;10;27;32;225;0;84.0;292;7;11.33;24;0;18.1
2018-01-13 12:00:00;N;L;119;1;23;45;225;0;86.0;45;7;12.33;24;0;17.8
2018-01-14 12:00:00;N;L;115;59;19;51;247;0;86.0;45;7;12.0;25;0;17.9
2018-01-15 12:00:00;N;L;110;8;18;45;247;0;86.0;45;6;13.08;24;0;17.8
2018-01-16 04:54:21;A;L;106;9;18;34;247;0;86.0;45;4;14.26;16;54;11.1
2018-01-30 22:00:53;D;B;106;11;18;31;0;6;0.0;0;0;;0;0;1.5
2018-01-31 12:00:00;N;B;109;57;16;12;135;0;78.0;90;5;12.29;14;0;7.4
2018-02-01 12:00:00;N;B;109;54;11;56;180;;78.0;0;7;13.0;24;0;12.2
2018-02-02 12:00:00;N;B;108;17;7;5;202;0;78.0;0;5;13.61;23;0;11.7
2018-02-03 12:00:00;N;B;104;31;2;57;202;0;86.0;45;6;14.13;24;0;16.4
2018-02-03 18:00:58;A;B;104;25;1;27;225;0;77.0;45;6;12.17;6;0;3.6
2018-02-09 03:00:11;D;B;103;11;1;39;0;6.68;0.0;0;0;;0;0;5
2018-02-09 12:00:00;N;B;101;23;2;45;292;0;86.0;45;2;15.33;9;0;6.3
2018-02-09 14:00:00;A;B;101;39;2;22;292;0;86.0;45;2;14.0;2;0;1.3
2018-02-21 12:30:00;D;L;101;17;3;9;0;9.475;0.0;0;0;;0;0;2.5
2018-02-22 12:00:00;N;L;96;4;6;33;292;0;87.0;315;2;14.09;23;30;17.1
2018-02-23 12:00:00;N;L;90;10;6;49;270;0;87.6;315;3;13.8;25;0;17.7
2018-02-24 12:00:00;N;L;85;58;5;16;270;0;87.7;315;3;13.88;24;0;16.9
2018-02-25 12:00:00;N;L;79;4;6;34;315;0;87.6;315;3;13.88;25;0;17.1
2018-02-26 12:00:00;N;L;75;14;9;32;337;0;86.8;0;5;13.17;24;0;17.3
2018-02-27 12:00:00;N;L;72;58;13;31;315;0;87.8;0;4;13.4;25;0;17.8
2018-02-28 12:00:00;N;L;68;55;17;53;315;0;87.9;0;3;13.25;24;0;17.5
2018-03-01 12:00:00;N;L;64;3;22;55;315;0;87.6;225;3;13.36;25;0;17.4
2018-03-02 12:00:00;N;L;59;26;24;44;292;0;87.9;315;4;13.54;24;0;17.2
2018-03-03 12:00:00;N;L;54;20;26;43;270;0;87.6;292;5;13.12;25;0;17.9
2018-03-04 06:00:00;A;L;50;48;26;31;247;0;87.6;315;4;13.72;18;0;13.2
2018-03-14 07:00:00;D;B;50;51;26;34;0;6.15;0.0;0;0;;0;0;3.6
2018-03-14 12:00:00;N;B;51;3;27;36;90;0;77.0;0;3;12.8;5;0;2.5
2018-03-15 06:00:00;A;B;52;45;24;43;225;0;77.0;0;3;12.89;18;0;10.1
2018-03-22 02:00:48;D;L;52;25;24;34;0;9.555;0.0;0;0;;0;0;3.4
2018-03-22 12:00:00;N;L;53;58;25;56;45;0;88.0;90;1;14.2;10;0;6.9
2018-03-23 05:00:10;A;L;56;15;25;39;247;;88.0;90;1;14.0;17;0;12.2
2018-03-23 19:00:00;D;L;56;3;23;55;0;9.68;0.0;0;0;;0;0;2.8
2018-03-24 12:00:00;N;L;60;2;23;19;135;0;84.4;135;4;13.18;17;0;11.2
2018-03-25 12:00:00;N;L;59;37;18;37;180;0;76.0;157;3;11.29;24;0;15.5
2018-03-26 12:00:00;N;L;58;35;13;33;180;0;87.0;45;4;12.88;24;0;17.9
2018-03-27 12:00:00;N;L;55;57;8;55;202;0;88.0;45;4;13.38;24;0;18.1
2018-03-28 12:00:00;N;L;53;45;4;9;202;0;83.3;45;4;12.63;24;0;16.9
2018-03-29 12:00:00;N;L;50;8;0;7;202;0;87.8;112;2;13.79;24;0;18.3
2018-03-30 12:00:00;N;L;47;25;4;10;202;0;87.9;180;4;13.04;25;0;18.9
2018-03-31 12:00:00;N;L;44;1;9;13;202;0;87.2;135;4;13.71;24;0;18.2
2018-04-01 12:00:00;N;L;41;42;13;55;202;0;87.1;135;3;13.04;24;0;18
