stw,draft,foc,ws,wd,swh,vslHeading
16.0912,14.5,63.0,6.0,247.02,0.28,153.98
16.0912,14.5,63.0,6.0,243.32,0.28,153.98
16.1115,14.485,64.0,6.0,243.22,0.28,154.18
16.0124,14.46,63.0,6.0,248.44,0.28,153.96
16.0708,14.485,64.0,6.0,248.53,0.28,154.27
16.0404,14.5,63.0,6.0,249.13,0.28,153.67
16.0404,14.475,62.0,6.0,246.73,0.28,153.67
16.0606,14.45,64.0,6.0,243.26,0.28,153.44
16.0007,14.475,63.0,6.0,244.19,0.28,154.31
16.0511,14.485,63.0,6.0,241.83,0.28,153.97
16.0511,14.485,64.0,6.0,243.63,0.28,153.97
16.0017,14.485,64.0,6.0,245.77,0.28,154.13
16.0715,14.495,64.0,6.0,238.85,0.28,154.15
16.0715,14.49,65.0,6.0,243.25,0.28,154.15
16.1024,14.5,64.0,6.0,248.42,0.28,154.08
16.131,14.495,64.0,6.0,241.52,0.28,154.18
16.1414,14.48,63.0,6.0,241.96,0.28,154.04
16.2004,14.48,64.0,6.0,241.96,0.28,154.04
16.2004,14.485,65.0,6.0,246.43,0.28,154.17
16.2015,14.465,64.0,6.0,244.13,0.28,155.07
16.1409,14.47,63.0,6.0,243.28,0.28,155.02
16.0512,14.475,64.0,6.0,243.34,0.28,154.96
15.9808,14.46,63.0,6.0,245.47,0.28,155.03
16.0314,14.48,63.0,6.0,245.57,0.28,154.83
15.9225,14.485,63.0,6.0,245.62,0.28,154.98
16.003,14.475,64.0,6.0,245.53,0.28,155.07
15.8821,14.475,63.0,8.87,243.23,0.28,155.07
16.0107,14.465,65.0,6.0,245.74,0.28,155.86
16.0107,14.465,64.0,6.0,247.64,0.28,155.96
16.0606,14.47,64.0,6.0,247.3,0.28,155.7
16.0206,14.495,64.0,6.0,246.5,0.28,155.6
15.9918,14.495,63.0,6.0,246.07,0.28,156.03
15.9321,14.49,63.0,6.0,246.72000000000003,0.28,155.98
15.8618,14.475,62.0,6.0,244.72,0.28,156.08
15.7213,14.47,60.0,6.0,244.99,0.28,155.81
15.7213,14.47,60.0,6.0,248.19,0.28,155.81
15.7123,14.485,61.0,6.0,245.17,0.28,156.03
15.5714,14.465,61.0,6.0,245.55,0.28,156.05
15.5608,14.49,61.0,6.0,245.62,0.28,155.98
15.4812,14.475,61.0,6.0,245.56,0.28,156.04
15.4812,14.46,61.0,6.0,245.96,0.28,156.04
15.5408,14.475,61.0,6.0,246.08,0.28,155.72
15.5412,14.47,61.0,6.0,242.86,0.41,156.04
15.5406,14.47,61.0,6.0,245.96,0.41,156.04
15.6914,14.49,61.0,7.07,247.5,0.42,156.0
15.6318,14.485,61.0,7.59,238.76,0.42,155.94
15.6927,14.485,61.0,7.68,236.13,0.42,155.97
15.7225,14.48,61.0,7.68,235.89,0.42,156.51
15.702,14.47,58.0,7.59,238.65,0.42,154.55
15.6109,14.465,60.0,6.98,238.02,0.42,153.08
15.6109,14.475,61.0,6.88,234.01,0.42,154.09
15.6546,14.455,61.0,6.88,233.72,0.42,154.38
15.6556,14.455,60.0,6.98,235.82,0.42,154.38
15.6149,14.49,60.0,7.17,233.68,0.42,154.42
15.5937,14.48,61.0,7.07,236.02,0.42,154.48
15.5937,14.465,60.0,6.98,235.24,0.42,154.16
15.6023,14.48,61.0,6.98,235.28,0.42,154.12
15.5627,14.455,61.0,6.88,240.48,0.42,154.12
15.5931,14.465,61.0,7.3,236.99,0.42,154.31
15.6014,14.475,60.0,7.17,241.4,0.42,154.0
15.6014,14.48,61.0,6.59,238.32,0.42,153.78
15.5823,14.48,61.0,6.59,238.06,0.42,154.04
15.6739,14.48,61.0,7.68,237.98,0.42,154.52
15.6341,14.485,60.0,7.68,234.69,0.42,153.81
15.6341,14.46,60.0,7.17,234.75,0.42,153.65
15.5942,14.475,61.0,7.17,234.36,0.42,154.04
15.5439,14.49,61.0,7.59,237.36,0.42,154.04
15.5823,14.48,61.0,7.3,234.47,0.42,154.83
15.581,14.45,60.0,7.17,237.61,0.42,153.99
15.581,14.47,61.0,7.68,239.58,0.42,153.72
15.5005,14.47,61.0,7.68,239.34,0.42,153.96
15.5607,14.455,61.0,7.17,237.05,0.42,154.15
15.5903,14.49,61.0,7.3,241.75,0.42,154.15
15.5903,14.465,60.0,6.78,236.74,0.42,153.76
15.5705,14.46,61.0,6.78,236.58,0.42,153.92
15.5707,14.465,61.0,7.39,238.48,0.42,153.92
15.6406,14.485,61.0,7.3,238.68,0.42,154.12
15.6412,14.48,61.0,7.3,238.78,0.42,154.02
15.601,14.485,60.0,6.88,238.65,0.42,153.95
15.5514,14.485,61.0,6.88,238.45,0.42,154.15
15.6209,14.44,60.0,6.69,236.15,0.42,154.15
15.6209,14.45,61.0,7.39,238.11,0.42,154.09
15.5208,14.485,61.0,7.39,241.63,0.42,154.07
15.6005,14.475,61.0,6.88,240.18,0.42,154.12
15.5701,14.48,60.0,6.88,240.41000000000003,0.42,153.89
15.6806,14.47,61.0,7.59,246.93,0.42,154.07
15.7202,14.46,61.0,7.68,248.36,0.42,153.94
15.7005,14.46,61.0,7.68,248.36,0.42,153.94
15.7405,14.49,60.0,7.39,240.71,0.42,153.99
15.7903,14.475,61.0,7.39,247.64,0.42,153.86
15.8707,14.475,61.0,7.39,247.51,0.42,153.99
15.8707,14.475,61.0,7.68,242.91,0.42,153.99
15.94,14.475,60.0,7.3,240.35,0.42,153.25
15.95,14.475,61.0,7.3,240.55,0.42,153.05
15.95,14.47,60.0,6.98,234.75,0.42,153.05
16.04,14.465,61.0,7.07,230.5,0.42,153.6
15.9901,14.47,61.0,6.98,235.37,0.42,153.93
16.01,14.45,60.0,7.07,233.45,0.42,153.85
15.9901,14.475,60.0,7.07,233.51,0.42,153.79
15.9901,14.48,60.0,6.88,228.71,0.42,153.79
16.0403,14.465,60.0,5.79,231.06,0.42,153.84
16.0302,14.46,59.0,4.89,220.87,0.42,153.63
16.0412,14.465,60.0,6.17,210.95,0.42,154.05
16.0412,14.485,60.0,6.17,210.08,0.36,154.22
15.9709,14.475,59.0,4.98,202.59,0.36,154.21
15.9318,14.48,60.0,6.69,192.59,0.36,154.21
15.8414,14.475,60.0,6.69,192.82,0.36,153.98
15.8713,14.495,60.0,6.49,197.12000000000003,0.36,153.98
15.8713,14.495,60.0,5.88,196.21,0.36,154.19
15.9326,14.47,60.0,5.5,208.24,0.36,154.16
15.8815,14.49,60.0,6.27,211.69,0.36,154.01
15.8721,14.49,60.0,6.27,211.56,0.36,154.14
15.8813,14.455,60.0,6.49,210.96,0.36,154.14
15.8813,14.495,60.0,6.59,216.16,0.36,154.34
15.8708,14.505,60.0,6.27,218.27,0.36,153.93
15.8714,14.455,60.0,5.88,221.15,0.36,153.95
15.9409,14.475,60.0,5.88,220.97,0.36,154.13
15.9715,14.48,60.0,6.08,227.67,0.36,154.13
15.9715,14.455,60.0,7.17,225.72,0.36,154.18
15.8521,14.475,60.0,7.3,228.82,0.36,154.08
15.9015,14.495,60.0,7.3,232.08,0.36,154.12
15.8227,14.495,61.0,7.3,231.98,0.36,154.22
15.8718,14.47,60.0,7.88,234.08,0.36,154.22
15.8718,14.5,60.0,7.97,239.07,0.36,154.23
15.7723,14.47,60.0,8.07,243.94,0.36,154.26
15.7408,14.5,60.0,8.36,243.39,0.36,153.91
15.7425,14.48,61.0,8.36,242.98,0.36,154.32
15.7715,14.475,60.0,8.36,246.28,0.36,154.32
15.7715,14.5,60.0,8.3,248.66,0.36,153.94
15.8009,14.465,61.0,8.49,248.78000000000003,0.36,153.92
15.8011,14.475,60.0,8.87,248.14,0.36,154.16
15.8011,14.475,60.0,8.87,248.12,0.36,154.18
15.8011,14.49,60.0,8.94,248.82,0.36,154.18
15.7515,14.47,61.0,8.94,247.02,0.36,154.28
15.7609,14.475,60.0,9.2,251.29,0.36,154.01
15.7508,14.475,61.0,8.49,247.93,0.36,153.87
15.732,14.485,61.0,8.49,247.63,0.36,154.17
15.732,14.45,61.0,9.2,249.23,0.36,154.17
15.7215,14.465,60.0,8.94,250.58,0.36,154.02
15.7808,14.495,61.0,8.68,249.02,0.36,153.78
15.8509,14.48,61.0,8.49,247.97,0.36,154.03
15.761,14.48,61.0,8.49,247.87,0.36,154.13
15.761,14.495,60.0,7.07,251.27,0.36,154.13
15.8207,14.48,61.0,7.59,245.35,0.36,153.85
15.8205,14.465,60.0,8.07,243.32,0.36,153.98
15.8605,14.49,61.0,6.88,240.49,0.36,154.11
15.8605,14.48,60.0,6.88,240.7,0.36,153.9
15.8405,14.475,59.0,6.88,236.5,0.36,153.9
15.8303,14.465,60.0,6.27,231.71,0.36,153.89
15.8901,14.47,60.0,6.4,226.54,0.36,154.06
15.82,14.465,59.0,5.18,228.59,0.36,153.21
15.6701,14.43,60.0,5.98,195.43,0.36,153.37
15.6701,14.43,60.0,5.98,195.65,0.36,153.15
15.7105,14.445,61.0,5.88,193.05,0.36,153.15
15.77,14.44,62.0,6.08,190.45,0.36,154.75
15.8002,14.47,61.0,6.08,191.35,0.36,156.35
15.72,14.455,60.0,6.08,191.94,0.36,155.76
15.72,14.455,60.0,5.59,190.94,0.36,155.76
15.771,14.445,60.0,5.5,191.68,0.36,156.02
15.7315,14.475,59.0,5.88,188.38,0.36,156.42
15.772,14.485,60.0,5.88,188.37,0.36,156.43
15.772,14.5,59.0,5.79,186.97,0.36,156.43
15.7411,14.465,60.0,6.49,188.66,0.36,156.34
15.7413,14.49,60.0,5.88,191.26,0.36,156.24
15.7914,14.495,60.0,6.4,194.03,0.36,156.27
15.7909,14.46,60.0,5.59,195.8,0.36,156.1
15.811,14.485,60.0,5.88,210.76,0.36,156.24
15.8309,14.485,61.0,6.27,218.21,0.36,156.29
15.7909,14.45,60.0,6.27,218.34,0.36,156.16
15.7909,14.475,60.0,6.78,230.04,0.36,156.16
15.7615,14.465,60.0,6.78,225.91,0.36,156.29
15.800999999999998,14.45,60.0,7.3,228.04,0.36,156.16
15.800999999999998,14.44,60.0,7.07,230.43,0.36,155.97
15.852,14.44,60.0,7.07,230.25,0.36,156.15
15.852,14.48,60.0,7.07,228.15,0.36,156.15
15.7811,14.465,60.0,6.78,230.51,0.36,156.19
15.8008,14.495,61.0,7.39,225.82,0.36,155.98
15.8005,14.475,60.0,6.78,219.67,0.36,156.03
15.7707,14.495,60.0,6.78,219.61,0.36,156.09
15.7707,14.485,60.0,6.49,227.41,0.36,156.09
15.7613,14.49,60.0,5.88,222.8,0.36,155.9
15.863,14.515,60.0,3.09,210.61,0.36,156.09
15.7808,14.515,60.0,3.09,210.52,0.36,156.18
15.7808,14.465,59.0,4.18,207.52,0.36,156.18
15.8421,14.475,59.0,4.37,196.29,0.36,156.01
15.8801,14.465,59.0,5.5,192.12,0.36,155.78
15.91,14.5,60.0,5.88,190.16000000000003,0.47,156.14
15.8401,14.47,60.0,5.59,191.01,0.47,155.49
15.8304,14.495,61.0,5.59,179.53,0.47,156.17
15.8107,14.46,60.0,5.69,178.46,0.47,155.84
15.6908,14.44,61.0,5.88,182.49,0.47,156.01
15.6807,14.51,60.0,5.88,182.39,0.47,156.11
15.5912,14.43,59.0,5.88,184.09,0.47,156.11
15.5809,14.47,60.0,6.08,192.19,0.47,156.01
15.4322,14.455,59.0,6.17,193.09,0.47,155.91
15.4322,14.5,59.0,6.88,187.62,0.47,156.08
15.366,14.46,60.0,6.88,187.45,0.47,156.25
15.354,14.48,59.0,6.88,189.85,0.47,156.25
15.2134,14.47,60.0,4.0,185.63,0.47,156.07
15.2032,14.445,59.0,4.0,190.22,0.47,155.78
15.2032,14.445,60.0,4.0,189.77,0.47,156.23
15.3445,14.445,61.0,4.0,194.67,0.47,156.23
15.2869,14.48,61.0,7.49,200.9,0.47,156.3
15.2978,14.44,60.0,4.0,214.09,0.47,156.21
15.334,14.465,61.0,4.0,224.7,0.47,156.3
15.334,14.49,61.0,4.0,224.6,0.47,156.4
15.4844,14.47,61.0,7.59,230.3,0.47,156.4
15.4968,14.465,61.0,7.49,225.49,0.47,156.41
15.6529,14.51,61.0,5.59,221.1,0.47,156.0
15.6246,14.45,61.0,6.78,207.29,0.47,156.11
15.6246,14.45,61.0,6.78,207.26,0.47,156.14
15.6822,14.465,60.0,7.39,194.86,0.47,156.14
15.6231,14.505,61.0,7.39,187.82,0.47,155.68
15.6231,14.49,60.0,7.39,188.02,0.47,155.48
15.6514,14.505,61.0,7.68,188.72,0.47,155.48
15.6135,14.465,61.0,7.59,192.22,0.47,156.18
15.6905,14.49,61.0,6.08,201.01,0.47,156.19
15.7314,14.49,61.0,7.78,223.31,0.47,156.09
15.832,14.47,60.0,6.4,217.78,0.47,156.02
15.9002,14.48,60.0,7.49,205.87,0.47,155.73
15.9002,14.48,60.0,7.49,206.27,0.47,155.33
15.8606,14.46,61.0,7.07,204.27,0.47,155.33
15.9028,14.485,61.0,7.68,205.34,0.47,156.16
15.861,14.475,60.0,7.78,216.94,0.47,154.86
15.84,14.489999999999998,59.0,7.78,217.08,0.47,154.72
15.82,14.47,60.0,6.4,201.92,0.47,155.08
15.7804,14.47,60.0,7.49,199.33,0.47,154.97
15.8201,14.525,60.0,7.49,199.19,0.47,155.11
15.75,14.485,61.0,6.98,199.00000000000003,0.47,155.1
15.7103,14.45,61.0,6.98,199.1,0.47,155.0
15.7901,14.435,60.0,6.69,201.1,0.47,155.0
16.08,14.46,62.0,5.0,191.23,0.47,153.87
16.08,14.465,60.0,5.0,192.94,0.47,152.76
16.0504,14.465,61.0,6.0,192.61,0.47,152.39
15.9501,14.47,62.0,6.0,192.22,0.47,152.78
16.0203,14.52,61.0,4.0,200.42,0.47,152.78
15.97,14.48,60.0,7.39,201.72,0.47,153.18
15.841,14.49,61.0,7.39,201.65,0.47,153.55
15.8327,14.475,59.0,5.0,226.75,0.47,153.35
15.7804,14.48,61.0,7.39,199.56000000000003,0.47,153.04
15.86,14.46,60.0,7.39,202.57,0.47,153.93
15.8403,14.46,60.0,7.59,203.04,0.47,154.26
15.76,14.51,60.0,7.97,199.3,0.44,155.1
15.74,14.48,60.0,7.49,200.37,0.44,154.83
15.74,14.47,60.0,7.49,200.53,0.44,154.67
15.7201,14.455,60.0,8.75,204.93000000000004,0.44,154.67
15.76,14.5,61.0,8.55,207.12,0.44,154.88
15.7201,14.465,60.0,8.2,208.75,0.44,155.25
15.83,14.495,60.0,8.94,206.76,0.44,155.34
15.83,14.48,60.0,8.94,207.25,0.44,154.85
15.7801,14.435,61.0,8.75,206.55,0.44,154.85
15.9301,14.505,61.0,8.94,207.39,0.44,154.61
15.9114,14.505,61.0,8.68,204.11,0.44,156.19
15.9015,14.49,61.0,8.49,205.06,0.44,156.04
15.9015,14.48,59.0,8.49,205.15,0.44,155.95
15.8714,14.45,61.0,8.36,205.85,0.44,155.95
15.880999999999998,14.445,60.0,7.68,210.55,0.44,156.65
15.8921,14.495,61.0,8.49,214.19,0.44,157.31
15.8505,14.45,60.0,8.07,213.97,0.44,156.83
15.8505,14.46,60.0,8.07,213.71,0.44,157.09
15.8713,14.52,60.0,7.78,213.31,0.44,157.09
15.8218,14.485,61.0,8.87,204.52,0.44,157.28
15.7408,14.485,60.0,7.39,199.4,0.44,156.8
15.7521,14.425,60.0,8.55,202.03,0.44,156.97
15.7521,14.48,61.0,8.55,201.71,0.44,157.29
15.8128,14.465,60.0,8.3,201.51,0.44,157.29
15.751,14.5,60.0,8.3,209.9,0.44,156.9
15.8417,14.485,62.0,8.3,212.25,0.44,157.15
15.9013,14.475,60.0,8.3,212.22,0.44,157.18
15.9013,14.455,61.0,9.2,214.62,0.44,157.18
15.8617,14.48,60.0,8.55,212.77,0.44,157.23
15.9109,14.48,61.0,8.07,214.37,0.44,157.13
15.8617,14.465,60.0,8.36,210.78,0.44,157.22
15.9209,14.48,61.0,8.36,211.02,0.44,156.98
15.9209,14.525,61.0,7.97,210.42,0.44,156.98
15.9921,14.49,61.0,8.94,204.39,0.44,156.91
15.9615,14.515,61.0,8.75,205.87,0.44,157.13
15.9418,14.475,60.0,8.07,210.97,0.44,157.03
15.9418,14.455,61.0,8.07,210.79,0.44,157.21
16.0223,14.49,61.0,7.97,208.79,0.44,157.21
16.0319,14.465,61.0,8.87,204.68,0.44,157.02
16.0614,14.465,61.0,8.87,204.06,0.44,156.94
16.101,14.49,60.0,8.3,200.97000000000003,0.44,157.13
16.101,14.485,61.0,8.3,201.15000000000003,0.44,156.95
15.991,14.485,61.0,7.78,194.55,0.44,156.95
15.9625,14.475,60.0,8.68,205.54,0.44,157.06
15.9925,14.465,61.0,9.07,205.37,0.44,157.13
16.0818,14.435,61.0,8.2,207.85,0.44,157.05
16.0818,14.49,61.0,8.2,207.78,0.44,157.12
16.0324,14.47,60.0,8.3,206.28,0.44,157.12
16.0519,14.47,61.0,8.87,204.86,0.44,156.94
15.922,14.47,61.0,7.88,207.65,0.44,157.15
16.031,14.49,60.0,8.87,208.02,0.44,156.88
16.031,14.485,61.0,8.87,207.97,0.44,156.93
16.0021,14.425,61.0,8.3,201.67,0.44,156.93
15.9517,14.455,61.0,7.49,196.05,0.44,157.05
15.9921,14.475,60.0,7.78,193.38,0.44,156.72
15.9621,14.435,61.0,7.59,198.48,0.44,156.82
15.9621,14.5,61.0,7.59,198.2,0.44,157.1
15.9823,14.46,60.0,7.59,198.3,0.44,157.1
15.9823,14.51,61.0,8.07,201.31,0.44,156.89
15.9823,14.51,61.0,7.88,199.88,0.44,156.82
15.8121,14.48,61.0,8.75,202.56,0.44,157.14
15.7921,14.475,60.0,8.75,202.7,0.44,157.0
15.8515,14.49,61.0,8.87,203.9,0.44,157.0
15.8525,14.485,61.0,8.2,202.79,0.44,156.91
15.8525,14.495,61.0,7.49,195.67,0.44,157.03
15.8717,14.475,60.0,7.97,194.99,0.44,157.11
15.8428,14.475,60.0,7.97,195.28000000000003,0.44,156.82
15.8121,14.465,61.0,7.78,194.38,0.44,156.82
15.852,14.495,60.0,8.55,192.73,0.44,156.57
15.852,14.495,61.0,7.97,193.48,0.44,157.02
15.8732,14.485,60.0,8.49,192.38,0.44,157.22
15.773,14.47,61.0,8.49,192.75000000000003,0.44,156.85
15.7917,14.505,60.0,8.68,192.35,0.44,156.85
15.692,14.475,61.0,7.49,194.32,0.44,156.98
15.692,14.46,60.0,7.49,196.99,0.44,157.11
15.6815,14.495,61.0,7.88,197.15,0.44,157.05
15.7303,14.455,60.0,7.88,197.27,0.44,156.93
15.6304,14.5,60.0,8.68,191.37,0.44,156.93
15.6804,14.5,61.0,8.68,191.71,0.44,156.99
15.6804,14.49,60.0,8.2,191.71,0.44,156.99
15.6807,14.475,61.0,7.88,192.73,0.44,156.97
