<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
stw,draft,foc,ws,wd,swh,vslHeading
19.1701,14.83,105.0,6.27,105.19,1.04,294.01
19.2325,14.795,104.0,6.98,107.40000000000003,1.04,294.4
18.7903,14.77,104.0,6.17,103.82,1.04,293.98
18.8809,14.845,105.0,6.17,107.70000000000002,1.04,293.9
18.8809,14.84,105.0,6.17,107.3,1.04,293.9
18.7813,14.795,105.0,6.27,106.57,1.04,294.13
18.8003,14.835,105.0,6.17,107.82999999999998,1.04,293.87
18.8301,14.82,105.0,5.69,104.92000000000002,1.04,293.88
18.8404,14.82,104.0,5.69,104.60000000000002,1.04,294.2
18.8404,14.835,103.0,6.17,103.90000000000003,1.04,294.2
18.8104,14.805,100.0,5.08,104.69,1.04,291.81
18.9212,14.78,107.0,5.5,100.07999999999998,1.04,292.82
18.9212,14.84,103.0,5.79,105.88,1.04,292.82
18.7806,14.815,105.0,5.88,105.16,1.04,291.74
18.8404,14.87,105.0,6.4,108.48999999999998,1.04,292.11
18.76,14.86,105.0,6.08,105.15,1.04,291.95
18.7301,14.815,105.0,6.08,105.04999999999998,1.04,292.05
18.7301,14.79,105.0,5.69,104.45,1.04,292.05
18.8307,14.825,106.0,5.98,105.67999999999998,1.04,292.22
18.8701,14.825,104.0,5.59,104.77000000000004,1.04,292.03
18.82,14.83,105.0,5.59,105.14,1.04,291.66
18.82,14.8,105.0,6.08,102.14,1.04,291.66
18.8104,14.77,105.0,6.4,106.21999999999996,1.04,291.98
18.7804,14.78,105.0,6.88,108.69,1.04,292.11
18.7605,14.8,105.0,6.88,104.37000000000003,1.04,292.03
18.8703,14.835,105.0,6.88,104.83,1.04,291.57
18.8703,14.82,104.0,6.4,103.43,1.04,291.57
18.8903,14.825,104.0,6.78,103.32999999999998,1.04,291.87
18.8802,14.825,105.0,6.4,105.07000000000002,1.04,292.03
18.9009,14.805,105.0,6.4,104.76000000000002,1.04,292.34
18.9009,14.835,104.0,7.49,106.36,1.04,292.34
18.8701,14.85,105.0,7.68,108.17,1.04,291.93
18.9,14.775,105.0,7.97,109.37,1.04,291.83
18.8802,14.815,105.0,6.98,108.29,1.04,292.11
18.9504,14.83,105.0,6.98,108.56000000000004,1.04,291.84
18.9504,14.81,104.0,6.78,109.36,1.04,291.84
