stw,draft,foc,ws,wd,swh,vslHeading
12.9522,7.545,32.0,11.0,281.49,0.31,75.01
12.86,7.52,32.0,11.0,280.87,0.31,75.33
12.47,7.525,32.0,11.0,281.34,0.31,75.36
12.56,7.545,32.0,11.0,282.09,0.31,75.31
12.53,7.535,32.0,11.0,280.78,0.31,75.12
12.3568,7.515,32.0,12.0,335.85,0.31,44.15
12.7132,7.57,32.0,12.0,339.13,0.31,41.97
12.9608,7.535,32.0,12.0,341.36,0.31,40.14
13.1461,7.53,32.0,12.0,340.81,0.31,39.89
13.1975,7.54,32.0,12.0,342.32,0.31,38.38
13.3149,7.52,32.0,11.0,343.52,0.31,38.38
13.3726,7.564999999999999,32.0,12.0,341.97,0.31,37.93
13.3505,7.57,32.0,12.0,343.65,0.31,37.85
13.3505,7.54,32.0,12.0,343.84000000000015,0.31,37.76
13.4063,7.5299999999999985,32.0,12.0,343.78,0.31,37.82
13.4043,7.49,32.0,12.0,345.08,0.31,37.82
13.4816,7.584999999999999,32.0,11.0,345.1,0.31,37.9
13.5928,7.564999999999999,31.0,12.0,344.34000000000015,0.31,37.76
13.5928,7.5299999999999985,32.0,12.0,344.22,0.31,37.88
13.5542,7.545,32.0,12.0,344.72,0.31,37.88
13.5803,7.545,31.0,11.0,344.92,0.31,37.88
13.4645,7.545,31.0,12.0,331.79,0.31,44.71
13.5648,7.56,32.0,11.0,322.45,0.31,49.95
13.9113,7.55,31.0,11.0,322.1,0.31,50.1
14.1604,7.55,32.0,11.0,322.97,0.31,50.13
14.0113,7.535,31.0,11.0,323.01,0.31,50.09
14.023,7.5299999999999985,32.0,12.0,324.61,0.31,50.09
14.023,7.54,31.0,12.0,324.6,0.31,49.9
14.0441,7.54,32.0,11.0,323.62,0.31,50.08
14.0124,7.5550000000000015,31.0,11.0,324.05,0.31,50.15
14.0872,7.55,32.0,11.0,321.62,0.31,52.58
14.0882,7.540000000000001,32.0,11.0,320.82,0.31,52.58
14.0882,7.535,31.0,12.0,319.82,0.31,53.08
