stw,draft,foc,ws,wd,swh,vslHeading
19.5201,12.09,126.0,12.0,329.76,1.21,35.14
19.4504,12.145,126.0,10.0,327.95,1.12,35.15
19.5101,12.285,125.0,11.0,329.39,1.12,35.01
19.5101,12.37,126.0,11.0,329.65,1.12,34.75
19.4103,12.315,127.0,11.0,327.25,1.12,34.75
19.0815,12.23,126.0,13.7,339.78,1.12,27.62
19.31,12.465,132.0,11.0,343.33,1.12,29.27
19.38,12.585,131.0,11.0,338.03,1.12,29.27
19.5002,12.565,129.0,12.0,343.69,1.12,28.71
19.39,12.435,130.0,12.0,342.46,1.12,28.94
19.55,12.49,129.0,12.0,339.47,1.12,29.13
19.55,12.31,128.0,12.0,339.83,1.12,28.77
19.6602,12.435,127.0,11.0,338.03,1.12,28.77
19.6502,12.435,127.0,12.0,342.92,1.12,28.78
19.7203,12.31,125.0,11.0,339.08,1.12,29.02
19.7203,12.335,125.0,11.0,339.97,1.12,29.03
19.61,12.305,125.0,11.0,340.04,1.12,28.96
19.7301,12.375,125.0,10.0,338.94,1.12,28.96
19.6307,11.95,125.0,11.0,335.65,1.12,28.95
19.63,12.245,124.0,10.0,343.79,1.12,27.71
19.63,12.345,124.0,10.0,340.15,1.12,26.75
19.4805,12.395,127.0,10.0,339.79,1.12,27.11
19.6301,12.085,125.0,11.0,344.39,1.12,27.11
19.61,12.085,125.0,12.0,341.33,1.12,27.07
19.6,12.31,124.0,10.0,343.42,1.12,26.68
19.6,12.235,124.0,11.0,344.2,1.12,25.8
19.57,12.32,125.0,11.0,343.81,1.12,26.19
19.58,12.135,125.0,11.0,343.11,1.12,26.19
19.6002,12.215,125.0,11.0,344.04,1.12,26.06
19.6501,12.285,124.0,10.0,343.4,1.12,25.9
19.6501,12.195,124.0,12.0,336.63,1.12,24.77
19.5705,12.16,125.0,12.0,336.44,1.12,24.96
19.5901,12.245,125.0,10.0,341.44,1.12,24.96
19.7002,12.245,125.0,10.0,341.92,1.12,25.18
19.6601,12.09,125.0,11.0,338.96,1.12,25.24
19.6601,12.345,125.0,11.0,338.87,1.12,25.33
19.6301,12.16,123.0,11.0,344.17,1.12,25.33
19.7502,12.095,124.0,11.0,345.73,1.12,25.17
19.6802,12.125,122.0,11.0,338.42,1.12,25.08
19.7601,12.1,123.0,11.0,338.62,1.12,25.18
19.7601,12.105,122.0,11.0,338.87,1.12,24.93
19.7401,12.205,121.0,12.0,343.57,1.12,24.93
19.7503,12.19,122.0,11.0,342.52,1.12,24.58
19.7901,12.19,122.0,11.0,340.28,1.12,25.12
19.8702,12.005,121.0,10.0,337.13,1.12,25.47
19.8702,11.95,120.0,10.0,337.46,1.12,25.14
19.7103,11.84,121.0,12.54,331.0,1.12,24.8
19.7301,12.17,121.0,10.0,339.91,1.12,24.99
19.5403,12.145,121.0,13.7,333.24,1.12,24.76
19.5402,12.085,123.0,11.0,338.02,1.12,25.18
19.5401,12.085,124.0,10.0,342.51,1.12,24.99
19.5903,12.055,124.0,10.0,340.14,1.12,25.06
19.63,12.05,122.0,11.0,337.51,1.12,25.29
19.63,12.105,123.0,11.0,337.75,1.12,25.05
19.6602,12.175,122.0,11.0,342.95,1.12,25.05
19.6405,12.15,122.0,11.0,340.89,1.12,24.91
19.5907,12.065,123.0,13.37,331.38,1.12,24.82
