<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
stw,draft,foc,ws,wd,swh,vslHeading
13.53,15.19,36.0,4.37,69.47999999999999,0.0,215.42
13.53,15.175,35.0,4.69,68.78999999999996,0.0,215.11
12.8002,15.17,35.0,4.47,70.57999999999998,0.0,215.62
13.1302,15.145,35.0,4.37,66.86999999999998,0.0,215.83
13.15,15.135,34.0,4.6,72.91,0.0,212.59
13.15,15.155,35.0,4.69,76.45999999999998,0.0,211.24
12.6905,15.155,36.0,4.37,75.71999999999997,0.0,212.18
12.69,15.15,36.0,4.18,76.81,0.0,212.89
12.72,15.15,35.0,3.89,85.00999999999998,0.0,211.89
12.72,15.165,35.0,4.6,84.87000000000003,0.0,209.73
12.95,15.16,35.0,4.47,87.73999999999998,0.0,208.96
12.62,15.165,36.0,5.08,87.94999999999996,0.0,207.75
13.1901,15.155,36.0,5.18,84.82999999999998,0.0,208.07
13.1901,15.16,35.0,5.18,81.86999999999998,0.0,208.53
12.69,15.165,36.0,5.18,81.57999999999998,0.0,208.82
12.6103,15.16,36.0,5.18,82.48000000000002,0.0,208.82
13.09,15.15,35.0,4.79,78.04999999999998,0.0,210.65
12.96,15.145,35.0,4.69,79.24999999999997,0.0,210.65
12.7801,15.155,35.0,4.89,80.36000000000001,0.0,209.94
13.0512,15.14,36.0,4.69,78.69000000000003,0.0,209.91
12.5829,15.145,37.0,2.4,18.69,0.0,233.41
12.7201,15.145,34.0,2.3,27.359999999999985,0.0,231.34
12.7201,15.13,35.0,2.3,33.130000000000024,0.0,228.47
12.95,15.125,36.0,2.3,32.30000000000001,0.0,229.3
12.9706,15.14,36.0,2.09,33.80000000000001,0.0,229.3
12.6301,15.165,37.0,2.8,28.369999999999976,0.0,229.83
13.0703,15.185,36.0,2.68,29.86000000000001,0.0,229.64
13.0703,15.2,36.0,2.68,29.69,0.0,229.31
12.9403,15.204999999999998,36.0,2.68,30.08000000000001,0.0,228.92
13.2001,15.18,36.0,2.19,34.08000000000001,0.0,228.92
12.97,15.155,36.0,2.99,29.0,0.0,229.2
12.97,15.155,34.0,2.8,30.74000000000001,0.0,229.06
13.4504,15.16,33.0,3.09,27.03,0.0,229.27
13.38,15.17,35.0,3.09,26.56,0.0,229.74
12.6902,15.14,34.0,3.49,24.16,0.0,229.74
12.69,15.135,34.0,3.7,25.660000000000025,0.0,229.14
12.69,15.12,35.0,3.7,27.300000000000008,0.0,229.0
12.86,15.135000000000002,35.0,3.7,26.25,0.0,229.55
12.8402,15.135000000000002,35.0,3.7,26.20000000000001,0.0,229.6
12.8107,15.105,35.0,3.49,30.70000000000001,0.0,229.6
12.77,15.12,36.0,3.2,31.70999999999998,0.0,229.69
12.77,15.12,35.0,2.59,38.1,0.0,229.6
12.9009,15.12,36.0,2.99,26.050000000000008,0.0,233.55
13.3305,15.145,37.0,2.89,12.120000000000005,0.0,238.78
12.9047,15.11,37.0,2.8,0.3899999999999864,0.0,242.11
12.86,15.145,37.0,2.89,354.62,0.0,244.98
12.86,15.145,37.0,2.89,331.9,0.0,251.2
12.4949,15.13,37.0,2.89,331.58,0.0,251.52
12.963,15.125,36.0,3.2,327.78,0.0,251.52
12.7508,15.11,35.0,3.09,339.91,0.0,249.29
13.0528,15.11,35.0,2.89,338.41,0.0,249.39
13.0528,15.1,35.0,2.89,338.19,0.0,249.61
13.1105,15.08,35.0,2.89,341.89,0.0,249.61
12.8806,15.11,34.0,2.59,341.5900000000001,0.0,249.81
13.4654,15.08,36.0,2.49,337.43,0.0,251.57
13.085,15.105,35.0,2.3,338.43,0.0,251.47
13.085,15.115,34.0,2.3,342.56,0.0,247.34
