stw,draft,foc,ws,wd,swh,vslHeading
19.166,14.18,125.0,14.0,188.22,0.0,220.88
19.166,14.165,123.0,16.0,186.54,0.0,220.36
19.1746,14.13,125.0,16.0,186.28,0.0,220.12
19.3041,14.13,125.0,16.0,185.9,0.0,220.5
19.385,14.12,124.0,14.0,184.1,0.0,220.5
19.1858,14.12,121.0,15.0,187.15,0.0,219.25
19.1858,14.2,124.0,14.0,188.16000000000003,0.0,217.64
19.3535,14.165,125.0,14.0,187.67,0.0,218.13
19.4043,14.185,124.0,15.0,188.37,0.0,218.13
19.1136,14.21,124.0,16.0,187.88,0.0,218.32
19.2946,14.17,121.0,15.0,190.55,0.0,216.25
19.1334,14.16,123.0,15.0,192.62,0.0,215.88
19.475,14.16,120.0,14.0,196.29,0.0,213.81
19.475,14.11,122.0,14.0,200.62,0.0,209.18
19.3128,14.165,124.0,14.0,200.86,0.0,210.34
19.3422,14.125,123.0,14.0,196.78,0.0,212.82
19.3752,14.165,122.0,14.0,198.01,0.0,211.89
19.463,14.1,124.0,14.0,197.8,0.0,212.1
19.3732,14.16,125.0,14.0,194.5,0.0,212.1
19.5017,14.15,123.0,13.0,189.75,0.0,215.45
19.2162,14.15,120.0,14.0,175.27999999999997,0.0,226.02
19.4207,14.115,121.0,14.0,176.74,0.0,223.66
19.2628,14.15,121.0,14.0,176.78,0.0,223.62
19.0914,14.235,125.0,15.0,177.48,0.0,223.62
19.094,14.235,124.0,14.0,178.06,0.0,222.64
19.094,14.17,122.0,14.0,179.59,0.0,220.41
19.9109,14.24,126.0,14.0,180.01,0.0,221.99
19.283,14.24,124.0,14.0,179.91,0.0,221.99
19.282,14.2,123.0,14.0,172.49,0.0,225.41
19.4719,14.135,121.0,14.0,161.93,0.0,232.77
19.4719,14.2,122.0,14.0,157.69,0.0,233.71
19.1814,14.125,123.0,13.0,155.56,0.0,234.24
19.2732,14.085,124.0,13.0,155.03,0.0,234.77
19.3223,14.095,123.0,14.0,155.53,0.0,234.77
19.2719,14.09,122.0,14.0,159.51,0.0,234.59
19.2719,14.07,123.0,14.0,159.26999999999995,0.0,234.33
19.4903,14.1,121.0,14.0,160.27999999999997,0.0,234.52
19.3922,14.08,122.0,14.0,160.06,0.0,234.74
19.4122,14.13,122.0,14.0,159.95999999999995,0.0,234.74
19.6215,14.13,121.0,15.0,162.5,0.0,234.5
19.6215,14.114999999999998,120.0,14.0,164.36,0.0,234.84
19.3735,14.105,120.0,14.0,164.73000000000005,0.0,234.97
19.6211,14.055,120.0,14.0,170.49,0.0,229.21
19.131,14.035,117.0,13.0,178.3,0.0,225.4
19.131,14.035,118.0,14.0,179.18,0.0,224.62
19.282,14.03,122.0,14.0,179.78,0.0,224.72
19.373,13.98,121.0,14.0,181.73,0.44,222.77
19.4237,13.98,119.0,15.0,182.03,0.44,222.77
19.3027,14.07,121.0,14.0,182.82,0.44,221.68
19.3027,14.01,122.0,14.0,184.96,0.44,222.14
19.5515,14.06,121.0,14.0,185.07,0.44,222.03
19.5023,14.055,120.0,14.0,183.87,0.44,222.03
19.8921,14.005,120.0,14.0,181.77,0.44,222.13
19.8921,14.11,119.0,14.0,183.87,0.44,222.03
19.3722,14.1,120.0,14.0,183.55,0.44,222.15
19.4635,14.03,121.0,14.0,184.65,0.44,221.05
19.1913,14.12,119.0,13.0,183.55,0.44,221.05
19.8036,14.285,122.0,14.0,183.0,0.44,221.6
19.7916,14.22,119.0,13.0,184.27,0.44,220.63
19.7916,14.125,119.0,13.0,185.4,0.44,221.1
19.3027,14.239999999999998,123.0,13.0,184.26,0.44,221.44
19.834,14.260000000000002,122.0,13.0,184.6,0.44,221.1
19.3815,14.345,125.0,14.0,185.77,0.44,221.03
19.1934,14.31,125.0,14.0,178.23000000000005,0.44,225.67
19.3852,14.24,120.0,13.0,164.16,0.44,234.94
19.4303,14.32,122.0,13.0,163.4,0.44,235.7
19.12,14.3,124.0,14.0,160.4,0.44,235.7
19.4001,14.239999999999998,122.0,14.0,158.65,0.44,237.75
19.5208,14.215,122.0,14.0,159.09,0.44,237.31
19.5208,14.215,121.0,14.0,155.49,0.44,237.31
19.261,14.16,121.0,14.0,151.47,0.44,237.53
19.0406,14.215,123.0,14.0,159.93,0.44,237.47
19.2614,14.3,124.0,14.0,158.81,0.44,237.89
19.2511,14.28,124.0,14.0,158.82,0.44,237.88
19.2511,14.25,121.0,14.0,160.52,0.44,237.88
19.2809,14.165,121.0,14.0,160.46,0.44,237.54
