<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
stw,draft,foc,ws,wd,swh,vslHeading
15.3601,15.465,59.0,9.2,69.23999999999998,1.6,154.46
15.3501,15.46,59.0,9.26,65.82999999999998,1.6,155.27
15.3702,15.435,59.0,9.26,65.46000000000001,1.6,155.64
15.3203,15.47,60.0,9.65,56.96000000000001,1.6,155.64
15.3003,15.47,58.0,10.48,63.36999999999998,1.6,154.83
15.3003,15.48,59.0,9.58,61.920000000000016,1.6,154.88
15.3016,15.48,59.0,8.49,65.66,1.6,156.34
15.3303,15.47,60.0,8.49,65.82,1.6,156.18
15.3402,15.455,58.0,10.29,60.01999999999998,1.6,156.18
15.3109,15.465,59.0,10.16,63.97,1.6,155.63
15.3109,15.47,59.0,9.97,63.52000000000001,1.6,155.38
15.3208,15.47,59.0,10.16,61.32000000000002,1.6,155.98
15.3903,15.475,60.0,10.16,60.99000000000001,1.6,156.31
15.3903,15.475,59.0,10.16,64.09,1.6,156.31
15.3607,15.495,58.0,8.49,67.81,1.6,155.89
15.3409,15.465,59.0,9.39,68.51999999999998,1.6,155.58
15.3509,15.47,59.0,9.2,63.51000000000002,1.6,155.79
15.3605,15.47,60.0,9.2,63.31,1.6,155.99
15.3605,15.48,59.0,7.88,61.81,1.6,155.99
15.3902,15.475,59.0,10.48,56.0,1.6,157.1
15.42,15.495,60.0,9.45,61.04000000000002,1.6,157.26
15.2502,15.465,58.0,10.16,55.72999999999999,1.6,156.87
15.42,15.445,59.0,10.16,55.69999999999999,1.6,156.9
15.42,15.46,59.0,9.07,63.5,1.6,156.9
15.4701,15.489999999999998,59.0,8.94,64.53999999999999,1.6,157.06
15.39,15.445,59.0,8.68,64.43,1.6,156.97
15.3901,15.465,59.0,8.68,63.47,1.6,157.93
15.4105,15.465,61.0,9.07,54.06999999999999,1.6,157.93
15.4105,15.45,61.0,9.84,50.0,1.6,161.0
15.45,15.47,58.0,7.68,58.96000000000001,1.6,160.54
15.37,15.465,60.0,8.94,48.78999999999999,1.6,161.11
15.3801,15.465,59.0,8.94,48.68000000000001,1.6,161.22
15.6406,15.44,59.0,8.87,51.68000000000001,1.6,161.22
15.6406,15.46,59.0,8.87,53.79999999999998,1.6,160.9
15.3306,15.48,59.0,8.75,46.69,1.6,160.81
15.4608,15.47,59.0,10.16,42.329999999999984,1.6,160.87
15.3,15.495,60.0,10.16,42.10999999999999,1.6,161.09
15.6202,15.495,59.0,8.68,52.60999999999999,1.6,161.09
15.6202,15.45,59.0,8.49,52.88000000000002,1.6,160.92
15.4001,15.475,59.0,8.07,59.73000000000002,1.6,160.67
15.4344,15.47,60.0,9.45,47.579999999999984,1.6,161.12
15.4401,15.455,59.0,9.45,47.28,1.6,161.42
15.14,15.445,59.0,9.07,49.18000000000001,1.6,161.42
15.14,15.45,59.0,9.45,49.51000000000002,1.6,160.89
15.4,15.48,59.0,9.58,45.00999999999999,1.6,160.59
15.3701,15.485,60.0,8.3,45.10999999999999,1.6,160.99
15.3,15.495,59.0,8.3,44.93000000000001,1.6,161.17
15.3,15.495,59.0,9.39,44.33000000000001,1.6,161.17
15.3,15.49,59.0,9.07,54.00999999999999,1.6,161.09
15.4204,15.47,59.0,9.58,48.03999999999999,1.6,160.66
15.4,15.465,59.0,8.55,54.13000000000002,1.6,160.67
15.35,15.47,60.0,8.55,53.48000000000002,1.6,161.32
15.3101,15.47,60.0,9.2,47.38,1.6,161.32
15.3101,15.465,59.0,10.16,45.83000000000001,1.6,161.47
15.35,15.48,59.0,9.77,49.41,1.6,160.79
15.3502,15.475,59.0,8.75,45.25,1.6,160.55
15.41,15.465,60.0,8.75,44.670000000000016,1.6,161.13
15.37,15.465,60.0,7.97,56.27000000000001,1.6,161.13
15.37,15.48,59.0,8.75,46.51000000000002,1.6,161.29
15.4,15.465,59.0,7.3,55.92999999999998,1.6,160.77
15.4101,15.465,59.0,6.49,59.41,1.6,160.59
15.41,15.475,60.0,6.49,59.02000000000001,1.46,160.98
15.37,15.48,59.0,6.88,62.82000000000002,1.46,160.98
15.37,15.485,60.0,8.0,63.28,1.46,161.12
15.4,15.475,59.0,6.59,60.81,1.46,160.99
15.3601,15.48,59.0,5.5,67.03,1.46,160.77
15.4206,15.45,60.0,5.5,66.88000000000002,1.46,160.92
15.38,15.45,60.0,7.88,56.68000000000001,1.46,160.92
15.38,15.465,59.0,8.2,61.0,1.46,161.1
15.39,15.435,60.0,6.08,58.53999999999999,1.46,161.16
15.37,15.46,59.0,9.2,44.53999999999999,1.46,160.96
15.37,15.445,60.0,9.2,44.72,1.46,160.78
15.32,15.48,59.0,6.69,58.91999999999999,1.46,160.78
15.3102,15.495,60.0,7.97,58.49000000000001,1.46,161.01
15.4703,15.47,60.0,8.3,49.98999999999998,1.46,161.11
15.4204,15.485,59.0,10.48,48.23999999999998,1.46,160.96
15.4204,15.48,59.0,10.48,48.42999999999998,1.46,160.77
15.4803,15.48,59.0,7.78,52.329999999999984,1.46,160.77
15.42,15.465,60.0,9.65,53.76999999999998,1.46,160.93
15.4802,15.465,59.0,8.87,49.16999999999999,1.46,161.03
15.4004,15.46,59.0,7.88,57.97999999999999,1.46,160.72
15.4004,15.465,58.0,7.88,60.41999999999999,1.46,158.28
15.4202,15.48,58.0,9.26,62.81999999999999,1.46,158.28
15.4,15.47,60.0,8.87,61.44999999999999,1.46,158.75
15.41,15.475,59.0,8.75,51.88,1.46,159.32
15.2901,15.47,59.0,8.75,52.63999999999999,1.46,158.56
15.2901,15.445,58.0,7.59,63.74000000000001,1.46,158.56
15.34,15.445,58.0,7.59,68.25,1.46,156.75
15.35,15.45,59.0,6.59,68.5,1.46,156.6
15.34,15.49,60.0,8.94,64.32999999999998,1.46,157.27
15.3403,15.46,59.0,8.94,64.59,1.46,157.01
15.3403,15.465,59.0,6.49,69.49000000000001,1.46,157.01
15.4001,15.475,59.0,7.88,63.62000000000001,1.46,156.88
15.3903,15.465,60.0,7.78,59.71000000000001,1.46,157.09
15.3805,15.475,59.0,8.36,61.57000000000002,1.46,157.23
15.47,15.45,59.0,8.36,61.64000000000002,1.46,157.16
15.47,15.495,59.0,8.2,63.53999999999999,1.46,157.16
15.48,15.495,59.0,7.78,68.51000000000002,1.46,156.79
15.4702,15.485,59.0,8.75,61.52000000000001,1.46,156.78
15.4801,15.465,60.0,9.45,59.58000000000001,1.46,157.22
15.51,15.48,59.0,9.45,59.86000000000002,1.46,156.94
15.51,15.495,59.0,7.78,67.06,1.46,156.94
15.51,15.44,59.0,8.55,65.70000000000002,1.46,156.6
15.4601,15.48,59.0,9.58,61.30000000000001,1.46,156.5
15.47,15.455,59.0,8.3,62.0,1.46,157.1
15.4505,15.465,59.0,8.3,61.15000000000001,1.46,157.95
15.4505,15.485,59.0,9.2,64.25,1.46,157.95
15.49,15.465,58.0,8.75,63.12000000000001,1.46,157.18
15.29,15.465,59.0,7.78,54.15000000000001,1.46,156.85
15.1,15.505,58.0,7.78,70.48999999999998,1.46,153.71
14.9313,15.515,56.0,7.78,75.25999999999998,1.46,148.94
14.9313,15.5,60.0,9.2,74.36000000000001,1.46,148.94
15.07,15.53,62.0,7.97,74.50999999999998,1.46,150.49
15.1201,15.545,61.0,7.59,78.09,1.46,151.41
15.03,15.535,59.0,10.16,79.63999999999999,1.46,148.46
15.03,15.51,59.0,10.16,81.01999999999998,1.46,147.08
15.0204,15.555,61.0,8.36,83.61999999999998,1.46,147.08
15.05,15.555,61.0,8.68,79.72,1.46,148.38
15.11,15.555,61.0,7.39,82.44999999999997,1.46,148.55
15.1501,15.57,61.0,8.75,76.07999999999998,1.46,148.62
15.1501,15.535,61.0,8.75,76.28,1.46,148.42
15.14,15.57,61.0,7.59,79.48000000000002,1.46,148.42
15.0601,15.57,61.0,7.68,79.91,1.46,148.09
15.1302,15.57,62.0,6.88,78.08000000000001,1.46,148.22
15.2302,15.58,61.0,6.78,75.64000000000001,1.46,148.26
15.2302,15.57,61.0,6.78,73.70000000000002,1.46,150.2
15.3206,15.56,63.0,6.88,61.600000000000016,1.46,150.2
15.2106,15.58,60.0,5.88,60.170000000000016,1.46,153.23
15.1901,15.58,60.0,7.17,53.39000000000002,1.46,151.91
15.1805,15.6,60.0,5.88,48.55000000000001,1.46,151.85
15.1805,15.575,62.0,5.88,47.35,1.46,153.05
15.07,15.605,60.0,8.0,47.75,1.46,153.05
15.0602,15.58,60.0,6.98,53.25,1.46,151.95
15.1407,15.605,60.0,5.88,45.84,1.46,150.96
15.1407,15.585,62.0,7.3,37.96000000000001,1.46,151.64
15.1301,15.61,62.0,7.3,36.78,1.46,152.82
15.06,15.55,61.0,6.69,41.08000000000001,1.46,152.82
15.1603,15.515,60.0,5.59,40.93000000000001,1.46,152.67
15.1304,15.515,59.0,8.0,29.629999999999995,1.46,151.27
15.1304,15.510000000000002,60.0,6.69,43.94,1.46,151.36
15.1602,15.465,59.0,6.69,42.58000000000001,1.46,152.72
15.2401,15.465,59.0,5.59,45.28,1.46,152.72
15.06,15.47,59.0,6.78,43.90000000000001,1.46,152.5
15.1401,15.48,58.0,8.0,30.629999999999995,1.46,151.47
15.1401,15.46,60.0,6.08,36.33000000000001,1.46,151.47
15.1001,15.48,59.0,6.08,36.33000000000001,1.46,151.47
15.0905,15.46,60.0,5.88,35.120000000000005,1.46,152.98
15.1401,15.47,58.0,6.69,36.50999999999999,1.46,152.59
15.1102,15.47,59.0,6.98,39.91,1.46,152.29
15.1102,15.455,60.0,6.98,39.56,1.46,152.64
15.15,15.48,59.0,5.79,43.76000000000002,1.46,152.64
15.17,15.455,59.0,5.88,45.06,1.46,152.84
15.14,15.44,59.0,6.17,44.03999999999999,1.46,152.56
15.14,15.47,59.0,7.07,38.920000000000016,1.46,151.88
15.18,15.47,59.0,7.07,38.49000000000001,1.46,152.31
15.3602,15.455,59.0,5.88,45.69,1.46,152.31
15.4,15.44,60.0,8.36,43.11999999999998,1.46,153.58
15.2904,15.46,58.0,7.0,29.539999999999992,1.46,153.36
15.2904,15.46,59.0,6.88,39.69999999999999,1.46,152.8
15.1005,15.45,58.0,6.88,39.72,1.46,152.78
15.02,15.435,59.0,7.97,32.120000000000005,1.46,152.78
15.11,15.48,59.0,7.78,37.010000000000026,1.46,153.39
15.1101,15.47,58.0,7.17,39.829999999999984,1.46,153.37
15.1101,15.46,58.0,6.69,39.25,1.46,152.85
14.96,15.435,59.0,6.69,38.85,1.46,153.25
15.03,15.42,59.0,7.3,39.05000000000001,1.46,153.25
14.9801,15.47,59.0,7.97,37.16999999999999,1.46,153.43
15.0304,15.45,58.0,8.3,37.21000000000001,1.46,153.29
15.0304,15.45,59.0,7.78,38.610000000000014,1.46,152.79
15.0304,15.46,58.0,7.78,39.22,1.46,152.18
15.0903,15.455,59.0,7.3,40.41999999999999,1.46,152.18
15.03,15.455,59.0,5.79,46.0,1.46,151.8
15.1401,15.44,60.0,6.78,44.87000000000001,1.46,152.03
