<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
stw,draft,foc,ws,wd,swh,vslHeading
19.0703,15.41,117.0,10.0,294.55,1.08,79.15
19.0713,15.375,118.0,9.0,294.32,1.08,79.68
19.101,15.375,117.0,9.0,294.24,1.08,79.76
19.101,15.46,116.0,9.0,293.14,1.08,79.76
19.1905,15.43,116.0,9.0,293.32,1.08,78.98
19.2309,15.425,117.0,12.67,292.7,1.08,79.1
19.2104,15.455,116.0,9.0,293.25,1.08,79.45
19.3111,15.43,116.0,9.0,293.17,1.08,79.53
19.3111,15.415,115.0,9.0,292.87,1.08,79.53
19.25,15.44,116.0,9.0,293.57,1.08,78.83
19.2103,15.41,117.0,9.0,292.49,1.08,79.21
19.3207,15.415,116.0,9.0,293.5,1.08,79.3
19.321,15.415,116.0,9.0,293.91,1.08,78.89
19.321,15.44,115.0,9.0,293.51,1.08,78.89
19.3615,15.38,117.0,9.0,293.43,1.08,79.37
19.3408,15.41,115.0,9.0,292.44,1.08,79.46
19.2715,15.395,115.0,9.0,293.28,1.08,79.32
19.2106,15.395,114.0,9.0,293.62,1.08,78.98
19.2106,15.415,116.0,9.0,294.32,1.08,78.98
19.2704,15.405,115.0,9.0,295.08,1.08,78.92
19.2911,15.415,116.0,12.8,294.8,1.08,79.1
19.233,15.415,116.0,9.0,293.67,1.08,79.33
19.3215,15.415,116.0,9.0,293.89,1.08,79.11
19.3215,15.415,116.0,12.28,293.5900000000001,1.08,79.11
19.3205,15.395,116.0,9.0,295.78,1.08,78.72
19.3605,15.445,116.0,12.47,293.86,1.08,79.14
19.3507,15.44,116.0,9.0,298.1,1.08,79.4
19.3213,15.425,115.0,9.0,298.62,1.08,78.88
19.3213,15.445,116.0,9.0,297.12,1.08,78.88
19.3505,15.41,116.0,9.0,299.96,1.08,79.04
19.2103,15.45,115.0,9.0,298.63,1.08,79.17
19.2604,15.45,116.0,10.0,299.6,1.08,79.0
19.2208,15.395,115.0,10.0,299.62,1.08,78.98
19.2208,15.39,116.0,12.86,299.12,1.08,78.98
19.3204,15.395,116.0,11.25,293.19,1.08,79.21
19.2802,15.405,115.0,10.0,299.21,1.08,78.69
19.3001,15.405,115.0,9.0,299.95,1.08,78.65
19.1703,15.435,117.0,9.0,299.2,1.08,79.4
19.1703,15.4,117.0,12.86,296.8,1.08,79.4
19.1808,15.42,118.0,12.47,291.62,1.08,81.68
19.2,15.365,115.0,9.0,292.57,1.08,80.63
19.1301,15.365,118.0,9.0,290.64,1.08,82.66
19.3014,15.445,116.0,9.0,289.62,1.08,84.68
19.1301,15.44,115.0,12.28,289.88,1.08,83.72
19.1402,15.435,117.0,10.0,293.97,1.08,83.73
19.0303,15.395,117.0,10.0,293.62,1.08,84.08
19.0303,15.41,117.0,10.0,291.32,1.08,84.08
19.1306,15.405,116.0,10.0,290.75,1.08,83.85
19.05,15.395,117.0,9.0,290.41,1.08,83.69
19.1201,15.415,118.0,10.0,290.26,1.08,84.24
19.0803,15.415,117.0,15.24,290.75,1.26,83.75
19.0803,15.43,116.0,15.69,294.65,1.26,83.75
19.0504,15.42,118.0,15.05,294.4600000000001,1.26,83.94
19.1804,15.41,117.0,15.75,291.48,1.26,84.32
19.0708,15.405,115.0,13.0,295.47,1.26,82.73
18.9827,15.43,118.0,13.0,296.22,1.26,81.98
18.9827,15.425,115.0,16.27,298.82,1.26,81.98
19.0022,15.419999999999998,116.0,12.0,299.21,1.31,80.19
18.9815,15.420000000000002,114.0,12.0,302.66,1.31,77.44
18.891,15.4,116.0,12.0,307.34,1.31,75.26
18.891,15.4,120.0,12.0,306.2800000000001,1.31,76.32
19.0318,15.445,116.0,12.0,306.88,1.31,76.32
19.0132,15.425,116.0,13.0,309.67,1.31,74.13
19.0707,15.41,120.0,12.0,309.31,1.31,74.19
19.3413,15.415,117.0,12.0,309.76,1.31,73.94
19.3413,15.42,116.0,12.0,311.02,1.31,72.68
19.1002,15.405,118.0,12.0,310.72,1.31,72.68
19.1402,15.43,118.0,12.0,310.0,1.31,73.2
19.33,15.41,117.0,12.0,310.19,1.31,73.31
19.2702,15.375,116.0,12.0,309.39,1.31,72.41
19.2702,15.375,117.0,12.0,308.61,1.31,73.19
19.1112,15.425,117.0,12.0,308.51,1.31,73.19
19.0108,15.395,117.0,12.0,309.05,1.31,73.55
19.0109,15.385000000000002,117.0,12.0,310.05,1.31,73.35
19.2,15.41,118.0,12.0,308.8400000000001,1.31,73.46
19.2,15.44,119.0,12.0,306.57,1.31,75.73
19.2008,15.4,116.0,12.0,308.97,1.31,75.73
19.1004,15.415,117.0,12.0,309.11,1.31,74.69
19.0209,15.44,118.0,12.0,307.25,1.31,74.95
19.1815,15.44,120.0,12.0,303.4,1.31,77.0
19.1815,15.425,118.0,12.0,302.96,1.31,77.44
19.2613,15.45,115.0,12.0,305.86,1.31,77.44
19.05,15.37,117.0,12.0,305.83,1.31,76.67
18.9104,15.43,118.0,12.0,306.26,1.31,77.14
19.1608,15.39,117.0,12.0,306.39,1.31,77.21
19.1608,15.385000000000002,117.0,12.0,307.34,1.31,76.26
19.08,15.415,119.0,12.0,306.34,1.31,76.26
19.1101,15.38,124.0,12.0,299.92,1.31,78.98
19.0929,15.39,121.0,15.5,290.19,1.31,90.31
18.8713,15.39,116.0,12.0,294.27,1.31,86.83
18.9103,15.42,116.0,12.0,298.82,1.31,84.48
18.89,15.375,122.0,12.0,296.54,1.31,85.16
18.8609,15.42,119.0,12.0,296.83,1.31,86.37
18.8609,15.4,116.0,12.0,297.45,1.31,85.75
18.97,15.425,118.0,12.0,296.45,1.31,85.75
18.91,15.405,118.0,12.0,295.85,1.31,85.75
18.8802,15.37,119.0,12.0,297.16,1.31,86.14
18.8802,15.37,118.0,12.0,297.62,1.31,85.88
18.9501,15.395,120.0,12.0,296.0900000000001,1.31,87.41
18.98,15.4,118.0,12.0,296.19,1.31,87.41
19.13,15.41,118.0,13.0,297.52,1.31,86.78
19.11,15.375,117.0,12.0,298.36,1.31,86.44
19.11,15.43,119.0,12.0,297.53,1.31,87.27
19.05,15.41,119.0,13.0,296.83,1.31,87.27
19.03,15.395,118.0,13.0,295.2,1.31,87.5
18.9108,15.43,117.0,12.0,297.51,1.31,86.69
18.9408,15.43,120.0,13.0,295.1,1.31,87.5
18.9408,15.425,118.0,13.0,294.4,1.31,88.2
18.9103,15.395,117.0,13.0,295.3,1.31,88.2
18.7901,15.415,121.0,13.0,295.62,1.31,87.48
18.92,15.435,120.0,12.0,293.6,1.31,88.3
18.77,15.41,118.0,12.0,293.78,1.31,88.22
18.77,15.405,119.0,12.0,294.23,1.31,87.77
18.96,15.395,119.0,12.0,295.03,1.31,87.77
19.0702,15.405,117.0,12.0,292.79,1.31,88.51
19.0001,15.415,117.0,12.0,294.0,1.31,87.7
18.9704,15.415,118.0,13.0,293.1,1.31,87.7
18.9704,15.38,120.0,13.0,291.17,1.31,89.63
19.0006,15.405,118.0,12.0,291.17,1.31,89.63
18.9401,15.415,117.0,12.0,290.49,1.31,88.91
18.7702,15.345,120.0,12.0,290.12,1.31,88.48
18.8808,15.425,119.0,13.0,290.57,1.31,88.83
18.8808,15.395,119.0,13.0,290.35,1.31,89.05
18.9406,15.43,118.0,12.0,290.95,1.31,89.05
19.0004,15.42,118.0,13.0,289.21,1.31,88.79
19.31,15.41,119.0,12.0,286.12,1.31,88.58
19.4007,15.41,117.0,12.0,288.49,1.31,89.41
19.4007,15.405,116.0,12.0,288.4,1.31,89.5
19.3301,15.425,115.0,13.44,284.4,1.31,89.5
19.2703,15.42,114.0,12.0,285.9,1.31,87.9
19.1908,15.405,115.0,15.88,283.55,1.31,89.75
19.1908,15.420000000000002,117.0,15.88,283.95,1.31,89.35
19.0003,15.385,115.0,12.0,284.05,1.31,89.35
19.04,15.42,117.0,12.0,284.81,1.31,89.29
19.0903,15.42,118.0,15.18,282.45,1.31,89.65
19.13,15.415,117.0,15.37,283.25,1.31,89.15
19.13,15.42,117.0,15.37,283.8400000000001,1.31,88.56
19.2109,15.365,117.0,12.0,285.54,1.31,88.56
19.0603,15.425,116.0,15.88,283.7,1.31,88.9
19.0003,15.420000000000002,118.0,12.0,283.88,1.31,89.62
18.8907,15.405,116.0,12.0,289.89,1.31,86.81
18.8907,15.435,112.0,12.0,295.12,1.31,81.58
18.6607,15.43,112.0,12.0,296.52,1.31,81.58
18.8802,15.39,120.0,12.0,296.51,1.31,81.79
18.8712,15.43,120.0,14.79,293.41,1.31,82.39
18.9619,15.43,119.0,12.0,296.2,1.31,82.4
18.9619,15.43,118.0,12.0,296.35,1.31,82.25
18.9004,15.43,118.0,12.0,294.35,1.31,82.25
18.8405,15.425,117.0,12.0,296.17,1.31,82.23
18.9415,15.405,121.0,12.0,289.96,1.31,84.54
18.9708,15.435,119.0,12.0,291.87,1.31,84.03
18.9708,15.36,115.0,12.0,292.0900000000001,1.31,83.81
18.9308,15.4,117.0,12.0,291.29,1.31,83.81
18.9527,15.415,119.0,12.0,294.55,1.31,84.55
18.9321,15.415,116.0,15.24,293.64,1.31,84.16
