STW,WindSpeed,WindAngle,Draft,M/E FOC (MT/days),B/L Flag
1.0,-33.86206118663348,25.658565548499322,-65.34577906169145,0.01147472858428955,50.68750145964248
1.0,-33.862462255237666,25.658618532811044,-65.41968003401497,0.01147472858428955,50.74580848142109
1.0,-33.86286332384187,25.65867151712277,-65.11614849617067,0.01147472858428955,50.9865737968281
1.0,-33.86326439244606,25.658724501434484,-65.10268138023677,0.01147472858428955,50.990782332328
1.0,-33.86366546105026,25.658777485746214,-65.33167030039608,0.01147472858428955,50.90376185879516
1.0,-33.86406652965445,25.658830470057932,-65.34728864163009,0.01147472858428955,50.89543871105015
1.0,-33.86446759825865,25.65888345436965,-65.15156922580982,0.01147472858428955,50.97610023760229
1.0,-33.86486866686284,25.65893643868137,-63.48790910442041,0.01147472858428955,51.27649356537364
1.0,-33.86526973546704,25.658989422993088,-65.10975950563568,0.01147472858428955,50.98940741251865
1.0,-33.86567080407124,25.659042407304806,-65.27152034700688,0.01147472858428955,50.93289962147714
1.0,-33.86607187267543,25.659095391616532,-65.13853270824828,0.01147472858428955,50.60280615833463
1.0,-33.866472941279625,25.65914837592825,-64.99414598405428,0.01147472858428955,51.022000450593154
1.0,-33.866874009883816,25.65920136023998,-64.85240459751387,0.01147472858428955,51.056333747974584
1.0,-33.867275078488014,25.659254344551698,-64.11795100240084,0.01147472858428955,51.18993725648737
1.0,-33.867676147092205,25.659307328863417,-65.41813506084894,0.01147472858428955,50.84454057382903
1.0,-33.868077215696395,25.65936031317514,-65.35269836896165,0.01147472858428955,50.894720620628235
1.0,-33.8684782843006,25.659413297486857,-65.33527450146292,0.01147472858428955,50.90454087611121
1.0,-33.868879352904784,25.659466281798586,-64.69529253131384,0.01147472858428955,51.09036112895884
1.0,-33.86928042150899,25.6595192661103,-65.21306474711912,0.01147472858428955,50.62737185648906
1.0,-33.86968149011318,25.659572250422023,-65.34777484191471,0.01147472858428955,50.898454841458204
1.0,-33.87008255871738,25.65962523473375,-64.2655548219607,0.01147472858428955,51.16752633133093
1.0,-33.87048362732157,25.659678219045468,-65.43019350810306,0.01147472858428955,50.83239991168709
1.0,-33.870838165283196,25.659731203357182,-64.88447544682458,0.01147472858428955,51.0502316323255
1.0,-33.87090277430906,25.65978418766891,-65.3071493287774,0.01147472858428955,50.91956836872948
1.0,-33.87096066683682,25.65983717198063,-65.15007464668332,0.01147472858428955,50.9789335964874
1.0,-33.87101855936458,25.659890156292352,-65.10947469797064,0.01147472858428955,50.59385437915301
1.0,-33.871076451892336,25.65994314060407,-65.18877676694171,0.01147472858428955,50.966040121516144
1.0,-33.8711343444201,25.659996124915796,-65.22043036112568,0.01147472858428955,50.9547748498457
1.0,-33.87119223694786,25.660049109227515,-65.44183460222892,0.01147472858428955,50.78932897576487
1.0,-33.87125012947562,25.660102093539233,-65.4325762690518,0.01147472858428955,50.760204174561494
1.0,-33.871308022003376,25.660155077850963,-64.78573339172527,0.01147472858428955,51.07203428993336
1.0,-33.87136591453115,25.66020806216268,-65.42615717381778,0.01147472858428955,50.83470183243774
1.0,-33.871423807058896,25.6602610464744,-64.84503286427393,0.01147472858428955,51.05898362292814
1.0,-33.871481699586674,25.66031403078612,-64.77402460255479,0.01147472858428955,51.07447421060417
1.0,-33.871539592114424,25.660367015097844,-65.09656597700439,0.01147472858428955,50.994808099413085
1.0,-33.871597484642194,25.660419999409555,-65.37530372242239,0.01147472858428955,50.70602517318716
1.0,-33.87165537716995,25.660472983721284,-65.22362386980447,0.01147472858428955,50.95294595778662
1.0,-33.87171326969771,25.660525968033003,-65.15011347692061,0.01147472858428955,50.97819478490679
1.0,-33.87177116222547,25.66057895234473,-65.26108043902805,0.01147472858428955,50.64843062193777
1.0,-33.871829054753235,25.66063193665645,-65.0939633697355,0.01147472858428955,50.995337944185984
1.0,-33.87188694728099,25.66068492096817,-65.02669221645003,0.01147472858428955,51.01422697649141
1.0,-33.87194483980875,25.660737905279888,-65.43534786670577,0.01147472858428955,50.777475802453544
1.0,-33.87200273233651,25.66079088959161,-65.43176326013688,0.01147472858428955,50.76824843363094
1.0,-33.87206062486427,25.660843873903328,-65.33922972709406,0.01147472858428955,50.900998082254816
1.0,-33.87211851739203,25.66089685821505,-64.87079514598918,0.01147472858428955,51.05282819312549
1.0,-33.8721764099198,25.66094984252677,-65.16793545062514,0.01147472858428955,50.97189967930595
1.0,-33.87223430244755,25.661002826838487,-65.02346602211946,0.01147472858428955,51.014862791425145
1.0,-33.872292194975316,25.661055811150216,-64.1314550973022,0.01147472858428955,51.18877828642838
1.0,-33.87235008750307,25.66110879546193,-65.42887468130272,0.01147472858428955,50.766662023778515
1.0,-33.87240798003084,25.661161779773654,-65.36159276721918,0.01147472858428955,50.700894978326545
1.0,-33.872465872558585,25.66121476408538,-65.4062350433316,0.01147472858428955,50.73622262596687
1.0,-33.87252376508636,25.661267748397094,-65.4064250098514,0.01147472858428955,50.73682120235208
1.0,-33.872581657614106,25.66132073270882,-64.8662217002061,0.01147472858428955,51.05367594262686
1.0,-33.872639550141876,25.661373717020545,-65.23597537454701,0.01147472858428955,50.64126594406043
1.0,-33.87269744266964,25.661426701332264,-64.79744864289101,0.01147472858428955,51.06900724102392
1.0,-33.8727553351974,25.661479685643982,-65.20424501623015,0.01147472858428955,50.958673651041785
1.0,-33.87281322772516,25.6615326699557,-65.38107821182065,0.01147472858428955,50.71639866370799
1.0,-33.872871120252924,25.66158565426743,-65.17339434522292,0.01147472858428955,50.96932514941599
1.0,-33.87292901278068,25.66163863857915,-65.2061854693284,0.01147472858428955,50.95776002930469
1.0,-33.872986905308444,25.661691622890874,-65.0532480368408,0.01147472858428955,51.006141862771806
1.0,-33.8730447978362,25.661744607202593,-64.77758126328465,0.01147472858428955,50.51579689811605
1.0,-33.873102690363964,25.66179759151431,-65.24852315530427,0.01147472858428955,50.64773310450581
1.0,-33.873160582891714,25.661850575826033,-65.43021098638523,0.01147472858428955,50.790367808715764
1.0,-33.873218475419485,25.66190356013775,-65.42931002882764,0.01147472858428955,50.80380710835457
1.0,-33.87327636794724,25.661956544449477,-64.58613353084326,0.01147472858428955,50.477759231282676
