STW,WindSpeed,WindAngle,Draft,M/E FOC (MT/days),B/L Flag
11.91499991416931,0.19763685981126805,321.0469153695985,11.85,1.2580188810825348,L
11.987500031789146,0.14218922457786282,320.35612566063276,11.85,1.186866855621338,L
11.952380906967887,0.06940687468673534,319.5863885534437,11.85,1.1223485867182414,L
11.920833190282185,0.21448908802420152,317.8938470284144,11.85,1.0858820676803589,L
11.942857106526695,0.11108623582355413,316.4426561494668,11.85,1.1288938969373703,L
12.081818277185613,0.29980378810553954,316.4327375524574,11.85,1.119752511382103,L
12.24583339691162,0.46710499775995407,313.26533614648014,11.85,1.1607661724090577,L
12.258333285649616,0.36600210115036375,310.6429780313843,11.85,1.1106376945972445,L
12.223529422984404,0.5107976076361963,309.3021839261055,11.85,1.1090502440929413,L
12.172727368094705,0.3584844745580562,312.42957069476444,11.85,1.1099205613136292,L
12.209999942779538,0.01773991075611936,313.11757157399103,11.85,1.1091363231341045,L
12.111764851738426,0.019930712043741694,309.69218868613245,11.85,1.1306444236210411,L
12.142857233683266,0.42293798087998535,307.85219210386276,11.85,1.1065638065338137,L
12.131818294525145,0.6216660148505001,307.16386330723765,11.85,1.1065638065338137,L
12.24736846120734,0.65669361254204,306.18886249462764,11.85,1.1065638065338137,L
12.252173962800398,0.46694551045775146,305.29386662443477,11.85,1.1065638065338137,L
12.184210576509175,0.19409640435775496,304.35219714045525,11.85,1.1065638065338137,L
12.127272779291324,0.15800643008356743,303.20497478379144,11.85,1.1065638065338137,L
12.127777894337974,0.30513092302575345,305.47363338725904,11.85,1.0563047230243685,L
12.213043544603432,0.5554147132817964,304.51053235928225,11.85,1.0391467532892995,L
12.200000087420143,0.38536843241329477,302.0522003038363,11.85,1.0812653700510662,L
12.128571419488814,0.9024762044964385,300.27095589041716,11.85,1.1158642768859863,L
12.050000017339533,0.5156406348798781,298.8622039755185,11.85,1.1158642768859863,L
12.075000047683716,0.27185910648093703,298.05073139597386,11.85,1.1158642768859863,L
12.228571380887713,0.1388237240307476,297.20845749974256,11.85,1.1158642768859863,L
12.395999946594234,0.488102373458168,298.4522109806538,11.85,1.205131721496582,L
12.315789373297438,0.5436053360613071,298.7133167816533,11.85,1.089263677597046,L
12.279999923706054,0.3432822889698972,296.29863879510333,11.85,1.1418067216873171,L
12.325000007947288,0.8100992052923541,295.0391700008641,11.85,1.1360477407773335,L
12.276470633114085,1.0379288801203719,294.20220791101457,11.85,1.141664981842041,L
12.269565292026687,0.8664471168665361,292.9653711946387,11.85,1.0885666608810425,L
12.234782592110012,0.34859624802516986,292.0141702138859,11.85,1.1382189393043518,L
12.231250047683716,0.025411569564706027,290.7258987818894,11.85,1.0876172884929056,L
12.200000047683716,0.5464087297414627,289.4772169291973,11.85,1.0881992424010325,L
12.18000011444092,0.7607716523309906,289.1307926873366,11.85,1.1226896047592163,L
12.125000039736431,0.7238425984379698,289.165676917021,11.85,1.1064009155545915,L
12.12631576939633,1.0778638980674622,288.26554822127025,11.85,1.102845515523638,L
12.039130459661068,1.1334516143958584,287.39388286074,11.85,1.106439423561096,L
12.184615391951342,0.8926551272754235,286.6688930590947,11.85,1.0787899522981204,L
