STW,WindSpeed,WindAngle,Draft,M/E FOC (MT/days),B/L Flag
12.830769245441143,10.129957420362704,49.52459667698372,7.2,1.3382144272327423,B
12.893749892711641,7.969291905499795,50.59959871148894,7.2,1.3359186574816704,B
12.965217341547428,5.076519558467127,51.70068520361275,7.2,1.333603905306922,B
12.961111068725586,9.78730453104066,49.64459688043425,7.2,1.330378284056981,B
12.899999989403618,9.014128162060391,50.09126486952931,7.2,1.3161175317234464,B
12.885714167640323,7.4638271107463305,50.692779281224375,7.2,1.3220717396054948,B
12.905263097662676,9.197472378803491,49.9109591573785,7.2,1.3237131558931792,B
12.8499999479814,9.658540691627753,49.29681940783223,7.2,1.328787977878864,B
12.870833277702332,8.343451143418456,48.27459849350623,7.2,1.3338642239570615,B
12.866666634877525,7.802850501061579,44.18368643010578,7.2,1.3326711157957714,B
12.836363619024105,9.007005106950949,42.42459947442842,7.2,1.3346248269081116,B
12.842857042948403,9.338099257174274,42.994595354555344,7.2,1.3375331461429596,B
12.86666652891371,7.875827420150895,41.907930518943374,7.2,1.3296359777450562,B
12.912499944369,6.993218772835721,41.57459718561003,7.2,1.3234952363100918,B
12.990000057220461,6.038734995042228,41.22459871148894,7.2,1.3161974719592504,B
12.945833245913189,6.262355565302832,41.3345977959616,7.2,1.3291506984017112,B
12.942857151939757,6.271226162625324,41.36031147132431,7.2,1.325105329354604,B
12.9949999332428,6.101051796677105,41.31459352350066,7.2,1.3246253362068765,B
12.972222222222221,6.849239667064028,41.641262835024094,7.2,1.402822534243266,B
13.020000076293945,7.297749794259188,37.83173829889128,7.2,1.359012277921041,B
13.000000050193384,4.775100789255055,26.329141530425375,7.2,1.3201091204370772,B
12.899999919690584,6.2127161745769675,25.67459947442839,7.2,1.3191039306776864,B
12.85,5.76491480454199,25.838235768706625,7.2,1.319461119802375,B
12.818181818181818,4.66967983751906,26.314596575258463,7.2,1.3225883096456528,B
12.904761859348842,4.216921247793607,26.54732418090478,7.2,1.3174435358781078,B
12.995454528115012,4.378863972816796,26.424595659731125,7.2,1.3224136273066205,B
12.969999933242798,4.197049351697771,26.50793153619597,7.2,1.271973264844794,B
12.652631558870015,5.737068917106847,28.831740478718302,7.2,1.1585598406584368,B
12.582352918737076,4.921332154621106,28.486360096340718,7.2,1.1661745560796637,B
12.490909099578856,5.421737068886988,28.741265305494693,7.2,1.1667760951178414,B
12.479999923706055,6.150013357490694,29.09959775781462,7.2,1.1652852571927583,B
12.45909088308161,6.1544499208672665,29.131741350649094,7.2,1.1642608245213826,B
12.47142859867641,5.600988022413388,28.901264462628262,7.2,1.173480855094062,B
12.468181826851584,4.650053992247768,28.474595850466017,7.2,1.1631643772125244,B
12.494444370269775,5.8457581163912025,29.07459616835743,7.2,1.164415350327125,B
12.487499992052712,7.387924490712872,30.274597948549513,7.2,1.1544070804820343,B
12.531818216497248,3.5182205726821256,34.13015104574458,7.2,1.1647626087069511,B
12.530000114440918,3.4017887356589234,34.054595964906895,7.2,1.1649168953299522,B
12.643750071525574,3.5294098276790393,26.637559470404597,7.2,1.1784536838531494,B
12.56250011920929,3.1164119323745023,21.15880723006933,7.2,1.173426866531372,B
12.638095265343075,6.391871772108145,10.760311907289719,7.2,1.1658871173858645,B
12.65238094329834,4.704975698897421,9.863485904956832,7.2,1.149121602376302,B
12.613636363636365,6.027720122615586,10.614596575258474,7.2,1.1583428700764975,B
12.61818196556785,4.7631493446392,9.951519793031906,7.2,1.2400929778814316,B
12.486363714391535,5.45264457968719,6.507928993064496,7.2,1.1443801017907949,B
12.518750071525574,5.282955819828234,6.566904408416491,7.2,1.1510928188051497,B
12.47999997138977,5.193386184622343,6.581263241925143,7.2,1.1428221199247572,B
12.557894807112847,5.275130421718767,6.496818899205948,7.2,1.1435725944382804,B
12.492307662963867,3.866501269041154,7.26348488770418,7.2,1.1478196457028391,B
12.442857061113632,5.8862685484534465,5.974598711488909,7.2,1.1459825833638508,B
12.523999977111814,3.963770424571392,7.145185241388987,7.2,1.1567452687483568,B
