STW,WindSpeed,WindAngle,Draft,M/E FOC (MT/days),B/L Flag
13.395999984741213,nan,nan,7.2,0.1708306074142456,B
13.187500079472859,nan,nan,7.2,0.1708306074142456,B
13.077272761951793,nan,nan,7.2,0.1708306074142456,B
12.983999900817869,nan,nan,7.2,0.1708306074142456,B
13.086363792419435,nan,nan,7.2,0.1708306074142456,B
13.162500143051147,nan,nan,7.2,0.1708306074142456,B
12.989473593862431,nan,nan,7.2,0.1708306074142456,B
12.658333381017052,nan,nan,7.2,0.1708306074142456,B
12.862962934705946,nan,nan,7.2,0.1708306074142456,B
13.060869548631752,nan,nan,7.2,0.1708306074142456,B
13.240000076293946,nan,nan,7.2,0.1708306074142456,B
13.212499856948853,nan,nan,7.2,0.1708306074142456,B
12.685185255827728,nan,nan,7.2,0.1708306074142456,B
12.575000143051147,nan,nan,7.2,0.1708306074142456,B
12.530000066757202,nan,nan,7.2,0.1708306074142456,B
12.553846249213587,nan,nan,7.2,0.1708306074142456,B
12.604166706403095,nan,nan,7.2,0.1708306074142456,B
12.650000132047213,nan,nan,7.2,0.1708306074142456,B
12.587500095367432,nan,nan,7.2,0.1708306074142456,B
12.531818216497248,nan,nan,7.2,0.1708306074142456,B
12.533333354526095,nan,nan,7.2,0.1708306074142456,B
12.734782633574113,nan,nan,7.2,0.1708306074142456,B
12.811111079321966,nan,nan,7.2,0.1708306074142456,B
12.678947348343696,nan,nan,7.2,0.1708306074142456,B
12.609523909432546,nan,nan,7.2,0.1708306074142456,B
12.503571442195348,nan,nan,7.2,0.1708306074142456,B
12.586956604667332,nan,nan,7.2,0.1708306074142456,B
12.734782675038213,nan,nan,7.2,0.1708306074142456,B
12.515999946594238,nan,nan,7.2,0.1708306074142456,B
12.7449999332428,nan,nan,7.2,0.1708306074142456,B
13.022727316076105,nan,nan,7.2,0.1708306074142456,B
12.919047628130233,nan,nan,7.2,0.1708306074142456,B
12.870588078218349,nan,nan,7.2,0.1708306074142456,B
12.818181774832986,nan,nan,7.2,0.1708306074142456,B
12.70000007417467,nan,nan,7.2,0.1708306074142456,B
12.447368370859245,nan,nan,7.2,0.1708306074142456,B
12.116666581895617,nan,nan,7.2,0.1708306074142456,B
12.140909108248625,nan,nan,7.2,0.1708306074142456,B
12.200000033659096,nan,nan,7.2,0.1708306074142456,B
12.259999961853028,nan,nan,7.2,0.1708306074142456,B
12.242105333428636,nan,nan,7.2,0.1708306074142456,B
12.184000129699704,nan,nan,7.2,0.1708306074142456,B
12.391999855041506,nan,nan,7.2,0.1708306074142456,B
12.47083330154419,nan,nan,7.2,0.1708306074142456,B
12.418181722814387,nan,nan,7.2,0.1708306074142456,B
12.305263268320186,nan,nan,7.2,0.1708306074142456,B
12.200000095367432,nan,nan,7.2,0.1708306074142456,B
12.35217388816502,nan,nan,7.2,0.1708306074142456,B
12.253846205197847,nan,nan,7.2,0.1708306074142456,B
12.274999856948853,nan,nan,7.2,0.1708306074142456,B
12.404999923706054,nan,nan,7.2,0.1708306074142456,B
12.316666642824806,nan,nan,7.2,0.1708306074142456,B
12.439130368440047,nan,nan,7.2,0.1708306074142456,B
12.5,nan,nan,7.2,0.1708306074142456,B
12.474999904632568,nan,nan,7.2,0.1708306074142456,B
12.592592663235136,nan,nan,7.2,0.1708306074142456,B
12.643999977111815,nan,nan,7.2,0.1708306074142456,B
12.676190557933989,nan,nan,7.2,0.1708306074142456,B
12.545454632152214,nan,nan,7.2,0.1708306074142456,B
12.343478161355725,nan,nan,7.2,0.1708306074142456,B
12.334615303919866,nan,nan,7.2,0.1708306074142456,B
12.445833285649616,nan,nan,7.2,0.1708306074142456,B
12.415789503800239,nan,nan,7.2,0.1708306074142456,B
12.469565142755926,nan,nan,7.2,0.1708306074142456,B
12.5,nan,nan,7.2,0.1708306074142456,B
12.519047555469331,nan,nan,7.2,0.1708306074142456,B
12.527999992370605,nan,nan,7.2,0.1708306074142456,B
12.56666673932757,nan,nan,7.2,0.1708306074142456,B
12.622222317589653,nan,nan,7.2,0.1708306074142456,B
12.555172525603194,nan,nan,7.2,0.1708306074142456,B
12.612000122070313,nan,nan,7.2,0.1708306074142456,B
12.525000047683715,nan,nan,7.2,0.1708306074142456,B
12.754166642824806,nan,nan,7.2,0.1708306074142456,B
12.886956463689387,nan,nan,7.2,0.1708306074142456,B
12.952173854993735,nan,nan,7.2,0.1708306074142456,B
12.831578907213713,nan,nan,7.2,0.1708306074142456,B
12.769230732550989,nan,nan,7.2,0.1708306074142456,B
12.743478277455205,nan,nan,7.2,0.1708306074142456,B
12.776190530686149,nan,nan,7.2,0.1708306074142456,B
12.777777830759685,nan,nan,7.2,0.1708306074142456,B
12.75,nan,nan,7.2,0.1708306074142456,B
12.773913093235183,nan,nan,7.2,0.1708306074142456,B
12.804545402526855,nan,nan,7.2,0.1708306074142456,B
12.866666674613953,nan,nan,7.2,0.1708306074142456,B
12.820833365122475,nan,nan,7.2,0.1708306074142456,B
12.773076827709492,nan,nan,7.2,0.1708306074142456,B
11.526315638893529,nan,nan,7.2,0.1708306074142456,B
10.463157754195363,nan,nan,7.2,0.1708306074142456,B
9.365217291790506,nan,nan,7.2,0.1708306074142456,B
7.795454502105713,nan,nan,7.2,0.1708306074142456,B
6.015000009536744,nan,nan,7.2,0.1708306074142456,B
4.88695650515349,nan,nan,7.2,0.15044760704040527,B
6.015789533916272,nan,nan,7.2,0.13006460666656494,B
7.827272805300626,nan,nan,7.2,0.13006460666656494,B
9.186956654424252,nan,nan,7.2,0.13006460666656494,B
10.57692318696242,nan,nan,7.2,0.13006460666656494,B
12.173684220564995,nan,nan,7.2,0.13006460666656494,B
12.65416665871938,nan,nan,7.2,0.13006460666656494,B
12.793749988079073,nan,nan,7.2,0.13006460666656494,B
12.854545376517557,nan,nan,7.2,0.13006460666656494,B
12.87916660308838,nan,nan,7.2,0.13006460666656494,B
12.795999946594238,nan,nan,7.2,0.13006460666656494,B
12.986363584345035,nan,nan,7.2,0.13006460666656494,B
13.060869631559953,nan,nan,7.2,0.13006460666656494,B
13.046153948857233,nan,nan,7.2,0.13006460666656494,B
13.054545532573352,nan,nan,7.2,0.13006460666656494,B
13.042857215518046,nan,nan,7.2,0.13006460666656494,B
12.904545437205922,nan,nan,7.2,0.13006460666656494,B
13.103846219869759,nan,nan,7.2,0.13006460666656494,B
12.935999946594238,nan,nan,7.2,0.13006460666656494,B
12.996000022888186,nan,nan,7.2,0.13006460666656494,B
12.957692293020393,nan,nan,7.2,0.13006460666656494,B
