stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
18.19,12.98,69.0,9.96,146.7,2.95,83.2,2019-12-22 16:00:00,35.7719,14.967832999999999,17.51,18.2,0.47,94.41
18.31,12.98,76.93,9.91,291.8,2.95,83.3,2019-12-22 16:01:00,35.772217,14.974082999999998,17.51,18.3,0.47,94.31000000000002
18.27,12.98,76.93,9.56,150.8,2.95,84.5,2019-12-22 16:02:00,35.7725,14.980332999999998,17.51,18.3,0.47,93.11
18.26,12.98,76.93,9.16,68.7,2.95,82.3,2019-12-22 16:03:00,35.772733,14.9866,17.51,18.3,0.47,95.31000000000002
18.24,12.98,69.0,9.2,203.5,2.95,82.2,2019-12-22 16:04:00,35.773183,14.9928,17.51,18.2,0.47,95.41
18.24,12.98,70.0,10.76,261.3,2.95,84.8,2019-12-22 16:05:00,35.773533,14.99905,17.51,18.3,0.47,92.81000000000002
18.38,12.98,76.93,10.46,137.5,2.95,83.1,2019-12-22 16:06:00,35.773717,15.005332999999998,17.51,18.3,0.47,94.51000000000002
18.25,12.98,67.0,11.6,152.29999999999995,2.95,81.9,2019-12-22 16:07:00,35.77408300000001,15.011567000000001,17.51,18.3,0.47,95.71
18.28,12.98,76.93,9.6,153.3,2.95,83.1,2019-12-22 16:08:00,35.77445,15.017717000000001,17.51,18.3,0.47,94.51000000000002
18.27,12.98,76.93,10.56,95.5,2.95,84.5,2019-12-22 16:09:00,35.7747,15.024083,17.51,18.4,0.47,93.11
18.28,12.98,76.93,9.36,84.29999999999998,2.95,83.9,2019-12-22 16:10:00,35.774867,15.0304,17.51,18.4,0.47,93.71
18.3,12.98,76.93,10.5,179.7,2.95,81.5,2019-12-22 16:11:00,35.775083,15.03665,17.51,18.3,0.47,96.11
18.16,12.98,69.0,10.2,103.5,2.95,82.0,2019-12-22 16:12:00,35.775533,15.042867000000001,17.51,18.3,0.47,95.61
18.26,12.98,76.93,9.76,43.2,2.95,83.0,2019-12-22 16:13:00,35.775833,15.04915,17.51,18.4,0.47,94.61
18.56,12.98,78.65,9.16,194.50000000000003,2.95,84.1,2019-12-22 16:14:00,35.776083,15.05535,17.51,18.5,0.47,93.51000000000002
18.46,12.98,76.93,10.01,158.8,2.95,82.6,2019-12-22 16:15:00,35.7762,15.061667000000002,17.51,18.4,0.47,95.01000000000002
18.23,12.98,67.0,9.06,110.2,2.95,81.3,2019-12-22 16:16:00,35.776533,15.068,17.51,18.2,0.47,96.31000000000002
18.34,12.98,76.93,10.6,113.6,2.95,82.5,2019-12-22 16:17:00,35.77688300000001,15.074233,17.51,18.3,0.47,95.11
18.37,12.98,76.93,9.51,312.4,2.95,83.8,2019-12-22 16:18:00,35.777167,15.080517,17.51,18.3,0.47,93.81000000000002
18.45,12.98,76.93,9.2,96.8,2.95,84.2,2019-12-22 16:19:00,35.7773,15.086782999999999,17.51,18.4,0.47,93.41
18.34,12.98,77.17,8.86,111.1,2.95,82.5,2019-12-22 16:20:00,35.77745,15.093,17.51,18.4,0.47,95.11
18.44,12.98,76.93,9.56,17.199999999999992,2.95,81.9,2019-12-22 16:21:00,35.7778,15.099383,17.51,18.4,0.47,95.71
18.41,12.98,76.93,9.51,272.8,2.95,82.8,2019-12-22 16:22:00,35.778083,15.105682999999999,17.51,18.4,0.47,94.81000000000002
18.5,12.98,76.93,9.31,340.9,2.95,83.3,2019-12-22 16:23:00,35.778333,15.111817000000002,17.51,18.4,0.47,94.31000000000002
18.38,12.98,76.93,9.36,312.3,2.95,83.8,2019-12-22 16:24:00,35.7786,15.11825,17.51,18.4,0.47,93.81000000000002
18.41,12.98,76.93,9.76,16.299999999999994,2.95,83.3,2019-12-22 16:25:00,35.77876699999999,15.124467000000001,17.51,18.4,0.47,94.31000000000002
18.27,12.98,76.93,9.56,93.7,2.95,82.8,2019-12-22 16:26:00,35.779033,15.13085,17.51,18.3,0.47,94.81000000000002
18.28,12.98,76.93,9.1,12.700000000000005,2.95,82.2,2019-12-22 16:27:00,35.779317,15.137067000000002,17.51,18.3,0.47,95.41
18.28,12.98,76.93,9.86,144.2,2.95,83.0,2019-12-22 16:28:00,35.7796,15.143267000000002,17.51,18.4,0.47,94.61
18.38,12.98,76.93,10.36,76.1,2.95,83.5,2019-12-22 16:29:00,35.77985,15.149667,17.51,18.4,0.47,94.11
18.24,12.98,68.0,9.7,244.9,2.95,84.4,2019-12-22 16:30:00,35.779967,15.155867,17.51,18.5,0.47,93.21
18.29,12.98,76.93,10.18,228.9,0.58,83.1,2019-12-22 16:31:00,35.780033,15.1622,17.96,18.5,0.47,94.51000000000002
18.38,12.98,76.93,9.93,200.3,0.58,81.8,2019-12-22 16:32:00,35.78026699999999,15.1686,17.96,18.4,0.47,95.81000000000002
18.34,12.98,76.93,9.83,92.0,0.58,82.9,2019-12-22 16:33:00,35.7806,15.1748,17.96,18.4,0.47,94.71
18.64,12.98,78.65,9.63,285.7,0.58,84.3,2019-12-22 16:34:00,35.7808,15.1812,17.96,18.5,0.47,93.31000000000002
18.52,12.98,78.65,9.63,338.7,0.58,83.3,2019-12-22 16:35:00,35.7809,15.1874,17.96,18.4,0.47,94.31000000000002
18.29,12.98,76.93,9.73,280.8,0.58,81.9,2019-12-22 16:36:00,35.7811,15.1937,17.96,18.3,0.47,95.71
18.21,12.98,67.0,10.03,239.4,0.58,82.1,2019-12-22 16:37:00,35.781417,15.20005,17.96,18.3,0.47,95.51000000000002
18.27,12.98,76.93,9.93,235.2,0.58,84.1,2019-12-22 16:38:00,35.781633,15.206233,17.96,18.4,0.47,93.51000000000002
18.41,12.98,76.93,11.08,180.40000000000003,0.58,84.2,2019-12-22 16:39:00,35.781717,15.21255,17.96,18.4,0.47,93.41
18.36,12.98,76.93,9.43,303.8,0.58,83.6,2019-12-22 16:40:00,35.78178300000001,15.21885,17.96,18.4,0.47,94.01000000000002
18.33,12.98,76.93,9.48,305.0,0.58,81.4,2019-12-22 16:41:00,35.781933,15.2251,17.96,18.3,0.47,96.21
18.26,12.98,76.93,10.13,134.39999999999998,0.58,82.2,2019-12-22 16:42:00,35.7822,15.231317,17.96,18.3,0.47,95.41
18.42,12.98,76.93,9.73,95.6,0.58,83.4,2019-12-22 16:43:00,35.78245,15.237617000000002,17.96,18.3,0.47,94.21
18.28,12.98,76.93,9.53,171.7,0.58,83.4,2019-12-22 16:44:00,35.782567,15.2439,17.96,18.4,0.47,94.21
18.4,12.98,76.93,9.73,192.4,0.58,81.9,2019-12-22 16:45:00,35.7827,15.250217000000001,17.96,18.5,0.47,95.71
18.3,12.98,76.93,10.93,125.5,0.58,82.4,2019-12-22 16:46:00,35.783017,15.2565,17.96,18.4,0.47,95.21
18.3,12.98,76.93,10.08,103.1,0.58,83.5,2019-12-22 16:47:00,35.78326699999999,15.262817000000002,17.96,18.5,0.47,94.11
18.4,12.98,76.93,10.43,104.5,0.58,83.7,2019-12-22 16:48:00,35.7834,15.269182999999998,17.96,18.6,0.47,93.91
18.5,12.98,76.93,10.08,254.8,0.58,82.7,2019-12-22 16:49:00,35.78345,15.275533,17.96,18.6,0.47,94.91
18.27,12.98,76.93,10.68,113.2,0.58,81.9,2019-12-22 16:50:00,35.783683,15.281882999999999,17.96,18.5,0.47,95.71
18.56,12.98,78.65,9.18,68.5,0.58,83.1,2019-12-22 16:51:00,35.78393300000001,15.288232999999998,17.96,18.5,0.47,94.51000000000002
18.48,12.98,76.93,9.28,320.9,0.58,83.8,2019-12-22 16:52:00,35.784067,15.2946,17.96,18.6,0.47,93.81000000000002
18.53,12.98,78.65,9.88,274.0,0.58,83.5,2019-12-22 16:53:00,35.78413300000001,15.300982999999999,17.96,18.6,0.47,94.11
18.42,12.98,76.93,9.98,295.3,0.58,81.8,2019-12-22 16:54:00,35.78425,15.307317000000001,17.96,18.5,0.47,95.81000000000002
18.28,12.98,76.93,9.38,86.60000000000002,0.58,82.2,2019-12-22 16:55:00,35.784517,15.31365,17.96,18.5,0.47,95.41
18.36,12.98,76.93,9.53,102.79999999999998,0.58,82.9,2019-12-22 16:56:00,35.784683,15.319982999999999,17.96,18.6,0.47,94.71
18.43,12.98,76.93,9.53,48.60000000000001,0.58,83.2,2019-12-22 16:57:00,35.7849,15.32635,17.96,18.6,0.47,94.41
18.4,12.98,76.93,9.98,198.1,0.58,83.0,2019-12-22 16:58:00,35.785067,15.332717,17.96,18.6,0.47,94.61
18.46,12.98,76.93,9.78,137.89999999999998,0.58,82.7,2019-12-22 16:59:00,35.78523300000001,15.339082999999999,17.96,18.6,0.47,94.91
18.6,12.98,78.65,10.73,134.5,0.58,82.7,2019-12-22 17:00:00,35.78543300000001,15.34545,17.96,18.6,0.47,94.91
18.68,12.98,78.65,10.18,120.3,0.58,83.3,2019-12-22 17:01:00,35.785667,15.3518,17.96,18.6,0.47,94.31000000000002
18.42,12.98,76.93,9.88,116.79999999999998,0.58,83.4,2019-12-22 17:02:00,35.78585,15.35815,17.96,18.5,0.47,94.21
18.3,12.98,76.93,9.68,161.4,0.58,83.5,2019-12-22 17:03:00,35.7861,15.364482999999998,17.96,18.5,0.47,94.11
18.49,12.98,76.93,10.38,115.1,0.58,82.5,2019-12-22 17:04:00,35.7863,15.3708,17.96,18.4,0.47,95.11
18.52,12.98,78.65,9.88,111.0,0.58,82.8,2019-12-22 17:05:00,35.786583,15.3771,17.96,18.4,0.47,94.81000000000002
18.48,12.98,76.93,10.13,88.19999999999996,0.58,84.0,2019-12-22 17:06:00,35.786883,15.3834,17.96,18.4,0.47,93.61
18.43,12.98,76.93,9.33,36.5,0.58,83.7,2019-12-22 17:07:00,35.787033,15.389682999999998,17.96,18.4,0.47,93.91
18.64,12.98,78.65,9.93,124.20000000000002,0.58,83.1,2019-12-22 17:08:00,35.787283,15.395983,17.96,18.4,0.47,94.51000000000002
18.4,12.98,76.93,9.43,65.60000000000001,0.58,83.2,2019-12-22 17:09:00,35.7875,15.40225,17.96,18.3,0.47,94.41
18.29,12.98,76.93,10.23,144.10000000000005,0.58,82.7,2019-12-22 17:10:00,35.78776699999999,15.408532999999998,17.96,18.3,0.47,94.91
18.51,12.98,78.65,10.38,137.70000000000002,0.58,81.6,2019-12-22 17:11:00,35.788083,15.414782999999998,17.96,18.3,0.47,96.01000000000002
18.56,12.98,78.65,9.33,29.8,0.58,82.5,2019-12-22 17:12:00,35.788483,15.42105,17.96,18.3,0.47,95.11
18.29,12.98,76.93,10.23,246.7,0.58,83.1,2019-12-22 17:13:00,35.7888,15.427267,17.96,18.2,0.47,94.51000000000002
18.21,12.98,68.0,10.23,270.7,0.58,83.7,2019-12-22 17:14:00,35.789066999999996,15.433532999999999,17.96,18.2,0.47,93.91
18.35,12.98,76.93,10.03,187.4,0.58,83.6,2019-12-22 17:15:00,35.789333,15.439767000000002,17.96,18.3,0.47,94.01000000000002
18.29,12.98,76.93,9.93,289.1,0.58,82.1,2019-12-22 17:16:00,35.78965,15.446,17.96,18.2,0.47,95.51000000000002
18.34,12.98,76.93,9.98,138.1,0.58,82.4,2019-12-22 17:17:00,35.790083,15.452217000000001,17.96,18.2,0.47,95.21
