stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
16.89,13.4,54.0,8.2,141.7,0.52,262.0,2020-01-01 03:54:00,38.697783,25.797683,13.51,17.0,0.03,143.0
17.04,13.4,53.0,10.7,134.1,0.52,262.0,2020-01-01 03:55:00,38.6972,25.7917,13.51,17.0,0.03,143.0
17.2,13.4,54.0,9.4,135.40000000000003,0.52,262.9,2020-01-01 03:56:00,38.696633,25.785683,13.51,17.0,0.03,142.10000000000005
17.22,13.4,54.0,9.1,122.8,0.52,263.0,2020-01-01 03:57:00,38.696083,25.779683,13.51,16.9,0.03,142.0
17.12,13.4,60.53,8.8,133.99999999999997,0.52,263.1,2020-01-01 03:58:00,38.695483,25.772767,13.51,16.9,0.03,141.89999999999995
17.09,13.4,60.53,8.5,127.0,0.52,263.3,2020-01-01 03:59:00,38.695017,25.767467,13.51,16.8,0.03,141.7
16.99,13.4,54.0,7.1,133.1,0.52,263.3,2020-01-01 04:00:00,38.694567,25.7618,13.51,16.8,0.03,141.7
17.05,13.4,60.53,8.5,129.5,0.52,262.8,2020-01-01 04:01:00,38.694117,25.755867000000002,13.51,16.8,0.03,142.2
16.96,13.4,54.0,9.9,116.50000000000004,0.52,262.4,2020-01-01 04:02:00,38.693483,25.74895,13.51,16.7,0.03,142.60000000000005
16.95,13.4,54.0,8.0,136.10000000000002,0.52,262.9,2020-01-01 04:03:00,38.693033,25.74315,13.51,16.8,0.03,142.10000000000005
16.93,13.4,54.0,11.6,125.4,0.52,263.7,2020-01-01 04:04:00,38.6926,25.7371,13.51,16.8,0.03,141.3
16.85,13.4,55.0,11.3,133.49999999999997,0.52,264.1,2020-01-01 04:05:00,38.6922,25.731117,13.51,16.8,0.03,140.89999999999995
16.81,13.4,55.0,10.9,130.29999999999998,0.52,263.8,2020-01-01 04:06:00,38.691866999999995,25.725133,13.51,16.9,0.03,141.2
