stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
12.23,12.11,25.38,2.0,259.3,0.8,188.0,2019-11-06 07:42:00,51.775917,3.2671330000000003,8.67,11.8,0.03,217.0
12.17,12.11,25.38,1.5,260.3,0.8,188.1,2019-11-06 07:43:00,51.772683,3.2666169999999997,8.67,11.5,0.03,216.9
12.61,12.11,25.42,3.7,197.9,0.8,230.6,2019-11-06 08:33:00,51.66605,3.22255,8.67,12.0,0.03,174.4
13.53,12.11,29.65,7.4,160.79999999999995,0.8,230.3,2019-11-06 08:34:00,51.663817,3.2181,8.67,12.9,0.03,174.7
14.12,12.11,32.36,6.8,190.0,0.8,220.5,2019-11-06 08:35:00,51.661516999999996,3.21345,8.67,13.2,0.03,184.5
14.1,12.11,33.01,4.6,202.9,0.8,210.3,2019-11-06 08:36:00,51.658533,3.20985,8.67,13.4,0.03,194.7
14.65,12.11,38.47,5.0,187.8,0.8,210.0,2019-11-06 08:37:00,51.65515,3.20675,8.67,14.0,0.03,195.0
15.23,12.11,37.74,3.4,214.7,0.8,210.0,2019-11-06 08:38:00,51.651633000000004,3.2034830000000003,8.67,14.7,0.03,195.0
15.87,12.11,43.34,3.0,202.7,0.8,203.2,2019-11-06 08:39:00,51.647967,3.200167,8.67,15.1,0.03,201.8
16.17,12.11,50.99,3.7,206.1,0.8,199.6,2019-11-06 08:40:00,51.643933000000004,3.197667,8.67,15.6,0.03,205.4
16.86,12.11,57.76,3.5,205.7,0.8,200.3,2019-11-06 08:41:00,51.6397,3.195217,8.67,16.2,0.03,204.7
17.38,12.11,62.11,3.3,209.6,0.8,200.0,2019-11-06 08:42:00,51.63535,3.192617,8.67,16.8,0.03,205.0
17.71,12.11,63.86,4.8,205.8,0.8,200.3,2019-11-06 08:43:00,51.63085,3.1899830000000002,8.67,17.2,0.03,204.7
17.9,12.11,68.66,4.4,203.7,0.8,200.1,2019-11-06 08:44:00,51.626317,3.1873169999999997,8.67,17.3,0.03,204.9
17.96,12.11,68.66,3.8,186.1,0.8,199.8,2019-11-06 08:45:00,51.621767,3.18465,8.67,17.4,0.03,205.2
18.01,12.11,70.77,4.1,191.2,0.8,200.0,2019-11-06 08:46:00,51.617183000000004,3.182,8.67,17.4,0.03,205.0
17.91,12.11,68.66,3.8,187.0,0.8,200.2,2019-11-06 08:47:00,51.61265,3.1793,8.67,17.3,0.03,204.8
