stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
14.93,12.68,43.0,15.7,348.6,0.78,357.7,2019-12-28 01:42:00,40.844,28.692833,7.87,14.8,0.66,227.3
14.93,12.68,43.0,15.7,348.6,0.78,357.7,2019-12-28 01:42:44,40.844,28.692833,7.87,14.8,0.66,227.3
14.91,12.68,41.0,14.9,0.5999999999999659,0.78,355.1,2019-12-28 01:43:00,40.848167,28.692783000000002,7.87,14.7,0.66,229.9
14.84,12.68,42.0,14.2,0.19999999999998866,0.78,353.7,2019-12-28 01:44:00,40.85215,28.6925,7.87,14.6,0.66,231.3
14.85,12.68,43.18,13.0,359.9,0.78,354.0,2019-12-28 01:45:00,40.85628300000001,28.69215,7.87,14.6,0.66,231.0
14.66,12.68,42.02,14.0,358.9,0.78,354.0,2019-12-28 01:46:00,40.86025,28.69185,7.87,14.3,0.66,231.0
14.13,12.68,40.82,14.8,353.79999999999984,0.78,354.1,2019-12-28 01:47:00,40.864167,28.691567,7.87,13.6,0.66,230.9
13.44,12.68,31.73,13.2,355.0,0.78,354.1,2019-12-28 01:48:00,40.867767,28.691316999999998,7.87,13.0,0.66,230.9
12.98,12.68,25.23,12.9,355.6,0.78,354.0,2019-12-28 01:49:00,40.87135,28.6911,7.87,12.5,0.66,231.0
12.67,12.68,25.13,12.8,352.7,0.78,353.6,2019-12-28 01:50:00,40.8747,28.690917,7.87,12.1,0.66,231.4
12.24,12.68,24.77,12.4,12.0,0.78,352.1,2019-12-28 01:51:00,40.878083000000004,28.690683,7.87,11.8,0.66,232.9
