stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
12.18,10.2,27.0,9.7,333.1,0.25,105.3,2019-12-05 15:50:00,51.855133,1.6454669999999998,14.37,11.7,0.03,299.7
12.3,10.2,24.89,5.6,324.0,0.25,105.4,2019-12-05 15:51:00,51.854017,1.6504330000000005,14.37,11.8,0.03,299.6
12.42,10.2,28.18,9.5,329.2,0.25,105.3,2019-12-05 15:52:00,51.852866999999996,1.655517,14.37,12.2,0.03,299.7
12.92,10.2,27.86,9.1,330.8,0.25,105.5,2019-12-05 15:53:00,51.8516,1.6607830000000001,14.37,12.5,0.03,299.5
12.92,10.2,27.86,9.1,330.8,0.25,105.5,2019-12-05 15:53:39,51.8516,1.6607830000000001,14.37,12.5,0.03,299.5
13.09,10.2,26.84,6.4,318.3,0.25,105.9,2019-12-05 15:54:00,51.8504,1.66615,14.37,12.8,0.03,299.1
13.27,10.2,31.0,7.6,328.1,0.25,105.2,2019-12-05 15:55:00,51.849167,1.6716,14.37,12.9,0.03,299.8
13.24,10.2,26.84,6.5,322.6,0.25,109.7,2019-12-05 15:56:00,51.847983,1.6771330000000002,14.37,13.0,0.03,295.3
13.15,10.2,27.44,9.8,300.9,0.25,120.5,2019-12-05 15:57:00,51.846483,1.6824830000000002,14.37,13.1,0.03,284.5
13.25,10.2,27.44,10.7,296.3,0.25,123.6,2019-12-05 15:58:00,51.84445,1.6874,14.37,13.1,0.03,281.4
13.26,10.2,32.0,12.5,284.8,0.25,123.9,2019-12-05 15:59:00,51.842267,1.692133,14.37,13.1,0.03,281.1
13.35,10.2,27.97,8.9,299.9,0.25,123.2,2019-12-05 16:00:00,51.840033,1.6968830000000001,14.37,13.2,0.03,281.8
13.54,10.2,31.0,9.8,296.6,0.25,122.5,2019-12-05 16:01:00,51.8378,1.7016830000000005,14.37,13.3,0.03,282.5
13.58,10.2,31.0,9.6,297.8,0.25,123.0,2019-12-05 16:02:00,51.835617,1.7065669999999995,14.37,13.4,0.03,282.0
13.6,10.2,31.0,8.3,309.8,0.25,123.2,2019-12-05 16:03:00,51.8334,1.71145,14.37,13.4,0.03,281.8
13.62,10.2,31.0,7.6,299.9,0.25,123.8,2019-12-05 16:04:00,51.831216999999995,1.716333,14.37,13.5,0.03,281.2
13.63,10.2,30.0,7.5,306.6,0.25,121.7,2019-12-05 16:05:00,51.828983,1.7212,14.37,13.4,0.03,283.3
13.53,10.2,29.0,9.7,321.2,0.25,113.3,2019-12-05 16:06:00,51.826867,1.7261,14.37,13.2,0.03,291.7
