stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
12.59,11.15,28.6,12.2,108.0,4.67,254.1,2019-12-09 12:00:00,53.924032999999994,7.10305,6.78,13.3,0.51,193.7
12.71,11.15,29.0,12.5,113.3,4.67,254.6,2019-12-09 12:01:00,53.92311700000001,7.09695,6.78,13.3,0.51,193.2
12.67,11.15,29.0,11.1,112.39999999999998,4.67,254.3,2019-12-09 12:02:00,53.922217,7.09075,6.78,13.3,0.51,193.5
12.68,11.15,28.22,11.9,120.8,4.67,253.6,2019-12-09 12:03:00,53.9213,7.084767,6.78,13.3,0.51,194.2
12.72,11.15,28.22,11.5,120.4,4.67,253.9,2019-12-09 12:04:00,53.920317000000004,7.078567,6.78,13.4,0.51,193.9
12.71,11.15,29.0,13.8,123.7,4.67,254.4,2019-12-09 12:05:00,53.919367,7.072617999999999,6.78,13.3,0.51,193.4
12.68,11.15,29.0,12.94,131.89999999999998,4.67,254.8,2019-12-09 12:06:00,53.91841700000001,7.066466999999999,6.78,13.2,0.51,193.0
12.51,11.15,28.6,12.09,134.4,4.67,255.7,2019-12-09 12:07:00,53.917483,7.060583,6.78,13.1,0.51,192.1
12.45,11.15,30.0,14.5,131.60000000000002,4.67,256.4,2019-12-09 12:08:00,53.916582999999996,7.0546169999999995,6.78,13.1,0.51,191.40000000000003
12.49,11.15,30.0,15.7,125.1,4.67,256.5,2019-12-09 12:09:00,53.915717,7.048667,6.78,13.0,0.51,191.3
12.39,11.15,29.24,15.6,128.7,4.67,255.5,2019-12-09 12:10:00,53.914867,7.0427,6.78,13.0,0.51,192.3
12.43,11.15,29.0,14.8,127.29999999999998,4.67,254.4,2019-12-09 12:11:00,53.91393299999999,7.03665,6.78,13.1,0.51,193.4
12.47,11.15,30.0,13.2,132.9,4.67,254.2,2019-12-09 12:12:00,53.912983,7.030817,6.78,13.1,0.51,193.6
12.44,11.15,26.06,7.8,116.7,4.67,254.5,2019-12-09 12:13:00,53.911983,7.024733,6.78,13.2,0.51,193.3
12.58,11.15,28.6,12.5,128.7,4.67,254.3,2019-12-09 12:14:00,53.911067,7.0188,6.78,13.2,0.51,193.5
12.62,11.15,28.22,11.4,130.8,4.67,253.6,2019-12-09 12:15:00,53.9101,7.012783,6.78,13.2,0.51,194.2
12.58,11.15,29.0,12.7,130.7,4.67,254.3,2019-12-09 12:16:00,53.90906700000001,7.00675,6.78,13.3,0.51,193.5
12.72,11.15,28.22,12.0,127.0,4.67,254.7,2019-12-09 12:17:00,53.908117000000004,7.000667,6.78,13.4,0.51,193.1
12.72,11.15,28.6,13.4,127.3,4.67,254.2,2019-12-09 12:18:00,53.9072,6.994567,6.78,13.4,0.51,193.6
12.66,11.15,28.22,11.8,126.7,4.67,253.8,2019-12-09 12:19:00,53.90623299999999,6.9884830000000004,6.78,13.4,0.51,194.0
12.66,11.15,28.6,12.4,126.60000000000002,4.67,254.7,2019-12-09 12:20:00,53.90525,6.982433,6.78,13.4,0.51,193.1
12.64,11.15,29.0,11.7,124.0,4.67,255.1,2019-12-09 12:21:00,53.904317000000006,6.976367,6.78,13.3,0.51,192.7
12.63,11.15,28.22,11.7,117.0,4.67,254.9,2019-12-09 12:22:00,53.90341700000001,6.970283,6.78,13.3,0.51,192.9
12.61,11.15,28.22,10.9,125.4,4.67,254.6,2019-12-09 12:23:00,53.9025,6.964217,6.78,13.3,0.51,193.2
12.64,11.15,29.0,12.5,124.2,4.67,254.4,2019-12-09 12:24:00,53.901582999999995,6.958083,6.78,13.4,0.51,193.4
12.62,11.15,28.6,12.7,123.29999999999998,4.67,254.3,2019-12-09 12:25:00,53.90065,6.951967,6.78,13.4,0.51,193.5
12.66,11.15,29.0,12.3,124.4,4.67,254.5,2019-12-09 12:26:00,53.8997,6.945883,6.78,13.4,0.51,193.3
12.75,11.15,28.98,15.1,125.6,4.67,254.9,2019-12-09 12:27:00,53.89871700000001,6.939767,6.78,13.4,0.51,192.9
12.76,11.15,30.0,14.4,130.3,4.67,255.2,2019-12-09 12:28:00,53.897767,6.933632000000001,6.78,13.4,0.51,192.6
12.74,11.15,29.0,16.1,144.9,4.67,256.5,2019-12-09 12:29:00,53.89685,6.927533,6.78,13.4,0.51,191.3
