stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
19.06,13.25,82.0,7.8,170.09999999999997,0.55,140.8,2019-09-20 13:12:00,38.9134,0.230467,2.86,19.4,0.03,264.2
19.02,13.25,81.0,7.8,162.2,0.55,140.8,2019-09-20 13:13:00,38.90915,0.234733,2.86,19.3,0.03,264.2
19.1,13.25,82.0,6.8,165.10000000000005,0.55,140.7,2019-09-20 13:14:00,38.904917,0.238983,2.86,19.3,0.03,264.3
19.05,13.25,82.0,5.0,224.1,0.55,140.6,2019-09-20 13:15:00,38.900667,0.24325,2.86,19.3,0.03,264.4
19.06,13.25,82.0,7.2,167.79999999999995,0.55,140.6,2019-09-20 13:16:00,38.896433,0.24751700000000001,2.86,19.3,0.03,264.4
19.07,13.25,81.0,6.8,165.7,0.55,140.8,2019-09-20 13:17:00,38.8922,0.251767,2.86,19.3,0.03,264.2
19.04,13.25,82.0,6.7,202.2,0.55,140.8,2019-09-20 13:18:00,38.88795,0.256,2.86,19.3,0.03,264.2
19.1,13.25,82.0,8.2,167.0,0.55,140.8,2019-09-20 13:19:00,38.88368300000001,0.26025,2.86,19.3,0.03,264.2
19.07,13.25,82.0,7.4,170.29999999999995,0.55,140.9,2019-09-20 13:20:00,38.879433,0.26448299999999997,2.86,19.3,0.03,264.1
19.07,13.25,82.0,6.8,165.90000000000003,0.55,140.7,2019-09-20 13:21:00,38.875167,0.268733,2.86,19.3,0.03,264.3
19.06,13.25,82.0,7.5,168.70000000000005,0.55,140.6,2019-09-20 13:22:00,38.870917,0.272983,2.86,19.4,0.03,264.4
19.08,13.25,82.0,8.4,160.9,0.55,140.9,2019-09-20 13:23:00,38.866667,0.27725,2.86,19.4,0.03,264.1
19.0,13.25,82.0,7.5,162.39999999999995,0.55,140.8,2019-09-20 13:24:00,38.862383,0.2815,2.86,19.4,0.03,264.2
19.02,13.25,81.0,6.9,162.39999999999995,0.55,140.8,2019-09-20 13:25:00,38.858133,0.28575,2.86,19.3,0.03,264.2
