Latitude,Longitude,speed,foc
50.00946458997238,-3.2021566447706475,9.081496772964583,23.058892654177214
49.92188424938477,-3.3510700663676656,8.516294602179357,24.526074850750817
49.833968721819716,-3.4999568188730934,7.930950169990261,22.238436663300966
49.74741921888649,-3.6488162472831114,7.42772063124048,20.19436017014263
49.66299419342239,-3.797877914205601,7.0521960842311415,18.633336386687798
49.566825223506974,-3.94697649631389,5.970798624029666,19.603175724937024
49.48967592590008,-4.095945715697158,6.032590857571082,19.35613619872068
49.40268455613631,-4.244942391973234,5.502828864282399,21.52
49.301187132161694,-4.394082907510914,4.101169902893013,23.57
49.21590104084996,-4.543027419873403,3.673934865392838,23.57
49.13183852235223,-4.691937781540126,3.32028390850533,23.57
49.03264118129886,-4.841085990133086,2.0569592132744354,23.57
48.9611290124259,-4.989687756854041,2.457902448789927,23.57
48.886320595493636,-5.141899122179941,2.6606664200680266,23.57
48.818469685804594,-5.290941603103235,3.281092400796269,23.57
48.75257428316618,-5.439731493442377,4.0189875596901725,23.57
48.693180239275605,-5.589096970187147,5.147984744280893,22.995708912386704
48.63585602767817,-5.738591598313214,6.401442302054841,17.85643582089552
48.57796849576356,-5.887858672865092,7.620947108519495,20.965736312011096
48.52074195868327,-6.037126948274411,8.88018759419682,23.323297047399343
48.45991662379522,-6.185948709171499,9.92299467706172,21.983877544049083
48.38414284440262,-6.333390025077621,10.06721869976285,21.64
