FOC_pred,FOC_act,stw,draft,windMperS
51.90564473622508,55.58,14.68,13.01,7
52.16129265132349,55.58,14.7,13.01,7
52.60031040892825,55.58,14.71,13.01,7
52.72957181958414,55.48,14.72,13.01,7
52.72957181958414,55.4,14.72,13.01,7
52.72957181958414,55.4,14.72,13.01,6
52.85900897652249,55.4,14.73,13.01,6
52.98862199913617,55.4,14.74,13.01,6
52.98862199913617,55.4,14.74,13.01,6
53.118411006818036,55.3,14.75,13.01,6
53.24837611896095,55.4,14.76,13.01,6
53.24837611896095,55.2,14.76,13.01,6
53.24837611896095,55.2,14.76,13.01,6
53.24837611896095,55.2,14.76,13.01,6
53.24837611896095,55.2,14.76,13.01,6
53.37851745495773,55.2,14.77,13.01,6
53.508835134201256,55.3,14.78,13.01,6
53.508835134201256,55.2,14.78,13.01,6
53.639329276084396,55.2,14.79,13.01,6
53.77000000000001,55.2,14.8,13.01,6
53.77000000000001,55.3,14.8,13.01,6
53.77000000000001,55.2,14.8,13.01,6
53.77000000000001,55.11,14.8,13.01,6
53.639329276084396,55.01,14.79,13.01,6
53.508835134201256,55.11,14.78,13.01,6
53.508835134201256,55.01,14.78,13.01,6
53.508835134201256,55.11,14.78,13.01,6
53.508835134201256,55.11,14.78,13.01,6
53.508835134201256,55.11,14.78,13.01,6
53.508835134201256,55.11,14.78,13.01,6
53.37851745495773,55.11,14.77,13.01,6
52.93241971493799,55.01,14.76,13.01,6
52.674679192941326,54.72,14.74,13.01,6
51.07657985361264,54.43,14.71,13.01,5
50.45286373172085,53.65,14.66,13.01,5
49.54289412514654,52.86,14.61,13.01,5
48.84914854699093,52.19,14.55,13.01,5
48.39528317632697,51.6,14.51,13.01,5
47.79255526666245,51.11,14.48,13.01,5
47.56848885471495,50.53,14.46,13.01,4
47.45668781509606,50.72,14.45,13.01,4
47.18926531089478,50.82,14.45,13.01,4
47.18926531089478,50.62,14.45,13.01,4
47.050662485255884,50.62,14.46,13.01,4
46.26305158221828,50.72,14.48,13.01,3
46.472758735493684,50.82,14.5,13.01,3
46.78840590478153,50.82,14.53,13.01,3
46.96433624072548,51.19,14.57,13.01,3
47.50817660331954,51.48,14.62,13.01,3
48.31172331238045,52.17,14.69,13.01,3
49.23948655850866,52.86,14.77,13.01,3
50.50603921123354,53.54,14.85,13.01,3
51.40371722539186,54.13,14.92,13.01,3
52.17988979220469,54.62,14.98,13.01,3
52.85231262104554,54.91,15.03,13.01,3
53.12810374758787,54.43,15.05,13.01,3
53.40462884875154,54.14,15.07,13.01,3
53.40462884875154,54.24,15.07,13.01,3
53.40462884875154,54.14,15.07,13.01,3
53.12810374758787,54.04,15.05,13.01,2
53.12810374758787,54.04,15.05,13.01,2
52.85231262104554,54.04,15.03,13.01,2
52.714691993450664,53.86,15.02,13.01,2
52.577254493743055,53.76,15.01,13.01,2
52.59985813487177,53.76,14.99,13.01,2
52.34009485623987,53.76,14.97,13.01,2
52.21047321121855,53.76,14.96,13.01,2
51.66174933097109,53.86,14.94,13.01,2
51.53264686422737,53.76,14.93,13.01,2
51.40371722539186,54.04,14.92,13.01,2
50.131226125983424,54.33,14.91,13.01,1
50.131226125983424,54.43,14.91,13.01,1
51.40371722539186,54.53,14.92,13.01,2
51.40371722539186,54.62,14.92,13.01,2
51.40371722539186,54.43,14.92,13.01,2
51.40371722539186,54.33,14.92,13.01,2
51.274960298705786,54.33,14.91,13.01,2
51.1463759684103,54.33,14.9,13.01,2
51.01796411874663,54.43,14.89,13.01,2
