FOC_pred,FOC_act,stw,draft,windMperS
69.72586245878557,0,16.09,11.29,4.75
138.88708614455774,0,15.24,11.29,6.2
138.88708614455774,0,15.24,11.29,6.2
72.3120323980248,0,16.18,11.29,8.3
66.2108639880727,0,15.71,11.29,9.72
66.2108639880727,0,15.71,11.29,9.72
154.9996182214778,0,16.07,11.29,10.58
33.29,0,10.93,11.29,9.82
33.29,0,10.93,11.29,9.82
33.29,0,10.93,11.29,9.82
37.30493107666806,0,11.27,11.29,11.28
37.30493107666806,0,11.27,11.29,11.28
90.26489015587713,0,15.59,11.29,11.28
90.26489015587713,0,15.59,11.29,11.28
80.43655582741565,0,16.48,11.29,11.67
80.43655582741565,0,16.48,11.29,11.67
43.03714292124029,0,12.96,11.29,12.75
43.03714292124029,0,12.96,11.29,12.75
43.03714292124029,0,12.96,11.29,12.75
41.63316061204028,0,12.57,11.29,10.98
69.26694686705702,0,15.57,11.29,11.64
69.26694686705702,0,15.57,11.29,11.64
69.26694686705702,0,15.57,11.29,12.8
40.71944973312554,0,11.62,11.29,12.8
53.95268457777344,0,11.62,11.29,13.92
38.01809439855849,0,11.62,11.29,13.5
38.01809439855849,0,11.62,11.29,13.5
38.01809439855849,0,11.62,11.29,13.13
40.71944973312554,0,11.62,11.29,12.3
40.71944973312554,0,11.62,11.29,12.3
40.71944973312554,0,11.62,11.29,12.3
69.24543039090683,0,15.57,11.29,12.3
155.0231894422304,0,19.63,11.29,11.75
122.7526770240631,0,19.37,11.29,11.8
122.7526770240631,0,19.37,11.29,11.8
49.91,0,14.2,11.29,10.65
38.474259548653606,0,11.87,11.29,10.65
38.474259548653606,0,11.87,11.29,10.65
37.020210366726886,0,12.35,11.29,9.97
37.020210366726886,0,12.35,11.29,9.97
37.020210366726886,0,12.35,11.29,9.97
37.020210366726886,0,12.35,11.29,9.17
37.020210366726886,0,12.35,11.29,9.17
36.42767983828324,0,12.35,11.29,8.59
64.15690975820846,0,15.62,11.29,7.46
64.15690975820846,0,15.62,11.29,7.46
64.15690975820846,0,15.62,11.29,7.46
63.755806750148736,0,15.62,11.29,3.05
63.755806750148736,0,15.62,11.29,3.05
63.755806750148736,0,15.62,11.29,3.05
64.60556480710196,0,15.13,11.29,1.31
65.90603565694812,0,15.62,11.29,8.3
54.15172331238045,0,14.69,11.29,8.3
89.55254383368296,0,14.69,11.29,3.41
63.967754470836354,0,15.58,11.29,3.41
63.57145258255176,0,15.57,11.29,3.41
68.3074614193608,0,15.81,11.29,9.94
65.90306999296803,0,15.62,11.29,9.94
65.90306999296803,0,15.62,11.29,9.94
65.74304528886177,0,15.58,11.29,10.33
65.75203365614075,0,15.58,11.29,8.45
65.75203365614075,0,15.58,11.29,8.45
64.01090569620956,0,15.58,11.29,7.68
44.21411225415774,0,13.87,11.29,7.68
44.22411225415773,0,13.87,11.29,5.78
43.51104683475949,0,13.87,11.29,4.45
43.51104683475949,0,13.87,11.29,4.45
43.51104683475949,0,13.87,11.29,4.45
84.38791064745388,0,14.32,11.29,4.32
142.9203295230035,0,15.57,11.29,2.82
142.9203295230035,0,15.57,11.29,2.18
63.14903496330263,0,15.57,11.29,4.64
63.14903496330263,0,15.57,11.29,4.64
63.14903496330263,0,15.57,11.29,3.58
63.52448553485211,0,15.57,11.29,3.4
63.52448553485211,0,15.57,11.29,3.41
63.24751848715246,0,15.57,11.29,2.97
33.65569089859758,0,12.17,11.29,2.72
33.65569089859758,0,12.17,11.29,2.72
33.65569089859758,0,12.17,11.29,2.72
33.68873312767507,0,12.17,11.29,5.23
33.757212013136325,0,12.17,11.29,3.43
33.757212013136325,0,12.17,11.29,3.43
63.69841963025141,0,15.57,11.29,3.84
63.69841963025141,0,15.57,11.29,3.84
63.69841963025141,0,15.57,11.29,3.84
63.69841963025141,0,15.57,11.29,3.42
63.69841963025141,0,15.57,11.29,3.42
63.44145258255176,0,15.57,11.29,4.72
71.58971754162276,0,15.57,11.29,2.7
71.58971754162276,0,15.57,11.29,2.7
63.23235372565071,0,15.57,11.29,2.94
103.15378277588934,0,15.57,11.29,3.26
103.15378277588934,0,15.57,11.29,3.26
65.14255210978689,0,15.57,11.29,2.52
64.30169467964372,0,15.57,11.29,4.19
62.71751848715246,0,15.57,11.29,3.56
62.71751848715246,0,15.57,11.29,3.56
56.39649019063212,0,15.1,11.29,5.46
62.989999999999995,0,15.6,11.29,4.91
62.68000000000001,0,15.6,11.29,4.69
85.64,0,15.6,11.29,7.4
61.52,0,15.6,11.29,7.4
85.64,0,15.6,11.29,7.4
85.64,0,15.6,11.29,7.4
85.64,0,15.6,11.29,7.4
63.81,0,15.6,11.29,9.86
90.01,0,15.6,11.29,9.86
63.45,0,15.6,11.29,9.86
63.45,0,15.6,11.29,9.86
125.88804974596263,0,15.57,11.29,15.15
70.89,0,15.6,11.29,15.15
