FOC_pred,FOC_act,stw,draft,windMperS
87.56914109145231,86.53,16.98,11.3,11
85.2924961829513,87.28,16.81,11.3,12
83.33346637663143,86.73,16.66,11.3,12
81.77942750085703,85.81,16.54,11.3,12
80.61914235822029,84.73,16.45,11.3,12
79.98,83.87,16.4,11.3,12
79.45690916244291,83.19,16.36,11.3,12
79.1963210051689,82.32,16.34,11.3,12
79.06626590072514,81.55,16.33,11.3,12
79.1963210051689,81.73,16.34,11.3,12
79.3265353932479,81.09,16.35,11.3,12
79.58744241023489,81.19,16.37,11.3,12
79.84898773153263,81.19,16.39,11.3,12
80.23519003771003,81.19,16.42,11.3,12
80.61914235822029,81.19,16.45,11.3,12
80.87588985344532,81.19,16.47,11.3,12
81.39125853114747,81.19,16.51,11.3,12
81.77942750085703,80.54,16.54,11.3,12
82.16900713759243,81.19,16.57,11.3,12
82.56,81.09,16.6,11.3,12
82.81720211311372,81,16.62,11.3,11
82.94603553449345,80.8,16.63,11.3,11
83.20416757302668,80.9,16.65,11.3,11
83.20416757302668,81.68,16.65,11.3,11
83.20416757302668,82.27,16.65,11.3,11
83.20416757302668,82.96,16.65,11.3,11
82.94603553449345,82.86,16.63,11.3,11
82.56,82.76,16.6,11.3,11
82.16900713759243,82.76,16.57,11.3,11
81.77942750085703,82.76,16.54,11.3,11
81.39125853114747,82.12,16.51,11.3,11
80.87588985344532,82.12,16.47,11.3,11
80.49100248983792,82.21,16.44,11.3,11
80.1075172644351,81.56,16.41,11.3,11
79.58744241023489,81.48,16.37,11.3,11
79.06626590072514,81.56,16.33,11.3,11
78.20693261655043,81.66,16.3,11.3,11
78.20693261655043,81.66,16.3,11.3,11
78.20693261655043,80.97,16.3,11.3,11
78.33851165711096,80.29,16.31,11.3,11
78.8066331528203,79.88,16.31,11.3,11
78.8066331528203,80.06,16.31,11.3,11
79.26834577031163,80.16,16.31,11.3,11
79.26834577031163,79.52,16.31,11.3,11
79.39457619912685,78.77,16.32,11.3,11
79.39457619912685,78.67,16.32,11.3,11
79.52096141692175,78.02,16.33,11.3,11
79.6475015185427,77.93,16.34,11.3,11
79.77419659883579,77.83,16.35,11.3,11
80.219334775054,78.02,16.35,11.3,11
80.46714607304163,78.02,16.37,11.3,11
80.84,78.12,16.4,11.3,11
80.71556363689972,78.12,16.39,11.3,11
76.46723478195413,78.12,16.38,11.3,10
76.46723478195413,78.12,16.38,11.3,10
76.35217947759321,77.76,16.38,11.3,10
76.72,77.57,16.4,11.3,10
76.73603450554633,77.57,16.41,11.3,10
76.86222271169012,77.47,16.42,11.3,10
76.86222271169012,77.66,16.42,11.3,10
77.1150606004212,77.66,16.44,11.3,10
77.1150606004212,77.66,16.44,11.3,10
77.28338724717177,77.66,16.46,11.3,10
77.54243951221902,77.76,16.48,11.3,10
77.67220167123756,78.35,16.49,11.3,10
77.80212130858514,78.35,16.5,11.3,10
77.80212130858514,78.16,16.5,11.3,10
78.06243340026445,78.25,16.52,11.3,10
78.19282604559481,78.45,16.53,11.3,10
78.32337655125127,78.64,16.54,11.3,10
78.58495152553992,78.74,16.56,11.3,10
78.80210445418479,78.83,16.58,11.3,10
78.97850032690141,78.64,16.59,11.3,10
79.23951227601948,78.83,16.61,11.3,10
79.62898571305635,78.83,16.64,11.3,10
80.15047255725007,79.21,16.68,11.3,10
80.54323267449922,79.17,16.71,11.3,10
80.94555661328101,79.55,16.74,11.3,10
81.59054111392643,79.55,16.79,11.3,10
82.11202211428035,78.77,16.83,11.3,10
82.74467516549178,78.77,16.88,11.3,10
83.26066938424913,78.77,16.92,11.3,10
83.64926956899771,78.67,16.95,11.3,10
84.03924776714439,78.38,16.98,11.3,10
84.43251374013954,78.09,17.01,11.3,10
84.65909835814603,78.09,17.03,11.3,10
85.04957000319182,78,17.06,11.3,10
85.44141735431582,78.19,17.09,11.3,10
85.96602465767634,78.19,17.13,11.3,10
86.09755996808173,78,17.14,11.3,10
86.3610913975651,77.62,17.16,11.3,10
86.7575419074598,77.76,17.19,11.3,10
87.0264870381343,77.37,17.21,11.3,10
87.29993732414134,77.28,17.23,11.3,10
87.57402317124784,77.37,17.25,11.3,10
