FOC_pred,FOC_act,stw,draft,windMperS
49.9183156177115,50.41,14.71,12.45,5
49.675319328608005,50.23,14.69,12.45,5
49.43298380398902,49.94,14.67,12.45,5
49.19130814424324,49.55,14.65,12.45,4
48.80478269883385,49.26,14.64,12.45,4
48.685843407169756,48.87,14.63,12.45,4
48.44845216881594,48.2,14.61,12.45,4
48.44845216881594,48.2,14.61,12.45,4
48.33,48.57,14.6,12.45,4
48.33,48.67,14.6,12.45,4
48.33,48.57,14.6,12.45,4
48.33,48.67,14.6,12.45,4
48.33,48.67,14.6,12.45,4
48.33,48.67,14.6,12.45,4
48.44845216881594,48.67,14.61,12.45,4
48.44845216881594,48.67,14.61,12.45,4
48.56706660085147,48.57,14.62,12.45,4
48.56706660085147,48.57,14.62,12.45,4
48.56706660085147,48.57,14.62,12.45,4
48.56706660085147,48.57,14.62,12.45,4
48.56706660085147,48.47,14.62,12.45,4
48.56706660085147,48.47,14.62,12.45,4
48.56706660085147,48.47,14.62,12.45,4
48.56706660085147,48.1,14.62,12.45,4
48.56706660085147,48.1,14.62,12.45,4
48.56706660085147,48.1,14.62,12.45,4
48.56706660085147,48,14.62,12.45,4
48.56706660085147,48.1,14.62,12.45,4
48.56706660085147,48.38,14.62,12.45,4
48.56706660085147,48.28,14.62,12.45,4
47.39401021248534,48.28,14.61,12.45,3
47.39401021248534,48.67,14.61,12.45,3
47.39401021248534,48.57,14.61,12.45,3
47.39401021248534,48.97,14.61,12.45,3
47.28,48.87,14.6,12.45,3
47.17463444352844,48.87,14.59,12.45,3
46.92564757387913,48.97,14.59,12.45,3
47.06941322341303,48.97,14.58,12.45,3
46.96433624072548,49.35,14.57,12.45,3
46.96433624072548,49.64,14.57,12.45,3
46.859403396537516,49.74,14.56,12.45,3
46.75461459192086,49.74,14.55,12.45,3
46.75461459192086,49.74,14.55,12.45,3
46.64996972794724,49.45,14.54,12.45,3
46.54546870568837,49.45,14.53,12.45,3
46.54546870568837,49.45,14.53,12.45,3
46.54546870568837,49.16,14.53,12.45,3
46.44111142621599,49.16,14.52,12.45,3
46.33689779060181,48.76,14.51,12.45,3
46.33689779060181,49.15,14.51,12.45,3
46.23282769991756,49.52,14.5,12.45,3
46.12890105523495,49.44,14.49,12.45,3
45.92147770816159,49.81,14.47,12.45,3
45.81798080791427,49.81,14.46,12.45,3
45.714626957955474,49.81,14.45,12.45,3
45.508348013190435,50.1,14.43,12.45,3
45.508348013190435,50.47,14.43,12.45,3
45.30264008244023,50.76,14.41,12.45,3
45.2,50.96,14.4,12.45,2
45.107281735101395,51.34,14.39,12.45,2
44.92223144185628,51.72,14.37,12.45,2
44.82989923453086,52.01,14.36,12.45,2
44.73769553408424,52.39,14.35,12.45,2
44.645620251026926,52.78,14.34,12.45,2
44.55367329586947,52.78,14.33,12.45,2
44.55367329586947,52.39,14.33,12.45,2
44.55367329586947,52.49,14.33,12.45,2
44.55367329586947,52.1,14.33,12.45,2
44.645620251026926,51.83,14.34,12.45,2
44.73769553408424,51.83,14.35,12.45,2
44.73769553408424,51.44,14.35,12.45,2
44.73769553408424,51.15,14.35,12.45,2
44.73769553408424,50.77,14.35,12.45,2
44.73769553408424,50.47,14.35,12.45,2
44.73769553408424,50.47,14.35,12.45,2
44.73769553408424,50.47,14.35,12.45,2
44.82989923453086,50.47,14.36,12.45,2
45.2,50.1,14.4,12.45,3
45.714626957955474,49.71,14.45,12.45,3
46.472758735493684,49.44,14.5,12.45,3
46.89391174456211,49.44,14.54,12.45,3
47.423621313177755,49.44,14.59,12.45,3
48.14139536458013,49.72,14.63,12.45,3
48.6121693890757,49.72,14.67,12.45,3
49.08551770122479,49.44,14.71,12.45,3
49.9488120787314,49.54,14.76,12.45,3
50.55883928149961,49.54,14.81,12.45,3
51.075938654209935,49.64,14.85,12.45,3
51.856827385066964,49.92,14.91,12.45,3
52.794408696174415,49.64,14.96,12.45,3
53.596668194842394,49.64,15.02,12.45,3
54.29156862464184,49.64,15.07,12.45,3
54.73713517104264,49.64,15.08,12.45,3
54.876356126176844,49.64,15.09,12.45,3
55.01576172446056,49.64,15.1,12.45,3
55.01576172446056,49.64,15.1,12.45,3
55.15535208825507,49.74,15.11,12.45,3
55.45535208825506,50.07,15.11,12.45,3
56.730819300040935,50.59,15.11,12.45,4
56.59072861236184,50.59,15.1,12.45,4
56.450823352435535,51.12,15.09,12.45,4
56.31110339746215,51.12,15.08,12.45,4
56.032218911174795,51.12,15.06,12.45,5
56.20305413426118,51.12,15.05,12.45,5
