FOC_pred,FOC_act,stw,draft,windMperS
70.61586245878556,0,16.09,11.29,4.75
54.78584948826125,0,14.65,11.29,6.2
54.78584948826125,0,14.65,11.29,6.2
65.66775447083636,0,15.58,11.29,8.3
59.41988487646921,0,15.11,11.29,9.72
59.41988487646921,0,15.11,11.29,9.72
64.3864736811144,0,15.46,11.29,10.58
62.133275083328336,0,14.99,11.29,9.82
62.133275083328336,0,14.99,11.29,9.82
73.5486378239636,0,15.46,11.29,11.89
73.5486378239636,0,15.46,11.29,11.89
73.504296541151,0,15.45,11.29,13.17
73.38713409623175,0,15.44,11.29,13.17
71.68300791251353,0,15.24,11.29,13.17
65.2100938027016,0,15.14,11.29,13.17
65.37065057715924,0,15.14,11.29,9.93
70.80515167417111,0,15.14,11.29,12.07
76.00056214258669,0,15.62,11.29,12.94
76.00056214258669,0,15.62,11.29,12.94
70.45606815800247,0,15.14,11.29,13.35
70.45606815800247,0,15.14,11.29,13.35
71.87634654523129,0,15.14,11.29,13.93
77.00175590184995,0,15.61,11.29,14.8
77.2986994866663,0,15.62,11.29,14.8
77.06755712858651,0,15.58,11.29,14.8
77.47573382268621,0,15.62,11.29,14.8
68.98569064111749,0,15.13,11.29,12.12
68.98569064111749,0,15.13,11.29,12.12
68.98569064111749,0,15.13,11.29,12.12
69.48275094504709,0,15.13,11.29,11.15
75.330447689187,0,15.62,11.29,11.93
75.330447689187,0,15.62,11.29,11.93
75.00440190782712,0,15.62,11.29,10.8
75.00440190782712,0,15.62,11.29,10.8
68.4351001852231,0,15.13,11.29,12.43
68.5151001852231,0,15.13,11.29,12.37
68.5151001852231,0,15.13,11.29,12.37
68.5151001852231,0,15.13,11.29,12.37
75.73242479850705,0,15.62,11.29,15.02
75.2732779432821,0,15.58,11.29,15.02
75.2732779432821,0,15.58,11.29,15.02
75.60424343776015,0,15.57,11.29,14.13
77.15671188597648,0,15.81,11.29,13.63
74.53459887975335,0,15.61,11.29,13.63
72.31072479771353,0,15.47,11.29,13.42
72.31072479771353,0,15.47,11.29,13.42
72.38766612672735,0,15.47,11.29,12.26
72.38766612672735,0,15.47,11.29,11.03
72.38766612672735,0,15.47,11.29,11.03
72.38766612672735,0,15.47,11.29,11.03
71.91807812024808,0,15.47,11.29,11.13
41.867457275947835,0,13.26,11.29,8.86
41.867457275947835,0,13.26,11.29,8.86
43.358963073377716,0,13.5,11.29,8.77
43.358963073377716,0,13.5,11.29,8.77
43.358963073377716,0,13.5,11.29,8.77
39.33732120250952,0,13.07,11.29,6.28
39.33732120250952,0,13.07,11.29,6.28
35.594239325275396,0,11.87,11.29,6.28
35.594239325275396,0,11.87,11.29,6.37
35.64116292074664,0,11.87,11.29,6.48
35.55423932527539,0,11.87,11.29,6.17
35.55423932527539,0,11.87,11.29,6.71
35.55423932527539,0,11.87,11.29,6.71
35.55423932527539,0,11.87,11.29,6.71
41.789549316061894,0,13.47,11.29,6.71
41.789549316061894,0,13.47,11.29,5.82
41.789549316061894,0,13.47,11.29,5.82
41.38181874103812,0,13.47,11.29,6.79
40.6971555222584,0,13.47,11.29,5.24
65.84510086790334,0,15.57,11.29,5.78
65.84510086790334,0,15.57,11.29,5.78
64.4084196302514,0,15.57,11.29,3.51
64.68296905870193,0,15.57,11.29,4.01
64.68296905870193,0,15.57,11.29,4.01
69.25,0,16,11.29,1.6
63.75841963025141,0,15.57,11.29,2.99
63.75841963025141,0,15.57,11.29,2.99
62.80780429720019,0,15.57,11.29,2.63
62.80780429720019,0,15.57,11.29,2.63
62.80780429720019,0,15.57,11.29,2.63
63.10083724950054,0,15.57,11.29,2.5
63.10083724950054,0,15.57,11.29,2.5
63.10083724950054,0,15.57,11.29,2.87
63.10083724950054,0,15.57,11.29,2.87
63.10083724950054,0,15.57,11.29,2.87
62.28999999999999,0,15.6,11.29,2.98
62.77000000000001,0,15.6,11.29,0.73
62.19,0,15.6,11.29,0.73
61.62,0,15.6,11.29,0.73
62.870000000000005,0,15.6,11.29,1.75
63.14,0,15.6,11.29,1.75
63.14,0,15.6,11.29,1.75
63.43000000000001,0,15.6,11.29,1.75
62.870000000000005,0,15.6,11.29,1.75
61.72999999999999,0,15.6,11.29,1.75
61.72999999999999,0,15.6,11.29,1.75
64.48448553485211,0,15.57,11.29,4.58
63.53,0,15.6,11.29,4.58
