FOC_pred,FOC_act,stw,draft,windMperS
49.768186104152534,50.41,14.71,12.45,5
49.53618964706608,50.23,14.69,12.45,5
49.304824043314625,49.94,14.67,12.45,5
49.07408843401001,49.55,14.65,12.45,4
48.968956608872716,49.26,14.64,12.45,4
48.853981960264086,48.87,14.63,12.45,4
48.62450376318874,48.2,14.61,12.45,4
48.62450376318874,48.2,14.61,12.45,4
48.50999999999999,48.57,14.6,12.45,4
48.50999999999999,48.67,14.6,12.45,4
48.50999999999999,48.57,14.6,12.45,4
48.50999999999999,48.67,14.6,12.45,4
48.50999999999999,48.67,14.6,12.45,4
48.50999999999999,48.67,14.6,12.45,4
48.62450376318874,48.67,14.61,12.45,4
48.62450376318874,48.67,14.61,12.45,4
48.739164380823084,48.57,14.62,12.45,4
48.739164380823084,48.57,14.62,12.45,4
48.739164380823084,48.57,14.62,12.45,4
48.739164380823084,48.57,14.62,12.45,4
48.739164380823084,48.47,14.62,12.45,4
48.739164380823084,48.47,14.62,12.45,4
48.739164380823084,48.47,14.62,12.45,4
48.739164380823084,48.1,14.62,12.45,4
48.739164380823084,48.1,14.62,12.45,4
48.739164380823084,48.1,14.62,12.45,4
48.739164380823084,48,14.62,12.45,4
48.739164380823084,48.1,14.62,12.45,4
48.739164380823084,48.38,14.62,12.45,4
48.739164380823084,48.28,14.62,12.45,4
48.26450376318874,48.28,14.61,12.45,3
48.26450376318874,48.67,14.61,12.45,3
48.26450376318874,48.57,14.61,12.45,3
48.26450376318874,48.97,14.61,12.45,3
48.150000000000006,48.87,14.6,12.45,3
48.04159505247638,48.87,14.59,12.45,3
48.10159505247638,48.97,14.59,12.45,3
47.93333860485764,48.97,14.58,12.45,3
47.82523055536179,49.35,14.57,12.45,3
47.82523055536179,49.64,14.57,12.45,3
47.71727080220687,49.74,14.56,12.45,3
47.609459243610885,49.74,14.55,12.45,3
47.609459243610885,49.74,14.55,12.45,3
47.50179577779186,49.45,14.54,12.45,3
47.39428030296784,49.45,14.53,12.45,3
47.39428030296784,49.45,14.53,12.45,3
47.39428030296784,49.16,14.53,12.45,3
47.286912717356834,49.16,14.52,12.45,3
47.17969291917686,48.76,14.51,12.45,3
47.17969291917686,49.15,14.51,12.45,3
47.07262080664594,49.52,14.5,12.45,3
46.96569627798211,49.44,14.49,12.45,3
46.75228956512778,49.81,14.47,12.45,3
46.64580717737333,49.81,14.46,12.45,3
46.539471966358036,49.81,14.45,12.45,3
46.327242667417075,50.1,14.43,12.45,3
46.327242667417075,50.47,14.43,12.45,3
46.11560085404908,50.76,14.41,12.45,3
46.01,50.96,14.4,12.45,2
45.91120184887853,51.34,14.39,12.45,2
45.71401711017472,51.72,14.37,12.45,2
45.61563033187715,52.01,14.36,12.45,2
45.51738048713894,52.39,14.35,12.45,2
45.419267480602464,52.78,14.34,12.45,2
45.32129121691009,52.78,14.33,12.45,2
45.32129121691009,52.39,14.33,12.45,2
45.32129121691009,52.49,14.33,12.45,2
45.32129121691009,52.1,14.33,12.45,2
45.419267480602464,51.83,14.34,12.45,2
45.51738048713894,51.83,14.35,12.45,2
45.51738048713894,51.44,14.35,12.45,2
45.51738048713894,51.15,14.35,12.45,2
45.51738048713894,50.77,14.35,12.45,2
45.51738048713894,50.47,14.35,12.45,2
45.51738048713894,50.47,14.35,12.45,2
45.51738048713894,50.47,14.35,12.45,2
45.61563033187715,50.47,14.36,12.45,2
46.01,50.1,14.4,12.45,3
46.539471966358036,49.71,14.45,12.45,3
47.022620806645946,49.44,14.5,12.45,3
47.451795777791865,49.44,14.54,12.45,3
47.991595052476384,49.44,14.59,12.45,3
48.393981960264085,49.72,14.63,12.45,3
48.85482404331462,49.72,14.67,12.45,3
49.31818610415253,49.44,14.71,12.45,3
49.862964664651074,49.54,14.76,12.45,3
50.45291563637319,49.54,14.81,12.45,3
50.946240325280755,49.64,14.85,12.45,3
51.69122612598342,49.92,14.91,12.45,3
52.330688261365694,49.64,14.96,12.45,3
53.09184668440441,49.64,15.02,12.45,3
53.74952030546459,49.64,15.07,12.45,3
53.83554822758903,49.64,15.08,12.45,3
53.96828218481376,49.64,15.09,12.45,3
54.101192181743755,49.64,15.1,12.45,3
54.101192181743755,49.64,15.1,12.45,3
54.23427833503889,49.74,15.11,12.45,3
53.757876699681304,50.07,15.11,12.45,3
54.73334391146716,50.59,15.11,12.45,4
54.60125840594117,50.59,15.1,12.45,4
54.46934773229636,51.12,15.09,12.45,4
54.33761177475002,51.12,15.08,12.45,4
54.074663544821945,51.12,15.06,12.45,5
53.56602546086488,51.12,15.05,12.45,5
53.43647628091924,51.12,15.04,12.45,5
54.476906180925084,51.02,15.02,12.45,6
54.22,51.26,15,12.45,6
54.094922020674446,51.55,14.99,12.45,7
53.970010811963256,51.84,14.98,12.45,7
53.82866675635098,51.84,14.96,12.45,7
53.70375150141132,52.03,14.95,12.45,7
53.57900324545071,52.13,14.94,12.45,7
55.452031458170666,51.7,14.94,12.45,8
55.452031458170666,51.36,14.94,12.45,8
55.452031458170666,51.55,14.94,12.45,8
55.452031458170666,51.12,14.94,12.45,8
55.476276696970146,51.22,14.95,12.45,8
55.6006882613657,51.41,14.96,12.45,8
55.6006882613657,51.31,14.96,12.45,8
55.85001081196325,51.6,14.98,12.45,8
56.07492202067444,51.98,14.99,12.45,8
56.2,52.03,15,12.45,8
55.97492202067444,52.52,14.99,12.45,8
55.97492202067444,52.36,14.99,12.45,9
55.85001081196325,52.93,14.98,12.45,9
55.72526626261186,53.32,14.97,12.45,9
55.55678340324906,53.32,14.97,12.45,9
55.43270976638041,53.42,14.96,12.45,10
55.43270976638041,53.51,14.96,12.45,10
55.178801892528966,53.42,14.95,12.45,10
55.178801892528966,53.61,14.95,12.45,10
55.178801892528966,53.9,14.95,12.45,10
55.178801892528966,53.8,14.95,12.45,10
58.47880189252897,54,14.95,12.45,11
58.23148299066122,53.9,14.93,12.45,11
58.07148299066121,53.51,14.93,12.45,11
