FOC_pred,FOC_act,stw,draft,windMperS
85.26,0,17,12.29,5.71
85.26,0,17,12.29,5.71
94.8472913155433,0,17.28,12.29,11.97
96.78667372746968,0,17.41,12.29,11.97
96.78667372746968,0,17.41,12.29,11.97
85.98577075352455,0,16.97,12.29,9.08
85.98577075352455,0,16.97,12.29,9.08
85.98577075352455,0,16.97,12.29,9.08
86.05819520645626,0,16.97,12.29,8.09
89.25516498762893,0,16.97,12.29,11.09
89.25516498762893,0,16.97,12.29,11.09
89.5142556441109,0,16.97,12.29,10.86
89.75486141000651,0,16.97,12.29,10.86
89.75486141000651,0,16.97,12.29,10.86
89.90972505625322,0,16.98,12.29,10.86
89.5142556441109,0,16.97,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
90.4336470995168,0,16.97,12.29,10.86
91.11815184943686,0,17.02,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
89.75486141000651,0,16.97,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
90.3857679748261,0,16.97,12.29,10.86
89.25516498762893,0,16.97,12.29,10.86
89.5142556441109,0,16.97,12.29,10.86
84.79637651942018,0,16.97,12.29,6.29
84.79637651942018,0,16.97,12.29,6.29
84.79637651942018,0,16.97,12.29,6.29
84.84578906166846,0,16.98,12.29,6.29
84.84578906166846,0,16.98,12.29,6.57
84.89488506979133,0,16.98,12.29,6.56
92.59711662501634,0,17.48,12.29,6.76
92.59711662501634,0,17.48,12.29,6.76
