TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM;ME_CONS_PER_MILE;WAVEH;WAVED;SWELLH;SWELLD
2009-12-18 12:00:00;N;B;148;26;1;11;135;6.875;104.6;247;4;0.0;24;0;25.2;2.15;0;4;90;4;90
2009-12-19 08:08:00;A;B;150;33;5;9;135;6.875;107.15;270;3;0.0;28;8;19.023696682464458;2.15;0;2;270;2;270
2010-02-03 12:00:00;N;L;7;0;39;55;135;7.15;102.0;225;4;0.0;21;18;19.92112676056338;1.7;0;3;225;0;225
2010-02-04 12:00:00;N;L;14;45;36;12;135;7.4;105.2;225;4;0.0;24;0;21.74;1.2;0;3;225;3;225
2010-02-16 12:00:00;N;B;25;46;38;7;22;6.875;95.0;0;4;0.0;24;0;19.79;1.65;0;3;0;3;0
2010-01-14 12:00:00;N;L;70;43;8;4;247;10.45;116.93;67;4;0.0;24;0;32.34;-0.4;0;3;67;3;67
2009-12-27 12:00:00;N;B;146;1;3;47;315;10.6;114.0;292;4;0.0;20;0;31.607999999999997;0;0;3;292;3;292
2010-01-04 12:00:00;N;L;117;58;7;18;270;11;106.36;45;4;0.0;24;0;23.459999999999997;0;0;3;45;3;45
2009-12-11 12:00:00;N;B;129;11;31;9;157;6.875;98.4;337;5;0.0;16;0;25.89;2.15;0;4;337;4;337
2009-12-12 12:00:00;N;B;132;10;26;9;135;6.875;101.06;0;3;0.0;24;0;26.0;2.15;0;3;0;3;0
2009-12-13 12:00:00;N;B;132;10;26;9;135;6.85;101.6;0;3;0.0;24;0;23.399999999999995;2.1;0;3;0;3;0
2009-12-14 12:00:00;N;B;137;51;16;46;135;6.875;105.3;22;5;0.0;24;0;22.8;2.15;0;5;22;5;22
2010-01-15 12:00:00;N;L;64;23;10;48;247;10.45;117.88;45;5;0.0;24;0;32.53;-0.4;0;3;45;3;45
2009-12-15 12:00:00;N;B;140;26;12;21;0;6.875;105.6;22;6;0.0;24;0;22.899999999999995;2.15;0;5;22;5;22
2009-12-16 12:00:00;N;B;142;4;8;52;135;6.875;105.7;22;6;0.0;24;0;24.899999999999995;2.15;0;6;22;6;22
2010-01-16 12:00:00;N;L;59;32;12;37;315;10.425;110.41;22;5;0.0;25;0;26.9664;-0.45;0;4;22;4;22
2010-01-19 12:00:00;N;L;44;7;12;33;315;10.425;119.3;45;4;0.0;24;0;32.29;-0.45;0;3;45;3;45
2009-12-28 12:00:00;N;L;142;24;0;0;292;10.6;116.8;292;5;0.0;25;0;30.912000000000003;0;0;4;292;4;292
2009-12-29 12:00:00;N;L;137;38;2;30;0;0;0.0;292;5;0.0;24;0;29.14;0;0;4;292;4;292
2010-01-07 04:18:00;A;L;104;29;1;33;225;10.95;115.86;45;4;0.0;16;18;31.67116564417178;0.2;0;3;45;3;45
2010-01-01 17:00:00;A;B;123;15;9;18;225;10.15;110.5;0;5;0.0;11;0;13.090909090909092;0;0;3;0;3;0
2010-01-03 12:00:00;N;L;122;55;8;35;270;0;110.3;270;3;0.0;3;30;28.525714285714287;0;0;3;270;3;270
2010-01-11 12:00:00;N;L;86;57;5;26;270;10.475;107.24;22;3;0.0;24;0;24.679999999999996;-0.35;0;2;22;2;22
2010-02-05 12:00:00;N;L;20;51;37;9;90;7.25;105.7;202;4;0.0;23;0;21.735652173913042;1.7;0;3;225;3;225
2010-02-05 17:12:00;A;L;21;14;38;44;270;7.25;115.0;225;4;0.0;5;12;26.169230769230765;1.7;0;3;202;0;0
2010-04-13 12:00:00;N;L;0;48;4;35;90;10.11;109.08;225;4;0.0;24;0;23.22;0;0;3;225;3;225
2010-04-14 12:00:00;N;L;0;48;4;35;90;10.1;106.39;225;4;0.0;24;0;21.32;0;0;3;225;3;225
2010-04-15 07:54:00;A;L;3;27;6;23;90;10.1;98.0;0;4;0.0;16;54;24.213017751479295;0;0;3;0;3;0
2010-03-17 11:42:00;A;L;29;8;41;4;270;10.25;114.05;270;5;0.0;24;42;29.24696356275304;0;0;4;270;4;270
2010-03-20 12:00:00;N;L;23;45;36;42;225;10.25;116.13;225;2;0.0;15;30;22.97806451612903;0;0;0;225;0;225
2010-01-28 12:00:00;N;L;13;52;36;58;270;10.425;114.5;270;5;0.0;25;0;27.8496;-0.45;0;4;270;4;270
2010-01-29 12:00:00;N;L;9;37;38;3;270;10.425;109.5;315;8;0.0;24;0;26.95;-0.45;0;6;315;6;315
2010-01-23 12:00:00;N;L;32;35;29;34;0;10.425;111.6;315;3;0.0;24;0;26.570000000000004;-0.45;0;1;315;1;315
2010-02-07 12:00:00;N;L;20;1;38;52;270;6.875;108.0;0;4;0.0;3;0;6.239999999999999;1.65;0;3;0;3;0
2010-02-08 12:00:00;N;L;16;15;42;16;315;6.875;110.0;90;5;0.0;25;0;23.8944;1.65;0;4;90;4;90
2010-02-14 12:00:00;N;B;18;13;41;8;135;6.775;107.1;135;5;0.0;24;0;22.13;1.75;0;4;135;4;135
2010-03-08 14:00:00;A;B;26;12;40;25;0;7.2;115.0;337;1;15.0;2;0;27.599999999999998;1.5;0;2;337;2;337
2010-03-11 12:00:00;N;B;31;10;42;59;0;7.2;116.6;45;7;0.0;11;0;32.72727272727273;1.5;0;5;45;6;45
2010-03-21 12:00:00;N;L;17;26;34;29;225;10.25;116.0;270;2;0.0;24;0;32.31;0;0;3;270;2;270
2010-03-22 06:42:00;A;L;12;53;32;41;225;10.25;0.0;180;3;0.0;18;42;29.13368983957219;0;0;2;180;2;180
2010-03-26 12:00:00;N;B;16;17;34;57;45;6.925;110.78;135;0;14.36;16;30;27.199999999999996;1.45;0;0;135;4;135
2010-03-27 09:54:00;A;B;0;0;0;0;0;6.925;110.58;315;3;0.0;22;54;25.60349344978166;1.45;0;0;315;2;315
2010-01-20 12:00:00;N;L;41;1;16;14;315;10.425;106.26;90;5;0.0;24;0;23.39;-0.45;0;4;90;4;90
2010-01-21 12:00:00;N;L;38;37;20;28;315;10.41;106.2;90;6;0.0;25;0;23.3952;-0.42;0;5;90;3;90
2010-02-15 12:00:00;N;B;21;42;36;23;135;6.775;110.1;225;5;0.0;23;0;22.904347826086955;1.75;0;4;225;4;225
2010-03-30 12:00:00;N;B;10;41;37;40;315;6.925;114.79;180;2;14.71;15;30;28.025806451612905;1.45;0;3;180;3;180
2010-01-01 12:00:00;N;B;124;35;9;29;270;0;110.4;0;5;0.0;24;0;28.8;0;0;5;0;0;0
2010-01-23 12:30:00;A;L;32;42;29;33;0;10.425;111.6;315;3;0.0;0;30;113.76;-0.45;0;1;315;1;315
2010-06-17 12:00:00;N;L;60;56;31;45;315;9.65;114.07;270;7;0.0;25;0;26.0352;1.5;0;6;270;3;315
2010-06-18 12:00:00;N;L;60;56;31;45;315;9.65;114.0;315;7;0.0;24;0;26.5;1.5;0;6;315;0;3
2010-06-19 12:00:00;N;L;73;11;40;17;315;9.28;122.99;0;0;13.76;25;0;25.056000000000004;0;0;0;0;0;0
2010-03-12 12:00:00;N;B;31;10;42;59;135;7.2;115.67;90;3;14.04;23;0;29.217391304347824;1.5;0;3;90;2;90
2010-01-25 12:00:00;N;L;29;42;32;47;315;10.425;105.3;315;8;0.0;16;0;20.669999999999998;-0.45;0;6;315;6;315
2010-06-01 23:30:00;A;L;3;27;6;23;315;9.28;114.5;180;4;0.0;7;30;25.6;0;0;3;180;3;180
2010-06-02 12:00:00;N;L;2;8;5;10;315;9.3;112.85;225;4;13.5;8;0;23.4;0;0;3;225;3;225
2010-03-31 12:00:00;N;B;0;40;41;60;315;6.925;115.2;315;6;0.0;24;0;29.12;1.45;0;5;315;5;315
2010-03-31 19:42:00;A;B;5;23;43;0;45;6.925;115.22;315;6;0.0;7;42;31.63636363636364;1.45;0;5;315;4;315
2010-06-03 12:00:00;N;L;2;12;4;48;225;9.3;114.82;180;4;13.54;24;0;27.5;0;0;3;180;3;180
2010-01-17 12:00:00;N;L;55;28;14;50;270;10.425;105.34;22;5;0.0;24;0;23.14;-0.45;0;4;22;4;22
2010-04-04 12:00:00;N;L;0;37;39;20;225;10.15;115.53;90;5;0.0;19;30;27.446153846153848;0;0;5;90;4;90
2010-04-05 12:00:00;N;L;4;10;36;8;225;10.15;116.0;90;6;0.0;25;0;28.991999999999997;0;0;5;90;5;90
2010-04-06 12:00:00;N;L;9;5;33;3;0;10.15;116.0;0;4;0.0;24;0;29.2;0;0;4;0;3;0
2010-04-07 12:00:00;N;L;12;42;28;44;225;10.15;107.38;0;5;0.0;24;0;24.08;0;0;4;0;3;0
2010-04-08 12:00:00;N;L;16;6;24;7;225;10.15;105.01;45;5;0.0;24;0;23.8;0;0;4;45;4;45
2010-04-09 12:00:00;N;L;16;8;19;7;225;10.13;105.01;45;4;0.0;24;0;22.0;0;0;3;45;3;45
2010-04-10 12:00:00;N;L;17;48;13;42;135;10.12;105.03;0;4;0.0;24;0;22.0;0;0;3;0;3;0
2010-04-11 12:00:00;N;L;15;3;9;35;135;10.12;106.05;0;4;0.0;24;0;22.02;0;0;3;0;3;0
2010-04-12 12:00:00;N;L;11;56;5;12;135;10.11;109.98;315;3;0.0;24;0;23.78;0;0;2;315;2;315
2010-06-12 12:00:00;N;L;27;16;31;6;315;9.65;111.9;45;4;13.88;24;0;25.600000000000005;1.5;0;3;45;2;45
2010-06-13 12:00:00;N;L;33;33;32;33;315;9.65;0.0;90;1;13.08;25;0;24.3072;1.5;0;3;90;2;90
2010-01-18 12:00:00;N;L;50;35;13;10;247;10.425;115.4;22;4;0.0;27;0;26.56888888888889;-0.45;0;3;22;3;22
2010-01-22 12:00:00;N;L;35;6;25;41;315;10.425;109.1;90;6;0.0;24;0;26.350000000000005;-0.45;0;3;90;3;90
2010-06-14 12:00:00;N;L;39;41;33;54;315;9.65;111.05;202;8;0.0;24;0;25.03;1.5;0;4;202;2;202
2010-06-15 12:00:00;N;L;46;20;32;33;315;9.65;112.34;270;5;0.0;25;0;23.0496;1.5;0;4;270;2;270
2010-06-16 12:00:00;N;L;46;20;32;33;315;9.65;113.63;315;7;0.0;24;0;25.02;1.5;0;6;315;3;315
2010-03-12 20:00:00;A;B;41;9;42;35;0;7.2;0.0;90;13;0.0;10;0;24.24;1.3;0;2;90;2;90
2010-03-16 12:00:00;N;L;3;14;42;54;315;10.25;114.02;315;3;0.0;21;0;29.405714285714286;0;0;0;315;2;315
2010-01-26 12:00:00;N;L;25;38;34;29;315;10.425;104.4;315;6;0.0;24;0;25.17;-0.45;0;6;315;5;315
2010-01-27 12:00:00;N;L;19;41;35;57;270;10.425;100.9;112;9;0.0;24;0;23.290000000000003;-0.45;0;7;112;7;112
2010-02-09 04:00:00;A;L;12;25;44;11;270;6.875;106.1;315;2;0.0;17;0;20.92235294117647;1.65;0;1;315;1;315
2010-08-17 12:00:00;N;L;2;40;45;2;90;8.9;115.0;0;2;14.08;24;0;27.2;0;0;2;0;0;0
2010-08-17 13:42:00;A;L;1;35;45;30;0;8.9;105.0;0;0;0.0;1;42;19.76470588235294;0;0;0;0;0;0
2010-07-15 12:00:00;N;L;25;8;42;17;45;9.9;118.0;225;6;14.0;24;0;28.0;1.2;0;5;225;2;225
2010-06-25 12:00:00;N;B;73;6;24;60;180;6.7;115.0;135;5;0.0;24;0;27.399999999999995;-1;0;5;135;4;135
2010-06-26 12:00:00;N;B;75;47;19;0;315;6.7;115.0;135;5;0.0;24;0;25.01;-1;0;5;135;3;135
2010-07-13 12:00:00;N;L;36;31;36;35;45;9.9;118.0;0;7;13.54;24;0;28.0;1.2;0;7;0;4;0
2010-07-14 12:00:00;N;L;31;54;38;10;45;9.9;118.0;0;4;14.74;23;0;27.96521739130435;1.2;0;3;0;1;0
2010-08-11 12:00:00;N;L;27;1;60;10;225;8.9;110.0;270;5;0.0;2;36;19.384615384615387;0;0;4;270;2;270
2010-02-17 04:00:00;A;B;25;47;39;54;22;6.8;106.0;45;4;0.0;16;0;7.5;2.2;0;3;45;3;45
2010-08-27 12:00:00;N;B;18;33;31;50;225;6.85;105.0;270;4;13.83;24;0;21.3;1.6;0;3;270;2;247
2010-08-05 12:00:00;N;B;5;32;55;31;0;6.85;105.0;315;3;12.21;24;0;22.61;1.6;0;3;315;0;315
2010-07-10 12:00:00;N;L;55;40;31;30;45;9.9;118.0;90;4;14.5;24;0;28.2;1.2;0;3;90;2;90
2010-07-11 12:00:00;N;L;48;19;33;59;45;9.9;118.0;45;5;14.33;24;0;28.0;1.2;0;4;45;3;45
2010-06-09 23:00:00;A;L;15;5;28;27;45;9.3;0.0;0;4;0.0;11;0;29.323636363636364;0;0;3;0;3;0
2010-06-11 12:00:00;N;L;21;56;29;15;0;9.65;115.63;270;3;13.66;23;12;27.724137931034484;1.5;0;2;270;2;270
2010-07-12 12:00:00;N;L;42;56;34;59;45;9.9;118.0;45;4;14.13;23;0;27.96521739130435;1.2;0;3;45;1;45
2010-02-20 11:54:00;A;B;37;43;44;46;45;6.8;104.5;180;5;0.0;29;54;22.643478260869564;2.2;0;4;180;3;180
2010-08-14 12:00:00;N;L;6;8;57;45;225;8.9;113.0;0;2;14.0;24;0;24.7;0;0;2;0;0;0
2010-08-15 12:00:00;N;L;2;20;52;46;225;8.9;115.0;45;5;0.0;24;0;27.3;0;0;4;45;0;0
2010-08-16 12:00:00;N;L;4;32;49;28;225;8.9;114.0;0;3;14.42;24;0;26.7;0;0;2;0;0;0
2010-08-12 12:00:00;N;L;19;44;56;10;225;8.9;110.0;0;2;13.96;25;0;27.12;0;0;2;0;0;0
2010-02-25 12:00:00;N;L;32;36;42;28;225;10.4;116.4;90;4;0.0;18;0;29.706666666666667;0;0;3;90;3;90
2010-02-26 00:42:00;A;L;29;8;41;4;0;10.4;116.0;0;0;0.0;13;42;28.046715328467155;0;0;0;0;0;0
2010-02-27 02:24:00;A;L;27;35;40;4;0;10.4;105.0;0;0;0.0;9;0;21.333333333333332;0;0;0;0;0;0
2010-08-13 12:00:00;N;L;1;59;54;0;45;8.9;112.0;0;2;14.64;25;0;23.3568;0;0;2;0;0;0
2010-08-06 12:00:00;N;B;11;42;56;47;0;6.85;106.0;0;0;14.04;23;0;22.32;1.6;0;0;0;0;0
2010-08-07 12:00:00;N;B;15;23;55;13;45;6.85;108.0;45;4;14.04;24;0;24.399999999999995;1.6;0;3;45;0;45
2010-08-08 12:00:00;N;B;21;58;58;36;0;6.85;106.0;0;0;13.48;23;0;22.12173913043478;1.6;0;0;0;0;0
2010-08-09 04:00:00;A;B;28;5;60;19;0;6.85;106.0;0;0;0.0;16;0;23.1;1.6;0;0;0;0;0
2010-06-04 12:00:00;N;L;7;59;3;35;225;9.3;114.62;180;5;12.92;24;0;28.5;0;0;5;180;4;180
2010-06-05 12:00:00;N;L;12;35;6;14;315;9.3;115.33;225;4;13.5;24;0;27.8;0;0;3;225;3;225
2010-06-06 12:00:00;N;L;16;17;10;38;320;9.3;114.67;270;3;13.71;24;0;27.8;0;0;2;270;2;270
2010-06-19 13:42:00;A;L;74;33;40;2;315;0;113.0;0;0;0.0;1;42;17.647058823529413;0;0;0;0;0;0
2010-06-23 12:00:00;N;B;72;45;35;52;225;6.7;115.0;225;4;15.08;21;1;28.662965900079307;-1;0;3;225;2;225
2010-06-24 12:00:00;N;B;73;8;30;59;180;6.7;115.0;0;0;14.33;24;0;27.55;-1;0;0;0;0;0
2010-02-28 12:00:00;N;L;26;28;36;46;135;10.4;115.5;315;6;0.0;17;0;34.898823529411764;0;0;5;315;1;315
2010-03-01 12:00:00;N;L;31;16;32;16;135;10.4;115.62;315;4;0.0;24;0;30.100000000000005;0;0;3;315;3;315
2010-03-01 17:30:00;A;L;32;58;29;32;0;10.4;115.0;315;3;0.0;5;30;9.294545454545455;0;0;3;315;3;315
2010-03-07 12:00:00;N;B;28;44;34;45;0;7.2;114.95;337;2;0.0;19;0;28.92631578947368;1.5;0;2;337;2;337
2010-03-08 12:00:00;N;B;25;37;39;47;45;7.2;111.3;45;3;15.42;24;0;26.02;1.5;0;0;45;3;45
2010-05-03 12:00:00;N;L;6;8;4;53;45;8.8;107.1;225;4;0.0;20;30;22.946341463414637;0;0;1;225;1;225
2010-05-03 12:30:00;A;L;7;46;4;0;45;8.8;106.9;225;1;0.0;0;30;7.199999999999999;0;0;1;225;1;225
2010-05-12 04:00:00;A;B;5;30;5;39;315;6.8;112.96;225;3;0.0;12;30;33.216;1.7;0;2;225;2;225
2010-07-06 12:00:00;N;L;75;23;25;51;0;9.6;0.0;0;3;15.83;13;12;28.363636363636363;0;0;2;0;0;0
2010-07-07 12:00:00;N;L;74;32;26;21;45;9.8;118.0;90;3;14.87;23;0;29.113043478260867;0;0;3;90;0;90
2010-07-16 12:00:00;N;L;19;33;44;16;45;9.9;115.0;0;7;13.09;23;0;27.996521739130433;1.2;0;6;0;3;0
2010-07-17 12:00:00;N;L;12;9;47;6;45;9.9;118.0;225;4;14.0;24;0;28.350000000000005;1.2;0;3;225;0;225
2010-06-07 12:00:00;N;L;17;34;15;46;0;9.3;114.33;270;3;13.88;24;0;27.899999999999995;0;0;2;270;2;270
2010-06-08 12:00:00;N;L;17;56;20;34;0;9.3;114.55;0;6;13.58;24;0;28.399999999999995;0;0;5;0;5;0
2010-06-09 12:00:00;N;L;15;2;26;47;45;9.3;115.1;0;4;13.63;24;0;28.350000000000005;0;0;3;0;3;0
2010-08-23 12:00:00;N;B;5;51;35;12;90;6.85;105.0;270;5;14.0;24;0;21.2;1.6;0;4;270;2;270
2010-08-24 12:00:00;N;B;1;16;37;46;90;6.85;105.0;135;4;14.63;24;0;21.2;1.6;0;3;135;2;45
2010-08-25 12:00:00;N;B;8;42;37;43;90;6.85;105.0;315;4;12.29;24;0;21.1;1.6;0;3;315;2;0
2010-08-26 12:00:00;N;B;15;55;35;22;135;6.85;105.0;0;2;14.17;24;0;21.2;1.6;0;2;0;0;0
2010-08-04 12:00:00;N;B;1;28;51;59;225;6.85;115.0;225;4;14.74;7;42;27.646753246753246;1.6;0;3;225;0;0
2010-09-24 12:00:00;N;B;36;43;43;26;45;6.825;115.0;45;5;0.0;23;0;27.44347826086957;1.55;0;4;45;0;45
2010-11-09 12:00:00;N;L;17;55;13;38;225;8.7;111.0;225;2;14.29;3;30;17.82857142857143;0;0;2;225;0;225
2010-07-01 10:00:00;A;L;82;9;23;21;0;7.8;115.0;0;0;0.0;17;0;31.058823529411764;0;0;0;0;0;0
2010-10-21 12:00:00;N;L;9;42;43;36;45;10.1;118.0;0;4;14.08;25;0;27.743999999999996;0;0;3;0;0;0
2010-09-07 12:00:00;N;B;28;10;42;24;45;6.725;115.0;45;3;14.2;5;0;33.6;1.85;0;2;45;0;45
2010-09-07 15:00:00;A;B;27;29;42;39;45;6.725;115.0;45;3;0.0;3;0;24.8;1.85;0;2;45;0;45
2010-09-14 12:00:00;N;L;16;12;42;18;315;9.6;115.0;0;4;13.71;24;0;28.5;0;0;3;0;0;0
2010-10-22 12:00:00;N;L;5;34;48;46;45;10.1;118.0;45;3;14.04;24;0;27.8;0;0;2;45;0;45
2010-02-18 12:00:00;A;B;29;8;41;4;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0
2010-08-27 16:00:00;A;B;18;31;30;34;225;6.85;105.0;0;0;0.0;0;0;2.1;1.6;0;0;0;0;0
2010-03-10 12:00:00;A;B;29;8;41;4;0;0;0.0;0;0;0.0;24;0;0.0;0;0;0;0;0;0
2010-03-19 12:00:00;A;B;26;12;40;25;0;0;0.0;0;0;0.0;48;0;0.0;0;0;0;0;0;0
2010-10-10 12:00:00;N;L;32;14;42;25;225;10.1;114.34;225;8;0.0;24;30;27.918367346938776;0;0;7;225;0;225
2010-09-03 12:00:00;N;B;15;7;37;44;90;6.725;115.0;180;4;14.67;1;30;17.6;1.85;0;3;180;3;180
2010-09-04 12:00:00;N;B;22;5;36;45;90;6.725;116.0;135;4;15.04;23;0;27.130434782608695;-1.85;0;3;135;1;135
2010-10-11 01:00:00;A;L;29;8;41;4;225;10.1;109.0;225;7;0.0;14;0;24.685714285714287;0;0;6;225;0;225
2010-06-26 13:30:00;A;B;75;50;19;52;0;6.7;115.0;90;4;0.0;-4;-30;1.01;-1;0;3;90;1;0
2010-10-28 05:12:00;A;B;1;35;50;52;0;6.8;104.0;0;0;0.0;17;12;24.0;1.6;0;0;0;0;0
2010-09-28 06:00:00;A;L;29;44;40;45;90;9.6;115.0;225;4;14.0;2;30;175.68;0;0;3;225;0;225
2010-08-30 12:00:00;N;L;18;1;33;49;315;8.65;115.0;292;4;15.16;10;24;24.0;0;0;3;292;2;45
2010-08-31 11:18:00;A;L;15;13;37;13;0;8.65;110.0;0;0;0.0;20;18;29.793103448275858;0;0;0;0;0;0
2010-09-19 12:00:00;N;B;19;13;39;21;135;6.825;114.0;135;4;14.61;23;0;27.652173913043477;1.55;0;3;135;0;135
2010-09-20 12:00:00;N;B;24;7;37;37;90;6.825;115.0;135;3;14.67;24;0;28.2;1.55;0;2;135;0;135
2010-07-08 12:00:00;N;L;67;18;28;59;45;9.8;118.0;135;5;14.71;24;0;28.49;0;0;4;135;3;135
2010-07-09 12:00:00;N;L;61;1;30;58;45;9.9;118.0;90;4;14.43;23;0;28.48695652173913;1.2;0;3;90;2;90
2010-07-18 12:00:00;N;L;4;31;44;25;45;9.9;118.0;180;4;14.0;24;0;28.89;1.2;0;3;180;0;180
2010-07-18 20:48:00;A;L;0;0;0;0;0;9.9;115.0;0;0;0.0;5;48;43.241379310344826;1.2;0;0;0;0;0
2010-08-20 12:00:00;N;B;2;27;45;39;247;6.85;105.0;0;2;13.0;4;0;13.200000000000001;1.6;0;2;0;0;0
2010-08-21 12:00:00;N;B;9;59;43;33;225;6.85;105.0;45;4;13.17;24;0;21.5;1.6;0;3;45;2;225
2010-08-22 12:00:00;N;B;10;36;38;3;135;6.85;105.0;135;4;13.88;24;0;21.5;1.6;0;3;135;2;225
2010-10-12 04:00:00;A;L;26;27;40;47;225;10.1;108.0;225;0;0.0;8;0;17.4;0;0;0;225;0;225
2010-10-12 12:00:00;N;L;25;7;39;19;225;10.1;116.0;135;4;14.2;5;0;25.920000000000005;0;0;3;135;0;0
2010-07-19 12:00:00;N;L;0;16;58;0;0;9.9;118.0;0;0;14.19;8;36;41.38604651162791;1.2;0;0;0;0;0
2010-07-20 03:24:00;A;L;4;22;52;13;0;9.6;118.0;0;0;0.0;15;42;27.194904458598725;0;0;0;0;0;0
2010-09-15 06:18:00;A;L;13;35;45;35;0;9.6;115.0;0;0;0.0;18;18;29.114754098360653;0;0;0;0;0;0
2010-09-10 12:00:00;N;L;28;52;41;35;135;9.6;114.0;90;7;0.0;5;0;26.4;0;0;6;90;0;90
2010-09-11 12:00:00;N;L;25;19;39;26;45;9.6;114.0;45;5;0.0;24;0;17.3;0;0;4;45;0;45
2010-10-23 12:00:00;N;L;1;10;51;54;90;10.1;118.0;180;4;14.0;24;0;26.8;0;0;3;180;0;180
2010-10-24 12:00:00;N;L;0;30;54;8;45;10.1;112.0;315;8;11.67;24;0;28.899999999999995;0;0;7;315;0;315
2010-10-24 15:12:00;A;L;1;42;54;1;0;10.1;112.0;0;0;0.0;3;12;16.5;0;0;0;0;0;0
2010-09-20 19:12:00;A;B;24;7;37;37;90;6.825;115.0;315;5;0.0;10;12;20.94117647058824;1.55;0;4;315;0;315
2010-09-22 12:00:00;N;B;28;46;40;6;90;6.825;112.0;45;5;0.0;11;30;35.2695652173913;1.55;0;4;45;0;45
2010-09-23 12:00:00;N;B;29;32;41;52;45;6.825;114.0;45;5;0.0;5;0;38.4;1.55;0;4;45;0;45
2010-11-06 12:00:00;N;L;17;43;22;10;225;11;119.0;135;5;0.0;24;0;28.5;0;0;4;135;0;135
2010-11-07 12:00:00;N;L;18;13;17;0;180;11;119.0;45;4;14.08;24;0;28.8;0;0;3;45;0;45
2010-09-05 07:12:00;A;B;25;46;39;51;45;6.725;115.0;45;4;0.0;19;12;28.875000000000007;1.85;0;3;45;0;45
2010-09-12 00:30:00;A;L;23;56;37;38;0;9.6;105.0;0;0;0.0;13;30;27.555555555555557;0;0;0;0;0;0
2010-09-13 12:00:00;N;L;20;49;37;29;315;9.6;115.0;315;4;14.25;18;6;27.18232044198895;0;0;3;315;0;0
2010-06-30 12:00:00;N;L;77;48;21;1;315;7.8;115.0;90;4;16.73;19;36;28.040816326530607;0;0;3;90;2;90
2010-10-16 12:00:00;N;L;0;31;36;40;270;10.1;117.0;315;5;0.0;24;0;28.5;0;0;4;315;0;315
2010-10-17 04:36:00;A;L;5;5;36;15;270;10.1;117.0;225;4;0.0;16;36;28.19277108433735;0;0;3;225;0;225
2010-10-20 12:00:00;N;L;9;54;37;42;315;10.1;117.0;315;4;14.0;20;0;27.720000000000006;0;0;3;315;0;315
