TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM
2020-02-08 12:00:00;N;L;0;36;36;45;67;8.6;95.9;225;3;12.58;24;0;14;0
2020-03-08 18:00:00;D;B;5;23;43;0;0;7.25;0.0;0;0;0.0;0;0;0;1.5
2020-02-09 12:00:00;N;L;5;35;37;30;67;8.6;96.3;202;3;12.75;24;0;15;0
2010-02-19 12:00:00;N;L;0;0;0;0;157;12.6;118.2;157;4;15.83;25;0;32.8;0
2010-03-03 12:00:00;N;L;9;8;39;56;225;12.55;117.2;225;0;13.65;24;0;31;0
2010-02-27 12:00:00;N;L;9;40;37;45;270;12.6;116.3;270;3;13.46;24;0;30.6;0
2010-03-04 12:00:00;N;L;8;27;44;59;22;12.55;117.2;22;5;13.76;24;0;31.4;0
2010-03-15 12:00:00;N;B;2;32;52;46;270;7.6;78.1;270;4;9.78;24;0;11.8;1.8
2010-03-16 12:00:00;N;B;2;43;52;0;315;7.6;83.0;315;3;12.17;4;48;3.4;1.8
2010-02-09 12:00:00;N;L;97;23;2;5;0;12.6;117.8;0;0;14.75;24;0;31;0
2010-02-05 12:00:00;N;L;107;33;4;51;292;11.4;118.4;292;3;15.01;25;0;34.1;0
2010-02-20 12:00:00;N;B;38;48;20;35;337;12.6;117.3;337;2;14.52;24;0;31;0
2010-01-19 12:00:00;N;B;120;12;19;30;90;7.45;117.4;90;5;14.3;25;0;32.5;1
2010-02-21 12:00:00;N;L;35;43;25;26;337;12.6;117.3;337;2;14.37;24;0;31;0
2010-01-21 12:00:00;N;B;119;10;8;54;45;7.45;117.3;45;4;14.75;24;0;32;1
2010-03-05 12:00:00;N;L;4;2;49;54;45;12.5;117.3;45;4;13.62;24;0;31.8;0
2010-03-06 12:00:00;N;L;1;58;50;32;22;12.5;117.3;22;5;13.36;24;0;30.6;0
2010-03-17 12:00:00;N;B;2;46;52;55;180;7.6;78.1;180;4;10.62;11;18;6.2;1.8
2010-03-18 12:00:00;N;B;2;47;52;47;180;7.6;71.9;180;1;8.18;16;0;5.7;1.8
2010-02-10 12:00:00;N;L;91;48;0;32;270;12.6;117.5;270;4;14.8;25;0;31.7;0
2010-02-06 01:12:00;A;L;105;28;5;19;292;11.4;117.2;292;2;16.44;13;12;18.7;0
2010-02-11 12:00:00;N;L;86;45;1;5;157;12.6;117.0;157;3;15.12;24;0;31.6;0
2010-02-12 12:00:00;N;L;80;24;4;24;0;12.6;117.0;0;4;15.16;25;0;31.7;0
2010-02-22 08:06:00;A;L;32;58;29;32;315;12.6;116.1;315;5;13.43;20;6;29;0
2010-02-23 20:00:00;D;L;32;58;29;32;0;12.6;0.0;0;0;0.0;0;0;0;0
2010-02-13 12:00:00;N;L;75;48;6;14;112;12.6;117.2;112;3;14.54;24;0;31.5;0
2010-01-16 15:18:00;D;B;128;56;34;26;0;7.42;0.0;0;0;0.0;0;0;0;0.96
2010-01-17 12:00:00;N;B;126;52;29;5;292;7.42;117.7;292;3;15.53;20;42;27.2;0.96
2010-01-22 05:30:00;A;B;118;50;5;6;90;7.45;106.0;90;3;0.0;17;30;20.9;1
2010-01-25 15:30:00;D;L;118;50;5;6;0;7.52;0.0;0;0;0.0;0;0;0;0
2010-01-26 12:00:00;N;L;119;10;8;54;112;7.52;117.8;112;4;15.75;19;30;26.8;0
2010-01-27 12:00:00;N;L;110;51;5;11;45;7.52;117.8;45;4;14.08;24;0;32.5;0
2010-02-24 12:00:00;N;L;28;53;32;28;225;12.6;116.0;225;4;13.91;16;0;19.3;0
2010-03-06 16:48:00;A;L;4;55;51;27;22;12.55;115.5;45;5;14.17;4;48;6.8;0
2010-02-25 12:00:00;N;L;22;21;34;16;292;12.6;116.3;292;6;13.46;24;0;31;0
2010-01-18 12:00:00;N;B;123;29;24;20;67;7.45;117.6;67;3;15.0;24;0;32;1
2010-03-19 12:00:00;N;B;2;49;52;52;225;7.6;81.0;225;4;8.21;9;6;5.2;1.8
2010-03-20 12:00:00;N;B;2;55;52;54;247;7.6;66.9;247;5;7.28;11;24;3.4;1.8
2010-02-07 21:30:00;D;L;105;28;5;19;0;12.6;0.0;0;0;0.0;0;0;0;0
2010-02-08 12:00:00;N;L;102;49;5;25;67;12.6;116.6;67;2;14.15;14;30;18.5;0
2010-02-02 23:00:00;D;L;103;50;3;19;0;11.9;0.0;0;0;0.0;0;0;0;0
2010-01-20 12:00:00;N;B;119;39;13;50;112;7.45;117.2;112;5;14.37;24;0;32.2;1
2010-02-03 12:00:00;N;L;104;16;1;1;67;11.9;117.5;67;32;16.4;13;0;17.8;0
2010-02-03 12:18:00;A;L;103;16;1;49;67;11.9;106.0;67;3;14.82;0;18;0.4;0
2010-02-03 22:30:00;D;B;103;16;1;49;0;11.4;0.0;0;0;0.0;0;0;0;0
2010-02-04 12:00:00;N;L;106;24;0;35;45;11.4;117.8;45;3;14.94;13;30;19.8;0
2010-05-22 12:00:00;N;L;54;22;39;37;22;11.85;118.0;22;2;14.9;22;30;29.2;0
2010-04-01 12:00:00;N;L;25;59;18;22;112;12.9;117.7;112;4;14.38;24;0;31.8;0
2010-04-02 12:00:00;N;L;27;33;13;6;45;12.9;117.7;45;4;12.29;24;0;31.9;0
2010-04-03 12:00:00;N;L;28;58;7;40;45;12.9;117.6;45;3;14.5;24;0;31.9;0
2010-02-26 12:00:00;N;L;16;49;35;59;292;12.6;116.7;315;4;13.46;24;0;32.5;0
2010-04-29 02:30:00;D;L;56;2;36;34;0;9.3;0.0;0;0;0.0;0;0;0;0
2010-04-29 12:00:00;N;L;55;5;35;20;270;9.3;116.0;270;2;15.26;9;30;12.5;0
2010-04-29 14:00:00;A;L;59;5;34;0;0;4.65;104.0;0;2;13.5;-5;0;2.3;-9.3
2010-03-26 12:00:00;N;L;8;18;46;26;225;12.9;111.9;225;10;10.5;24;0;33.1;0
2010-03-28 12:00:00;N;L;14;27;39;30;180;12.9;119.6;180;5;14.04;25;0;35;0
2010-03-29 12:00:00;N;L;18;50;34;1;270;12.9;119.4;270;5;13.88;24;0;34;0
2010-02-28 12:00:00;N;L;2;21;37;42;247;12.6;116.3;270;5;13.6;25;0;30.7;0
2010-06-18 12:00:00;N;L;61;32;20;37;270;11.85;118.3;270;5;13.13;24;0;30.9;0
2010-06-19 12:00:00;N;L;57;48;24;19;90;11.85;118.0;90;3;14.92;24;0;30;0
2010-02-15 12:00:00;N;L;0;0;0;0;22;12.6;116.3;22;4;14.66;24;0;31;0
2010-04-09 12:00:00;N;L;38;19;22;51;180;12.9;112.1;180;8;10.17;24;0;32.5;0
2010-04-10 12:00:00;N;L;42;6;26;31;135;12.9;119.3;135;6;12.63;24;0;33;0
2010-05-27 12:00:00;N;L;17;3;39;36;315;11.85;118.3;315;4;14.29;24;0;30.7;0
2010-05-28 12:00:00;N;L;10;49;38;27;315;11.85;118.3;315;4;14.22;23;0;29.3;0
2010-02-16 12:00:00;N;L;63;18;11;39;45;12.6;117.2;45;5;14.51;25;0;31.4;0
2010-05-23 12:00:00;N;L;47;17;39;28;22;6.85;118.5;22;7;14.0;24;0;30.5;-10
2010-05-24 12:00:00;N;L;39;13;31;56;67;11.85;118.3;67;4;14.38;24;0;30.8;0
2010-06-15 12:00:00;N;L;69;20;7;2;0;11.85;117.2;0;0;14.0;24;0;29.9;0
2010-06-16 12:00:00;N;L;0;0;0;0;270;11.85;118.3;270;5;14.13;24;0;31.5;0
2010-03-01 12:00:00;N;L;0;0;0;0;270;12.6;116.3;270;5;13.33;24;0;30.9;0
2010-06-17 12:00:00;N;L;64;3;16;35;270;11.85;118.2;270;7;12.54;24;0;31.5;0
2010-06-19 14:30:00;A;L;56;10;25;21;90;11.85;114.9;90;3;14.0;2;30;3;0
2010-03-31 12:00:00;N;B;23;13;24;13;135;12.9;118.0;135;4;14.29;24;0;32.4;0
2010-03-13 02:00:00;D;B;4;55;51;27;0;7.6;0.0;0;0;0.0;0;0;0;1.8
2010-02-17 12:00:00;N;L;51;6;14;54;67;12.6;123.3;67;4;15.08;24;0;32.8;0
2010-04-11 12:00:00;N;L;47;40;29;27;22;12.9;120.3;22;4;14.04;24;0;33.6;0
2010-04-12 12:00:00;N;L;52;38;33;27;337;12.9;118.5;337;4;14.54;24;0;31.3;0
2010-04-13 08:00:00;A;L;56;2;36;34;270;12.9;108.7;270;3;13.05;16;0;24.7;0
2010-06-07 12:00:00;N;L;55;59;27;42;45;11.85;118.3;67;43;14.63;24;0;30.3;0
2010-03-01 17:00:00;A;B;5;8;36;22;0;12.6;115.8;0;0;0.0;5;0;6.3;0
2010-03-02 10:00:00;D;B;5;8;36;22;0;12.55;0.0;0;0;0.0;0;0;0;0
2010-03-02 12:00:00;N;L;5;58;35;52;90;12.55;116.0;90;8;13.4;2;0;2.6;0
2010-05-15 17:00:00;D;L;0;0;0;0;0;10.2;0.0;0;0;0.0;0;0;0;0
2010-03-13 12:00:00;N;B;2;25;52;46;315;7.6;97.0;315;3;11.4;10;0;8;1.8
2010-03-14 12:00:00;N;B;2;25;52;45;292;7.6;105.0;292;4;12.13;24;0;21.8;1.8
2010-03-21 22:30:00;A;B;4;54;51;26;247;0;94.1;247;3;15.94;10;30;2.9;0
2010-03-24 09:00:00;D;L;4;55;51;27;0;7.2;0.0;0;0;0.0;0;0;0;1.8
2010-03-24 12:00:00;N;L;2;1;52;47;180;12.9;116.8;180;3;13.0;3;0;4;0
2010-06-06 12:00:00;N;L;49;39;29;23;315;11.85;117.8;292;4;14.54;24;0;30.1;0
2010-03-25 12:00:00;N;L;4;20;49;39;180;12.9;118.2;180;5;13.83;24;0;32.6;0
2010-05-26 12:00:00;N;L;25;6;39;3;202;11.85;118.3;202;2;14.35;23;0;29.7;0
2010-06-09 12:00:00;N;L;67;4;24;25;0;11.85;118.3;45;5;14.38;24;0;30.3;0
2010-02-18 12:00:00;N;L;45;14;12;50;67;12.6;122.8;67;4;15.8;24;0;33;0
2010-05-16 12:00:00;N;L;57;11;38;12;112;10.2;120.8;112;4;13.63;19;0;27.3;0
2010-05-17 07:30:00;A;L;62;44;38;20;337;10.2;107.8;337;7;12.62;19;30;19.6;0
2010-05-21 13:30:00;D;L;62;44;38;20;0;11.85;0.0;0;0;0.0;0;0;0;0
2010-05-25 12:00:00;N;L;32;11;39;15;315;11.855;118.2;337;3;14.17;24;0;30.5;0.01
2010-03-30 12:00:00;N;L;20;29;29;54;112;12.9;119.1;112;3;14.16;25;0;34.5;0
2010-06-14 12:00:00;N;L;70;16;2;48;315;11.85;118.3;315;3;14.17;24;0;30;0
2010-03-21 12:00:00;N;B;2;48;52;54;247;7.6;76.0;247;3;6.96;4;36;2.3;1.8
2010-03-27 12:00:00;N;B;10;11;44;23;225;12.9;108.0;225;8;8.15;24;0;30.9;0
2010-01-28 12:00:00;N;L;104;1;4;23;45;7.52;117.2;45;4;15.29;24;0;31.4;0
2010-01-28 16:00:00;A;L;103;50;3;19;315;7.5;107.0;315;4;13.75;4;0;5.6;0.2
2010-06-08 12:00:00;N;L;61;5;26;29;0;11.85;118.3;45;5;14.48;23;0;28.7;0
2010-02-14 12:00:00;N;L;69;17;9;6;22;12.6;116.3;22;4;15.44;25;0;32;0
2010-04-07 12:00:00;N;L;35;43;13;37;22;12.9;116.3;22;4;14.08;24;0;30.7;0
2010-04-08 12:00:00;N;L;37;40;18;9;225;12.9;115.1;225;7;12.79;24;0;31.2;0
2010-06-03 12:00:00;N;L;30;11;34;24;67;11.85;118.3;67;4;13.71;24;0;31.1;0
2010-06-04 12:00:00;N;L;36;60;32;49;0;11.85;118.3;45;4;14.0;24;0;31;0
2010-06-05 12:00:00;N;L;42;19;31;59;45;11.85;117.7;45;4;14.39;23;0;29.4;0
2010-08-26 12:00:00;N;B;30;10;25;17;135;7.1;110.0;315;4;14.52;19;42;19.65;2
2010-07-16 12:00:00;N;L;0;0;0;0;225;11.47;108.4;202;8;0.0;24;0;26.95;0
2010-07-21 12:00:00;N;L;36;16;25;4;315;11.47;115.3;315;5;0.0;24;0;30.05;0
2010-05-29 12:00:00;N;L;3;8;38;24;0;11.85;118.3;0;3;14.35;23;0;29.4;0
2010-05-30 12:00:00;N;L;3;29;37;36;45;11.85;118.3;45;5;14.39;23;0;29.6;0
2010-08-01 09:36:00;A;B;38;5;24;2;135;7.35;110.0;135;3;0.0;21;36;19.72;1.9
2010-08-03 13:54:00;D;L;38;5;24;2;0;12.5;0.0;0;0;0.0;0;0;0;0
2010-04-04 12:00:00;N;L;30;35;2;14;90;12.9;117.7;90;3;14.42;24;0;32;0
