TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM
2010-04-05 12:00:00;N;L;31;11;3;50;45;12.9;117.7;45;3;14.28;25;0;33.3;0
2010-04-06 12:00:00;N;L;33;21;8;55;135;12.9;116.9;135;4;13.96;24;0;31.5;0
2010-08-07 12:00:00;N;L;35;59;26;8;315;12.5;113.8;315;3;0.0;14;6;15.76;0
2010-07-22 07:48:00;A;B;35;31;29;0;22;11.47;113.2;45;5;0.0;20;48;24.73;0
2010-07-31 06:00:00;D;B;35;31;29;0;0;7.35;0.0;0;0;0.0;0;0;0;1.9
2010-07-31 12:00:00;N;B;34;11;28;30;0;7.35;109.6;0;0;0.0;9;0;4.62;1.9
2010-06-12 12:00:00;N;L;43;31;8;17;135;11.85;117.9;135;1;14.42;24;0;30.5;0
2010-06-13 12:00:00;N;L;72;6;3;38;135;11.85;116.9;112;3;14.13;24;0;28.8;0
2010-05-31 12:00:00;N;L;10;52;36;40;22;11.85;118.3;45;5;14.25;24;0;30.8;0
2011-03-29 12:00:00;N;L;115;35;16;48;67;0;108.0;45;8;0.0;24;0;27.31;0
2010-07-09 19:18:00;A;B;49;5;27;43;0;7.35;118.3;0;0;0.0;8;18;11.07;2
2010-07-12 12:00:00;D;L;49;5;27;43;0;11.47;0.0;0;0;0.0;0;0;0;0
2010-07-17 12:00:00;N;L;0;0;0;0;247;11.47;116.5;225;7;0.0;24;0;31.99;0
2010-06-01 12:00:00;N;L;17;13;36;16;0;11.85;118.3;0;0;13.96;23;0;30;0
2010-07-13 12:00:00;N;L;55;16;26;47;67;11.47;117.4;135;3;14.33;24;0;29.82;0
2010-06-02 12:00:00;N;L;24;16;35;15;180;11.85;118.3;180;5;13.46;24;0;31;0
2010-07-08 20:36:00;D;B;56;4;27;9;0;7.525;0.0;0;0;0.0;0;0;0;2.85
2010-07-09 12:00:00;N;B;52;51;26;23;292;7.525;118.9;315;3;16.16;15;54;21.06;2.85
2010-07-18 12:00:00;N;L;45;11;12;45;247;11.47;123.0;225;8;0.0;24;0;31.98;0
2010-07-19 12:00:00;N;L;41;28;15;45;315;11.47;118.2;135;5;0.0;24;0;29.61;0
2010-07-20 12:00:00;N;L;38;30;20;54;315;11.47;114.2;315;3;14.58;24;0;29.65;0
2010-07-14 12:00:00;N;L;59;5;23;29;135;11.47;119.2;135;2;14.0;24;0;29.89;0
2010-06-26 12:00:00;D;L;49;25;30;5;0;9.15;0.0;0;0;0.0;0;0;0;0
2010-06-27 12:00:00;N;L;54;14;26;20;0;9;113.2;90;3;14.54;24;0;27.91;0
2010-06-20 00:30:00;D;B;56;10;25;21;0;11.85;0.0;0;0;0.0;0;0;0;0
2010-06-20 12:00:00;N;L;55;21;26;27;135;11.85;114.9;180;3;14.36;11;0;13.3;0
2010-06-21 12:00:00;N;L;50;1;29;0;292;11.85;114.4;315;3;14.67;24;0;28.4;0
2010-06-21 14:30:00;A;L;49;25;30;5;180;11.85;118.0;180;3;14.57;3;30;4;0
2010-06-27 21:36:00;A;L;56;56;26;25;0;9;119.5;135;2;0.0;9;36;13.53;0
2010-07-15 12:00:00;N;L;58;55;18;58;0;11.47;111.5;0;0;11.46;24;0;30.33;0
2010-05-03 00:00:00;D;B;59;5;34;0;0;0;0.0;0;0;0.0;0;0;0;0
2010-05-08 00:00:00;A;B;60;44;32;43;0;0;0.0;0;0;0.0;126;0;0;0
2010-05-10 00:00:00;D;B;60;44;32;43;0;0;0.0;0;0;0.0;0;0;0;0
2010-05-11 00:00:00;A;B;0;0;0;0;0;0;0.0;0;0;0.0;23;0;0;0
2010-06-10 12:00:00;N;L;70;15;19;23;315;11.85;118.3;315;4;14.42;24;0;30.3;0
2010-06-11 12:00:00;N;L;72;12;14;58;135;11.85;118.3;135;5;14.21;24;0;30.7;0
2010-09-14 12:00:00;N;B;2;48;49;56;67;7.25;114.5;270;4;14.46;24;0;27.75;1.9
2010-10-29 19:00:00;D;B;71;21;42;5;0;7.45;0.0;0;0;0.0;0;0;0;1.7
2010-10-30 12:00:00;N;B;65;3;43;50;67;7.45;105.3;292;6;13.64;17;0;15.33;1.7
2010-10-04 03:18:00;A;B;78;31;26;46;90;7.35;116.4;45;2;0.0;9;18;18.96;1.7
2010-10-09 12:00:00;N;L;78;0;29;57;0;8.75;113.3;315;3;0.0;11;0;13.13;0
2010-10-31 12:00:00;N;B;59;15;45;13;67;7.45;105.3;202;4;13.65;23;0;20.99;1.7
2010-10-09 01:00:00;D;B;78;31;26;46;0;8.75;0.0;0;0;0.0;0;0;0;0
2010-09-24 12:00:00;N;L;34;23;39;31;247;10.9;117.8;45;5;0.0;24;0;31.19;0
2010-10-18 23:30:00;A;B;64;42;17;45;270;7.45;105.2;45;3;14.34;5;30;10.44;1.7
2010-10-25 12:00:00;N;L;67;7;33;24;0;10.65;108.1;135;3;13.91;24;0;23.34;0
2010-09-05 11:30:00;A;L;0;0;0;0;292;10.55;107.7;315;3;0.0;24;30;21.59;0
2010-09-06 02:24:00;D;L;0;0;0;0;0;10.55;0.0;0;0;0.0;0;0;0;0
2010-09-06 12:00:00;N;L;12;28;37;38;315;10.55;109.5;135;3;0.0;9;36;9.65;0
2010-09-07 12:00:00;N;L;5;31;37;33;270;10.55;111.5;270;4;0.0;24;0;23.8;0
2010-09-08 12:00:00;N;L;1;38;36;12;270;10.55;115.1;225;4;0.0;24;0;28.84;0
2010-09-09 03:30:00;A;L;5;8;36;26;270;10.55;117.7;225;4;0.0;16;30;19.37;0
2010-09-25 12:00:00;N;L;41;57;34;56;270;10.9;117.7;270;4;0.0;25;0;30.9;0
2010-10-22 14:00:00;D;L;64;42;17;45;0;10.65;0.0;0;0;0.0;0;0;0;0
2010-10-23 12:00:00;N;L;65;19;22;44;0;10.65;104.9;112;4;13.31;22;0;20.84;0
2010-09-11 03:24:00;D;B;5;8;36;26;0;7.25;0.0;0;0;0.0;0;0;0;1.9
2010-09-11 12:00:00;N;B;7;12;36;10;292;7.25;117.7;90;5;0.0;5;30;7.39;1.9
2010-10-26 12:00:00;N;L;68;3;38;14;0;10.65;106.2;202;7;14.4;24;0;24.65;0
2010-09-26 12:00:00;N;L;49;32;36;31;247;10.9;116.4;315;4;0.0;25;0;29.44;0
2010-08-27 01:48:00;A;L;38;44;22;59;112;7.1;106.4;135;3;0.0;13;48;13.77;2
2010-08-31 01:46:00;D;L;38;44;22;59;0;10.55;0.0;0;0;0.0;0;0;0;0
2010-09-01 15:00:00;A;B;32;58;29;32;315;10.55;115.4;315;3;0.0;3;0;4;0
2010-09-02 18:00:00;D;L;32;58;29;32;0;10.55;0.0;0;0;0.0;0;0;0;0
2010-09-03 12:00:00;N;L;27;49;32;42;315;10.55;117.8;315;4;0.0;18;0;23.04;0
2010-09-04 12:00:00;N;L;20;27;34;52;315;10.55;117.2;225;3;0.0;24;0;30.06;0
2010-10-10 12:00:00;N;L;75;11;34;21;22;8.75;114.1;0;3;0.0;24;0;29.07;0
2010-10-11 12:00:00;N;L;73;58;39;44;22;8.75;112.5;315;3;0.0;24;0;28.14;0
2010-10-11 13:30:00;A;L;74;43;40;0;0;8.75;107.6;225;2;0.0;2;30;1.89;0
2010-09-15 09:42:00;A;B;4;24;52;50;112;7.25;116.4;270;4;0.0;21;42;26.64;1.9
2010-10-14 15:36:00;D;B;74;43;40;0;0;7.45;0.0;0;0;0.0;0;0;0;1.7
2010-11-06 12:00:00;N;L;59;5;45;44;247;0;107.5;157;9;11.09;24;42;23.21;0
2010-10-17 12:00:00;N;B;67;20;25;34;157;7.45;105.2;0;4;14.58;24;0;21.05;1.7
2010-10-18 12:00:00;N;B;65;3;20;44;157;7.45;105.2;45;4;13.88;24;0;20.65;1.7
2010-08-31 12:00:00;N;L;37;15;24;1;315;10.55;116.6;315;4;0.0;10;0;11.89;0
2010-09-01 12:00:00;N;L;32;54;28;55;315;10.55;116.5;292;3;0.0;26;0;30.98;0
2010-09-20 12:00:00;N;L;6;47;48;36;247;10.9;117.5;225;5;0.0;24;0;29.036;0
2010-09-28 12:00:00;N;L;62;56;33;46;247;10.9;109.3;112;3;0.0;24;0;23.25;0
2010-09-21 12:00:00;N;L;14;12;46;5;247;10.9;115.4;225;6;0.0;25;0;31.38;0
2010-09-22 12:00:00;N;L;20;49;43;47;247;10.9;117.2;270;7;0.0;25;0;32.68;0
2010-09-19 00:06:00;D;L;4;24;52;50;0;10.9;0.0;0;0;0.0;0;0;0;0
2010-09-19 12:00:00;N;L;1;57;50;15;225;10.9;118.2;225;6;0.0;10;6;14.58;0
2010-11-07 12:00:00;N;L;66;58;42;6;270;10.3;102.1;202;5;0.0;25;0;26.38;0
2010-09-12 12:00:00;N;B;9;41;40;57;292;7.25;118.3;0;5;0.0;24;0;31.07;1.9
2010-09-13 12:00:00;N;B;8;29;45;14;45;7.25;112.9;45;8;0.0;24;0;30.99;1.9
2010-10-27 10:30:00;A;L;71;21;42;5;270;10.65;107.1;202;3;14.5;16;30;20.79;0
2010-09-23 12:00:00;N;L;27;12;41;55;247;10.9;117.7;0;4;0.0;24;0;31.1;0
2010-10-24 12:00:00;N;L;66;36;27;33;0;0;107.2;90;4;13.37;24;0;24;0
2010-09-29 12:00:00;N;L;69;38;32;32;247;10.9;110.9;112;3;0.0;25;0;25.69;0
2010-09-30 12:00:00;N;L;75;22;31;40;247;10.9;120.3;135;6;0.0;24;0;30.04;0
2010-11-19 12:00:00;N;B;83;31;29;50;0;0;108.7;45;5;0.0;25;0;22.4;0
2010-12-16 06:30:00;D;B;4;55;51;27;0;7.4;0.0;0;0;0.0;0;0;0;2.2
2010-12-16 09:00:00;A;B;4;22;52;54;45;7.4;105.0;45;5;0.0;2;30;2.8;2.2
2010-11-08 02:24:00;A;L;71;21;42;5;270;10.3;120.0;315;8;14.02;7;24;16.2;0
2010-11-11 12:00:00;D;L;71;21;42;5;0;8.7;0.0;0;0;0.0;0;0;0;0
2010-12-05 12:00:00;N;L;37;5;40;53;45;12.1;103.0;0;9;0.0;24;0;27.7;0
2010-12-29 12:00:00;N;L;12;16;37;30;180;9.3;108.0;180;8;0.0;24;0;30.8;0
2010-12-30 12:00:00;N;L;13;37;32;46;180;0;108.0;225;7;0.0;24;0;27.9;0
2010-10-01 09:54:00;A;L;81;20;30;40;0;0;116.4;0;0;0.0;22;54;26.6;0
2010-10-03 08:00:00;D;B;81;20;30;40;0;7.35;0.0;0;0;0.0;0;0;0;1.7
2010-10-03 12:00:00;N;B;80;43;29;32;135;7.35;110.6;45;6;0.0;4;0;4.67;1.7
2010-11-12 12:00:00;N;L;70;43;38;56;225;8.7;106.4;45;8;12.37;24;0;25.51;0
2010-12-28 12:00:00;N;L;11;41;41;12;180;9.3;108.0;225;8;0.0;24;0;31.5;0
2010-10-16 12:00:00;N;B;69;52;30;40;157;7.45;107.5;337;5;0.0;24;0;22.15;1.7
2011-01-07 21:00:00;A;L;2;20;6;25;0;0;108.0;0;0;0.0;9;0;9.7;0
2010-11-20 12:00:00;N;B;89;43;26;34;0;0;108.3;135;4;14.08;24;0;24.5;0
2011-01-03 12:00:00;N;L;18;28;11;15;180;0;108.0;45;4;13.67;24;0;28.5;0
2010-11-01 07:00:00;A;B;54;48;47;1;45;7.45;105.1;0;4;13.67;19;30;16.95;1.7
2010-11-05 12:48:00;D;L;54;48;47;1;0;10.3;0.0;0;0;0.0;0;0;0;0
2010-11-13 05:06:00;A;L;74;43;40;0;315;8.7;106.0;45;9;12.04;17;6;18.52;0
2010-12-06 12:00:00;N;L;34;37;41;30;45;12.1;103.0;0;9;0.0;23;0;26.3;0
2011-01-25 12:00:00;N;B;13;52;28;17;22;0;108.0;225;5;0.0;24;0;24.4;0
2011-01-26 12:00:00;N;B;11;9;34;45;0;0;112.0;45;5;0.0;24;0;26.2;0
2010-12-08 12:00:00;N;L;26;13;45;18;45;12.1;108.0;45;8;0.0;24;0;27.2;0
2010-11-29 12:00:00;N;L;64;24;31;36;90;12.1;107.5;45;6;0.0;24;0;24.2;0
2011-01-06 12:00:00;N;L;4;55;3;20;90;0;108.0;225;3;14.67;24;0;26.5;0
2011-01-17 18:30:00;D;B;2;20;6;31;0;7.35;0.0;0;0;0.0;0;0;0;2.1
2011-01-18 12:00:00;N;L;2;0;4;25;270;0;108.0;315;3;13.54;17;30;16.8;0
2011-01-21 12:00:00;N;B;16;0;9;28;337;7.35;108.0;45;5;0.0;24;0;24.6;2.1
2011-01-27 12:00:00;N;B;9;0;39;57;0;0;108.0;45;7;0.0;24;0;27.9;0
2011-01-07 12:00:00;N;L;1;17;5;4;67;9.3;0.0;0;3;14.17;24;0;26.7;0
2010-12-11 12:00:00;N;L;7;26;49;42;67;0;105.0;90;6;0.0;24;0;27.2;0
2010-12-12 12:00:00;N;L;0;13;50;37;90;12.1;105.0;90;5;0.0;23;0;26.6;0
2010-11-23 16:00:00;D;L;95;45;29;20;0;12.1;0.0;0;0;0.0;0;0;0;0
2010-11-24 12:00:00;N;L;90;0;27;21;0;12.1;105.0;112;4;0.0;20;0;21.2;0
2010-11-15 18:00:00;D;B;74;43;40;0;0;7.3;0.0;0;0;0.0;0;0;0;2
2010-12-07 12:00:00;N;L;30;25;43;51;45;12.1;105.0;45;8;0.0;24;0;27;0
2010-12-10 12:00:00;N;L;14;0;48;16;45;0;105.0;45;8;0.0;24;0;27.8;0
2010-12-31 12:00:00;N;L;15;27;27;16;180;9.3;108.0;225;6;0.0;24;0;29.2;0
2011-01-01 12:00:00;N;L;17;17;22;52;202;0;108.0;45;5;0.0;24;0;29;0
2010-11-30 12:00:00;N;L;59;40;32;28;90;0;107.8;45;7;0.0;23;0;24.8;0
2010-12-03 12:00:00;N;L;45;24;37;13;90;12.1;108.5;45;8;0.0;23;0;27.4;0
2010-12-25 12:00:00;N;L;1;10;51;41;225;9.3;110.0;315;4;13.7;10;0;11;0
2011-01-19 12:00:00;N;B;7;0;4;38;270;0;108.0;315;3;13.04;24;0;24.8;0
2010-11-21 09:36:00;A;B;95;45;29;20;0;0;108.0;135;3;0.0;21;36;18.8;0
2010-11-26 12:00:00;N;L;80;43;24;27;0;0;105.3;135;4;13.04;24;0;24.5;0
2010-12-09 12:00:00;N;L;20;37;46;18;67;0;108.0;45;7;0.0;23;0;26.6;0
2011-01-22 12:00:00;N;B;17;1;14;55;0;0;108.0;0;5;0.0;24;0;24.7;0
2010-11-25 12:00:00;N;L;85;7;25;23;112;0;105.0;135;6;0.0;23;0;24.4;0
2010-12-25 02:00:00;D;L;4;22;52;54;0;9.3;0.0;0;0;0.0;0;0;0;0
2010-11-16 12:00:00;N;B;73;4;36;59;0;7.3;114.4;180;3;14.5;18;0;19.17;2
