Latitude,Longitude
17.980283,-76.8327
17.92649,-76.861844
17.781667,-76.608333
17.77,-76.153333
17.965977,-75.905481
18.161953,-75.657629
18.35793,-75.409776
18.553907,-75.161924
18.749883,-74.914072
18.950109,-74.660846
19.207056,-74.468593
19.464003,-74.27634
19.833333,-74
19.951219,-73.69922
20.069106,-73.398441
20.238333,-72.966667
20.36021,-72.666541
20.482088,-72.366415
20.603965,-72.066289
20.725843,-71.766162
20.84772,-71.466036
21.016667,-71.05
21.143658,-70.749934
21.270648,-70.449868
21.397639,-70.149802
21.52463,-69.849736
21.651621,-69.549669
21.778611,-69.249603
21.905602,-68.949537
22.032593,-68.649471
22.159584,-68.349405
22.286574,-68.049339
22.413565,-67.749273
22.556552,-67.411409
22.684725,-67.10855
22.812898,-66.805691
22.94107,-66.502831
23.069243,-66.199972
23.197416,-65.897113
23.325589,-65.594254
23.453762,-65.291395
23.581935,-64.988535
23.710107,-64.685676
23.83828,-64.382817
23.966453,-64.079958
24.096437,-63.772819
24.229575,-63.502168
24.362713,-63.231517
24.49585,-62.960866
24.628988,-62.690215
24.762126,-62.419564
24.895264,-62.148914
25.028401,-61.878263
25.161539,-61.607612
25.332527,-61.260017
25.470714,-60.955502
25.608901,-60.650987
25.747088,-60.346471
25.885275,-60.041956
26.023462,-59.737441
26.161649,-59.432926
26.299836,-59.128411
26.438023,-58.823896
26.57621,-58.51938
26.714397,-58.214865
26.852584,-57.91035
27.010128,-57.56318
27.134719,-57.244976
27.259311,-56.926771
27.383902,-56.608567
27.508493,-56.290363
27.633085,-55.972158
27.757676,-55.653954
27.882267,-55.33575
28.006859,-55.017545
28.13145,-54.699341
28.256041,-54.381137
28.380633,-54.062932
28.501915,-53.753179
28.589843,-53.461956
28.677772,-53.170732
28.7657,-52.879509
28.853629,-52.588285
28.941557,-52.297062
29.029486,-52.005838
29.117414,-51.714615
29.205343,-51.423391
29.293271,-51.132168
29.344187,-50.963532
29.438499,-50.629359
29.53281,-50.295186
29.627122,-49.961012
29.721434,-49.626839
29.815745,-49.292666
29.910057,-48.958493
30.004369,-48.624319
30.09868,-48.290146
30.192992,-47.955973
30.287303,-47.6218
30.381615,-47.287626
30.489134,-46.906656
30.586861,-46.565684
30.684589,-46.224713
30.782316,-45.883741
30.880043,-45.54277
30.97777,-45.201798
