8.32,117.31000000000004,26.6255,13.6231,0.53,274.09,32.0
8.315000000000001,122.47000000000004,25.7505,13.5635,0.53,273.83,31.0
8.305,120.39,24.3755,13.5021,0.53,273.61,32.0
8.325,116.22,24.2505,13.5525,0.53,274.88,32.0
8.31,118.73999999999998,25.6255,13.6729,0.53,275.36,32.0
8.315000000000001,117.86,26.7505,13.6729,0.53,275.24,31.0
8.33,114.69,26.3755,13.6727,0.53,275.11,32.0
8.295,123.31,23.5005,13.5825,0.53,274.99,32.0
8.305,116.8,26.1255,13.5929,0.53,275.0,32.0
8.305,117.07999999999998,26.1255,13.5743,0.53,275.12,32.0
8.35,115.31,25.7505,13.6223,0.53,275.19,31.0
8.315,115.66000000000004,25.2505,13.6747,0.53,275.14,32.0
8.335,116.05999999999996,24.6255,13.6525,0.53,275.04,32.0
8.325,122.89,22.6255,13.625,0.53,275.11,32.0
8.315,126.04,24.0005,13.6829,0.53,274.86,31.0
8.325000000000001,115.33999999999996,23.6255,13.6416,0.53,274.86,32.0
8.305,117.74,21.8755,13.6319,0.53,274.96,31.0
8.33,119.92,22.2505,13.6818,0.53,274.98,31.0
8.32,117.20999999999998,22.5005,13.7227,0.53,274.99,31.0
8.309999999999999,119.66,25.7505,13.7233,0.53,274.94,31.0
8.31,114.95,24.0005,13.6616,0.53,275.05,31.0
8.325,110.17,23.6255,13.7311,0.53,274.93,31.0
8.295,113.47,24.2505,13.7613,0.53,274.93,31.0
8.37,105.61,25.2505,13.8012,0.53,275.09,31.0
8.305,115.90000000000003,24.8755,13.7804,0.53,272.9,30.0
8.33,117.84999999999997,26.1255,13.6621,0.53,272.85,31.0
8.3,114.70999999999998,25.2505,13.6416,0.53,272.99,31.0
8.34,119.41,25.0005,13.6123,0.53,272.99,31.0
8.325,121.6,23.8755,13.6525,0.53,273.0,31.0
8.305,122.81,24.2505,13.6512,0.53,272.89,31.0
8.33,119.01,25.3755,13.6615,0.53,272.99,32.0
8.32,122.57,22.1255,13.6329,0.53,272.93,31.0
8.3,118.12,24.0005,13.6621,0.53,273.08,31.0
8.32,124.02999999999996,23.2505,13.6823,0.53,272.97,31.0
8.315,112.92000000000002,24.6255,13.7115,0.53,273.08,32.0
8.325,116.68,25.7505,13.7208,0.53,273.02,32.0
8.31,115.18,24.6255,13.7208,0.53,273.02,31.0
8.32,115.85,26.3755,13.7235,0.53,273.05,31.0
8.315,108.65999999999997,27.3755,13.7101,0.53,274.04,31.0
8.325,109.92,25.0005,13.7116,0.53,274.18,31.0
8.33,109.38000000000002,24.8755,13.7804,0.53,274.02,31.0
8.31,111.22,25.7505,13.7606,0.53,273.88,31.0
8.32,108.62,23.8755,13.8706,0.63,273.88,30.0
8.32,110.82,24.0005,13.9006,0.63,273.88,32.0
8.335,109.44,24.3755,13.88,0.63,273.76,31.0
8.315,107.63,24.3755,13.9206,0.66,274.07,31.0
8.335,108.31,22.1255,13.9008,0.66,274.19,31.0
