7.63938,179.0034,29.440403,13.705958,0.29999998,217.56119,52.029,2.8042622,32.261925
7.60687,175.29865,30.788515,15.115564,0.32441005,217.45752,52.077927,2.9014068,32.06065
7.627782,178.98367,29.349586,13.647473,0.29999998,217.36243,52.014786,2.7765172,32.21295
7.588072,179.74376,29.293898,13.750702,0.3240754,216.50963,52.003693,2.7416015,31.127134
7.6254463,179.51643,29.553486,13.76954,0.29999998,217.11069,52.027843,2.7860975,31.1437
7.5948367,182.15175,29.18191,13.958423,0.32423586,215.20897,52.01085,2.7080894,30.226906
7.601874,187.8879,29.272001,13.622007,0.34230345,210.9616,51.976788,2.6791542,31.1222
7.586997,186.19585,28.457054,14.91903,0.31425434,210.84064,52.036407,2.678122,31.299332
7.631314,192.9836,29.27135,13.697502,0.3290078,207.48471,51.977425,2.66991,32.146255
7.6273685,192.83041,29.35386,13.716414,0.3347048,207.87212,51.98114,2.663086,31.119225
7.591418,192.06364,28.933147,13.923089,0.3526391,207.87271,51.958,2.5856984,31.098572
7.6311893,190.30516,29.358496,13.579524,0.35088682,208.51025,51.95368,2.6742887,33.272457
7.65175,181.34683,29.487389,13.712353,0.32158467,214.90706,51.951588,2.657041,33.185814
7.6234775,175.18736,30.021147,13.927622,0.34260574,218.55254,51.95859,2.692222,33.112106
7.608655,176.55678,29.369535,13.938302,0.3164508,218.35075,51.983215,2.7056923,32.24683
7.643371,176.70526,30.212463,14.594498,0.29999998,218.19456,52.028717,2.7776268,32.16513
7.6532054,175.7783,29.77094,13.447494,0.29999998,218.7694,51.967197,2.7116086,32.150284
7.6425476,177.32295,29.894478,13.526751,0.29999998,217.7832,51.978912,2.7213533,31.13758
7.6256247,177.4515,29.673786,13.688271,0.3053349,217.75626,51.976475,2.6956713,31.135872
7.6136923,175.02496,29.518433,13.672501,0.3162899,218.96272,51.955875,2.6719668,32.182556
7.5989428,174.28755,29.428335,13.690455,0.32042423,219.25157,51.941677,2.6413212,32.10184
7.640406,175.59337,30.096397,13.374944,0.3063864,218.2745,51.950306,2.6962128,31.107918
7.615429,173.22072,29.748007,13.550676,0.32013533,219.66496,51.931072,2.6520903,32.182423
7.619562,173.10461,30.164217,13.432785,0.32330385,219.24658,51.92233,2.6611238,31.127705
7.649173,174.24109,29.858173,13.42644,0.29999998,219.2695,51.93465,2.6579654,32.121212
7.6366043,173.93782,29.758228,13.618855,0.30495363,219.49522,51.936802,2.6484566,32.213596
7.626574,172.88382,30.358757,14.301493,0.305728,219.89995,51.946857,2.6582892,32.03837
7.620977,172.17737,29.595007,13.745476,0.29999998,220.6459,51.919853,2.6034307,32.066616
7.6376834,172.10408,30.069517,13.647536,0.29999998,220.48698,51.92022,2.6288133,31.063519
7.595622,170.04051,30.018656,13.632063,0.314638,220.99982,51.893703,2.600532,31.086044
7.6193314,170.1121,30.06516,13.666687,0.29999998,221.47052,51.904217,2.6141653,32.139866
7.622263,169.5976,30.203611,13.725578,0.29999998,221.54767,51.89649,2.6064343,31.120436
7.6035013,168.84642,30.361412,13.907989,0.3079996,221.78697,51.894634,2.604021,31.183964
7.591961,168.05049,30.306751,13.6827,0.3235106,221.89659,51.876797,2.5911121,31.17834
7.624656,167.95744,30.592243,13.693273,0.29999998,222.51817,51.88932,2.6165452,32.16358
7.617947,168.73334,30.388344,13.540339,0.31058735,221.58626,51.877033,2.5968916,31.168734
7.6160746,171.49478,30.018532,13.886968,0.30826858,220.60512,51.90771,2.5913348,32.193626
7.6382594,171.34766,29.936544,13.674908,0.29999998,220.83427,51.896362,2.5740783,32.163074
